timestamp,flight_phase
115059792,0
116067353,0
117064950,0
118062548,0
119060158,0
120067712,0
121065206,0
122062798,0
123060366,0
124067952,0
125065526,0
126063073,0
127060690,0
128068221,0
129065805,0
130063421,0
131061198,0
132068532,0
133066225,0
134066514,0
135061589,0
136066370,0
137061420,0
138066220,0
139061199,0
140066175,0
141060991,0
142065779,0
143060766,0
144065604,0
145060572,0
146065539,0
147060309,0
148065124,0
149060085,0
150065453,0
151059923,0
152064818,0
153059700,0
154064429,0
155059492,0
156064231,0
157069055,0
158063967,0
159068809,0
160063703,0
161068513,0
162063499,0
163068267,0
164063175,0
165068231,0
166062992,0
167067738,0
168062676,0
169067428,0
170062363,0
171067402,0
172062090,0
173067062,0
174061822,0
175066598,0
176061551,0
177066342,0
178061460,0
179066052,0
180061311,0
181065774,0
182060722,0
183065454,0
184060371,0
185065180,0
186060081,0
187064843,0
188059963,0
189064542,0
190059447,0
191064498,0
192069023,0
193063987,0
194068706,0
195064096,0
196068581,0
197063255,0
198068014,0
199062980,0
200067896,0
201062622,0
202067375,0
203062277,0
204067027,0
205061969,0
206066920,0
207061618,0
208066413,0
209061238,0
210066188,0
211061104,0
212065630,0
213060580,0
214065500,0
215060224,0
216064965,0
217059866,0
218064799,0
219059529,0
220064545,0
221059444,0
222064160,0
223068646,0
224063609,3
225068322,3
226063230,3
227068165,3
228062874,3
229067612,3
230062511,3
231067258,3
232062276,3
233066944,3
234061904,3
235066616,3
236061538,3
237066394,1
238061167,1
239065859,1
240060756,1
241065471,1
242060369,1
243065260,1
244059961,1
245064696,1
246059610,1
247064573,1
248069093,1
249064050,1
250068670,1
251063550,1
252068323,1
253063201,1
254067942,1
255062821,1
256067540,1
257062422,1
258067264,1
259062030,1
260066867,1
261061658,1
262066341,1
263061286,1
264065965,1
265061071,1
266065757,1
267060468,1
268065194,1
269060080,1
270065001,1
271059667,1
272064417,1
273059486,1
274064023,1
275068746,1
276063751,1
277068275,1
278063209,1
279067890,1
280062759,1
281067467,1
282062337,1
283067257,1
284062073,1
285066685,0
286061596,0
287066211,0
288061855,0
289065836,0
290060691,0
291065403,0
292060458,0
293065009,0
294060077,0
295064663,0
296059455,0
297064250,0
298068951,0
299064124,0
300068510,0
301063352,0
302068086,0
303063193,0
304067714,0
305062526,0
306067422,0
307062369,0
308066841,0
309061697,0
310066854,0
311061346,0
312066098,0
313061176,0
314065583,0
315060408,0
316065136,0
317059996,0
318064898,0
319059787,0
320064313,0
321069489,0
322063887,0
323068642,0
324063528,0
325068115,0
326063237,0
327067738,0
328062569,0
329067363,0
330062161,0
331067127,0
332062039,0
333066474,0
334061370,0
335066255,0
336061275,0
337065724,0
338060745,0
339065295,0
340060174,0
341065271,0
342059801,0
343064813,0
344059433,0
345064421,0
346068976,0
347063868,0
348068800,0
349063519,0
350068184,0
351063092,0
352067790,0
353062769,0
354067483,0
355062349,0
356067059,0
357061965,0
358066717,0
359061935,0
360066380,0
361061279,0
362066256,0
363060982,0
364065688,0
365060733,0
366065304,0
367060217,0
368065001,0
369059887,0
370064618,0
371059520,0
372064511,0
