log,duration_s,armed_s,max_speed,mean_speed,path_m,xy_span_m,max_alt_rel_m,airspeed_mean,airspeed_p95,throttle_mean,throttle_p95,flap_mean_hz,flap_std_hz,airspeed_sources,real_flight,score
log_18_2026-3-3-09-58-04,28.55762899999999,28.051732,,,,,-0.0,-3.0928161219178083,-2.487389925,0.014423041,0.014423041,-3.382787922596496e-06,0.00011245742269775138,1,False,0
log_19_2026-3-3-10-25-20,18.04491800000001,18.04491800000001,,,,,-0.0,0.2809477032258064,9.147436399999998,0.2170576903172043,0.66183713,1.4390315713550133,1.632098054330322,1,False,0
log_20_2026-3-3-10-27-02,29.542758,29.542758,18.891552766648907,7.927863916126791,253.39319501372546,219.70467766530695,0.352633873,15.16583837510067,18.556888400000002,0.13273766080201344,0.5661395,0.9115835307432432,1.2069606152147074,"0,1",False,1
log_21_2026-3-3-10-29-26,88.520835,88.520835,11.890414890758604,4.4543936819056915,402.4541570650293,157.3903685309569,14.229194549999999,3.670024054279279,9.195327724999999,0.47154743315990993,0.7290385075,2.803795109836343,1.7843707511544233,1,True,3
log_22_2026-3-3-11-27-38,87.93350400000001,87.41371400000001,0.4980744853039782,0.060887685609419054,6.802994780908355,2.682955766483791,0.5432625,-3.4333618687358913,-1.9686911700000016,0.01421881678893905,0.014423041,0.0,0.0,1,False,0
log_23_2026-3-3-11-28-06,7.60430199999999,7.097682999999989,0.362386108131116,0.12358847175738628,0.9751470223504951,0.3460646880638505,0.03109360499999997,-3.078746333333333,-2.24074525,0.014423041000000001,0.014423041,0.0,0.0,1,False,0
log_24_2026-3-3-11-32-52,98.68358999999998,98.68358999999998,9.793630004354508,1.57125912329129,189.51290451247843,49.385670796303074,5.5169563880000005,5.5479407391111115,15.444261,0.15538055296068545,0.636566475,0.8838327149595552,1.5628349280449592,"-1,0,1",True,2
log_25_2026-3-3-16-33-14,0.9588570000000018,0.9588570000000018,,,,,-0.0,-2.8964234,-2.6687994,0.010275801383333333,0.012627462999999998,0.0,0.0,1,False,0
log_26_2026-3-3-16-33-58,6.726757000000006,6.218968000000004,0.10830918033518666,0.03700926075593031,0.21775813599380806,0.1118488227595754,0.5271567999999998,-2.8821858702702703,-2.4260869200000004,0.014423041000000001,0.014423041,0.0,0.0,1,False,0
log_27_2026-3-3-16-34-08,6.324752000000004,5.815127000000004,0.37821013337286585,0.0739147791954293,0.45568562542791147,0.38492399505616687,6.86999999999216e-05,-2.932323773529412,-2.4386657499999997,0.014423041000000001,0.014423041,0.0,0.0,1,False,0
log_28_2026-3-3-16-34-16,5.829950999999994,5.321279000000004,0.41917958314135784,0.1661763185236193,0.9679499462597296,0.6709120238505022,0.0017816000000001608,-2.633515525,-2.21264984,0.014423041,0.014423041,0.0,0.0,1,False,0
log_29_2026-3-3-16-42-00,182.870747,182.351927,10.697851342390512,1.5510056379293837,284.6679175605365,99.62867041367447,7.882439,-0.5956240037690633,8.861098924999999,0.149435855501634,0.644173025,0.8447462782247068,1.5530121967066732,1,True,2
