timestamp,freefall,ground_contact,maybe_landed,landed,in_ground_effect,in_descend,has_low_throttle,vertical_movement,horizontal_movement,rotational_movement,close_to_ground_or_skipped_check,at_rest
77688756,0,0,0,1,0,0,0,0,0,0,0,0
78696323,0,0,0,1,0,0,0,0,0,0,0,0
79424623,0,0,0,0,0,0,0,0,0,0,0,0
80432193,0,0,0,0,0,0,0,0,0,0,0,0
81439755,0,0,0,0,0,0,0,0,0,0,0,0
81539578,0,0,0,1,0,0,0,0,0,0,0,0
82547472,0,0,0,1,0,0,0,0,0,0,0,0
82716732,0,0,0,0,0,0,0,0,0,0,0,0
83724326,0,0,0,0,0,0,0,0,0,0,0,0
84731869,0,0,0,0,0,0,0,0,0,0,0,0
85300534,0,0,0,1,0,0,0,0,0,0,0,0
86308126,0,0,0,1,0,0,0,0,0,0,0,0
87315678,0,0,0,1,0,0,0,0,0,0,0,0
88323309,0,0,0,1,0,0,0,0,0,0,0,0
89330889,0,0,0,1,0,0,0,0,0,0,0,0
90338453,0,0,0,1,0,0,0,0,0,0,0,0
91346149,0,0,0,1,0,0,0,0,0,0,0,0
92353644,0,0,0,1,0,0,0,0,0,0,0,0
93361281,0,0,0,1,0,0,0,0,0,0,0,0
94368848,0,0,0,1,0,0,0,0,0,0,0,0
95376546,0,0,0,1,0,0,0,0,0,0,0,0
96384136,0,0,0,1,0,0,0,0,0,0,0,0
97391608,0,0,0,1,0,0,0,0,0,0,0,0
98399163,0,0,0,1,0,0,0,0,0,0,0,0
99107548,0,0,0,0,0,0,0,0,0,0,0,0
100115151,0,0,0,0,0,0,0,0,0,0,0,0
101122860,0,0,0,0,0,0,0,0,0,0,0,0
102130282,0,0,0,0,0,0,0,0,0,0,0,0
103137835,0,0,0,0,0,0,0,0,0,0,0,0
104145639,0,0,0,0,0,0,0,0,0,0,0,0
105153237,0,0,0,0,0,0,0,0,0,0,0,0
106160592,0,0,0,0,0,0,0,0,0,0,0,0
107168191,0,0,0,0,0,0,0,0,0,0,0,0
108175824,0,0,0,0,0,0,0,0,0,0,0,0
109183444,0,0,0,0,0,0,0,0,0,0,0,0
110191001,0,0,0,0,0,0,0,0,0,0,0,0
111198715,0,0,0,0,0,0,0,0,0,0,0,0
112206122,0,0,0,0,0,0,0,0,0,0,0,0
113213645,0,0,0,0,0,0,0,0,0,0,0,0
114221216,0,0,0,0,0,0,0,0,0,0,0,0
115228899,0,0,0,0,0,0,0,0,0,0,0,0
116236343,0,0,0,0,0,0,0,0,0,0,0,0
117244151,0,0,0,0,0,0,0,0,0,0,0,0
118251648,0,0,0,0,0,0,0,0,0,0,0,0
119259029,0,0,0,0,0,0,0,0,0,0,0,0
120266775,0,0,0,0,0,0,0,0,0,0,0,0
121274213,0,0,0,0,0,0,0,0,0,0,0,0
122281801,0,0,0,0,0,0,0,0,0,0,0,0
123289321,0,0,0,0,0,0,0,0,0,0,0,0
124296846,0,0,0,0,0,0,0,0,0,0,0,0
125304424,0,0,0,0,0,0,0,0,0,0,0,0
126311983,0,0,0,0,0,0,0,0,0,0,0,0
127319541,0,0,0,0,0,0,0,0,0,0,0,0
128327119,0,0,0,0,0,0,0,0,0,0,0,0
129334636,0,0,0,0,0,0,0,0,0,0,0,0
130342247,0,0,0,0,0,0,0,0,0,0,0,0
131349731,0,0,0,0,0,0,0,0,0,0,0,0
132357483,0,0,0,0,0,0,0,0,0,0,0,0
133364882,0,0,0,0,0,0,0,0,0,0,0,0
134372348,0,0,0,0,0,0,0,0,0,0,0,0
135378734,0,0,0,0,0,0,0,0,0,0,0,0
136383637,0,0,0,0,0,0,0,0,0,0,0,0
137388449,0,0,0,0,0,0,0,0,0,0,0,0
138393216,0,0,0,0,0,0,0,0,0,0,0,0
139398011,0,0,0,0,0,0,0,0,0,0,0,0
140402915,0,0,0,0,0,0,0,0,0,0,0,0
141407740,0,0,0,0,0,0,0,0,0,0,0,0
142412770,0,0,0,0,0,0,0,0,0,0,0,0
143417369,0,0,0,0,0,0,0,0,0,0,0,0
144422159,0,0,0,0,0,0,0,0,0,0,0,0
145427012,0,0,0,0,0,0,0,0,0,0,0,0
146431921,0,0,0,0,0,0,0,0,0,0,0,0
147436534,0,0,0,0,0,0,0,0,0,0,0,0
148441380,0,0,0,0,0,0,0,0,0,0,0,0
149446468,0,0,0,0,0,0,0,0,0,0,0,0
150451428,0,0,0,0,0,0,0,0,0,0,0,0
151456011,0,0,0,0,0,0,0,0,0,0,0,0
152460657,0,0,0,0,0,0,0,0,0,0,0,0
