timestamp,imbalanced_prop_metric,motor_failure_mask,fd_roll,fd_pitch,fd_alt,fd_ext,fd_arm_escs,fd_battery,fd_imbalanced_prop,fd_motor
78108110,0.0020208678,0,0,0,0,0,0,0,0,0
78616714,0.009129161,0,0,0,0,0,0,0,0,0
79122825,0.03204024,0,0,0,0,0,0,0,0,0
79628942,0.060286675,0,0,0,0,0,0,0,0,0
80134653,0.08890124,0,0,0,0,0,0,0,0,0
80640654,0.079612486,0,0,0,0,0,0,0,0,0
81146654,0.04332496,0,0,0,0,0,0,0,0,0
81652885,0.05731392,0,0,0,0,0,0,0,0,0
82158714,0.043467335,0,0,0,0,0,0,0,0,0
82664676,0.043187395,0,0,0,0,0,0,0,0,0
82973512,0.047395,0,0,1,0,0,0,0,0,0
82983964,0.047395,0,0,1,0,0,0,0,0,0
83104807,0.0500698,0,0,0,0,0,0,0,0,0
83116298,0.0500698,0,0,0,0,0,0,0,0,0
83621755,0.01881391,0,0,0,0,0,0,0,0,0
84127654,0.038205095,0,0,0,0,0,0,0,0,0
84633654,0.04415054,0,0,0,0,0,0,0,0,0
85139662,0.039854668,0,0,0,0,0,0,0,0,0
85645787,0.042840663,0,0,0,0,0,0,0,0,0
86151654,0.038743712,0,0,0,0,0,0,0,0,0
86657677,0.032545906,0,0,0,0,0,0,0,0,0
87163656,0.023347987,0,0,0,0,0,0,0,0,0
87669847,0.02611596,0,0,0,0,0,0,0,0,0
88175924,0.024523383,0,0,0,0,0,0,0,0,0
88681661,0.0227915,0,0,0,0,0,0,0,0,0
89187654,0.023676053,0,0,0,0,0,0,0,0,0
89693671,0.030012744,0,0,0,0,0,0,0,0,0
90199654,0.028194413,0,0,0,0,0,0,0,0,0
90705787,0.026047966,0,0,0,0,0,0,0,0,0
91211653,0.023860663,0,0,0,0,0,0,0,0,0
91718667,0.02273772,0,0,0,0,0,0,0,0,0
92224654,0.020903928,0,0,0,0,0,0,0,0,0
92247158,0.020903928,0,0,0,0,0,0,0,0,0
92686926,0.020227848,0,0,0,0,0,0,0,0,0
93192664,0.019019678,0,0,0,0,0,0,0,0,0
93698654,0.022299984,0,0,0,0,0,0,0,0,0
94204653,0.015994934,0,0,0,0,0,0,0,0,0
94710653,0.02178364,0,0,0,0,0,0,0,0,0
95217132,0.023005517,0,0,0,0,0,0,0,0,0
95722682,0.018006988,0,0,0,0,0,0,0,0,0
96228799,-0.011649887,0,0,0,0,0,0,0,0,0
96734653,-0.06324616,0,0,0,0,0,0,0,0,0
97240673,-0.19049801,0,0,0,0,0,0,0,0,0
97746882,-0.29389894,0,0,0,0,0,0,0,0,0
98252663,-0.33201182,0,0,0,0,0,0,0,0,0
98758655,-0.3823726,0,0,0,0,0,0,0,0,0
99264684,-0.43090823,0,0,0,0,0,0,0,0,0
99770805,-0.4435623,0,0,0,0,0,0,0,0,0
100276950,-0.41778833,0,0,0,0,0,0,0,0,0
100782665,-0.5165933,0,0,0,0,0,0,0,0,0
101288653,-0.6003148,0,0,0,0,0,0,0,0,0
101794654,-0.68767554,0,0,0,0,0,0,0,0,0
102300654,-0.8867669,0,0,0,0,0,0,0,0,0
102806786,-1.0431385,0,0,0,0,0,0,0,0,0
103312665,-1.2179068,0,0,0,0,0,0,0,0,0
103818669,-1.358114,0,0,0,0,0,0,0,0,0
104325134,-1.5293576,0,0,0,0,0,0,0,0,0
104830654,-1.6973,0,0,0,0,0,0,0,0,0
105336804,-1.9181783,0,0,0,0,0,0,0,0,0
105842664,-2.0449336,0,0,0,0,0,0,0,0,0
106348654,-2.1036842,0,0,0,0,0,0,0,0,0
106854674,-2.2309878,0,0,0,0,0,0,0,0,0
106987517,-2.3076875,0,0,0,0,0,0,0,0,0
107492682,-2.4227357,0,0,0,0,0,0,0,0,0
107999654,-2.5155027,0,0,0,0,0,0,0,0,0
108505653,-2.6815057,0,0,0,0,0,0,0,0,0
109011653,-2.8033338,0,0,0,0,0,0,0,0,0
109518827,-2.8752573,0,0,0,0,0,0,0,0,0
110024666,-2.929235,0,0,0,0,0,0,0,0,0
110530655,-2.852771,0,0,0,0,0,0,0,0,0
110882814,-2.925335,0,0,0,0,0,0,0,0,0
111388655,-2.7664442,0,0,0,0,0,0,0,0,0
111894727,-2.6488006,0,0,0,0,0,0,0,0,0
112401673,-2.6303327,0,0,0,0,0,0,0,0,0
112907797,-2.605317,0,0,0,0,0,0,0,0,0
113413654,-2.575986,0,0,0,0,0,0,0,0,0
113919686,-2.5966923,0,0,0,0,0,0,0,0,0
114425655,-2.605503,0,0,0,0,0,0,0,0,0
114931729,-2.5606294,0,0,0,0,0,0,0,0,0
115437654,-2.5464625,0,0,0,0,0,0,0,0,0
115944654,-2.5672204,0,0,0,0,0,0,0,0,0
116450672,-2.540806,0,0,0,0,0,0,0,0,0
116956809,-2.576838,0,0,0,0,0,0,0,0,0
