timestamp,timestamp_sample,device_id,pressure,temperature,error_count
78822298,78821718,4028193,102851.0,12.86,0
79837693,79837112,4028193,102850.0,12.87,0
80844529,80843948,4028193,102843.0,12.86,0
81838204,81837623,4028193,102847.0,12.84,0
82832485,82831904,4028193,102847.0,12.83,0
83836874,83836293,4028193,102850.0,12.82,0
84830949,84830368,4028193,102847.0,12.809999,0
85824837,85824256,4028193,102843.0,12.79,0
86841659,86841078,4028193,102838.0,12.79,0
87835520,87834939,4028193,102845.0,12.78,0
88840080,88839499,4028193,102842.0,12.78,0
89833902,89833321,4028193,102840.0,12.7699995,0
90838448,90837867,4028193,102840.0,12.78,0
91832562,91831981,4028193,102841.0,12.78,0
92826659,92826078,4028193,102843.0,12.78,0
93842457,93841876,4028193,102841.0,12.79,0
94836255,94835675,4028193,102838.0,12.79,0
95841057,95840476,4028193,102842.0,12.799999,0
96834640,96834059,4028193,102839.0,12.799999,0
97839121,97838540,4028193,102837.0,12.809999,0
98833081,98832499,4028193,102842.0,12.82,0
99826813,99826231,4028193,102845.0,12.83,0
100842097,100841515,4028193,102841.0,12.83,0
101836110,101835529,4028193,102853.0,12.82,0
102840523,102839942,4028193,102858.0,12.809999,0
103834134,103833553,4028193,102855.0,12.78,0
104838872,104838290,4028193,102855.0,12.75,0
105832461,105831880,4028193,102849.0,12.71,0
106826079,106825497,4028193,102839.0,12.67,0
107841269,107840687,4028193,102838.0,12.62,0
108834880,108834298,4028193,102830.0,12.57,0
109839509,109838928,4028193,102831.0,12.53,0
110833285,110832704,4028193,102825.0,12.469999,0
111837911,111837330,4028193,102823.0,12.42,0
112831496,112830915,4028193,102833.0,12.37,0
113825313,113824732,4028193,102835.0,12.309999,0
114840482,114839900,4028193,102827.0,12.259999,0
115834230,115833649,4028193,102822.0,12.2,0
116838653,116838072,4028193,102824.0,12.15,0
117843056,117842475,4028193,102828.0,12.099999,0
118836697,118836116,4028193,102815.0,12.059999,0
119830394,119829804,4028193,102813.0,12.0,0
120824038,120823457,4028193,102822.0,11.95,0
121839514,121838933,4028193,102823.0,11.889999,0
122844136,122843555,4028193,102818.0,11.849999,0
