timestamp,timestamp_sample,control[0],control[1],control[2],control[3],control[4],control[5],control[6],control[7],control[8],control[9],control[10],control[11],reversible_flags
78164744,78164613,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
78167235,78167107,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
78264499,78264375,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
78366757,78366630,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
78464019,78463897,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
78566278,78566153,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
78663548,78663420,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
78765803,78765676,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
78868090,78867931,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
78965322,78965198,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
79067574,79067454,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
79164859,79164721,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
79267097,79266977,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
79364363,79364244,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
79466618,79466499,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
79566389,79566261,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
79666140,79666022,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
79765910,79765783,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
79865664,79865545,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
79965433,79965306,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
80065188,80065068,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
80164964,80164830,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
80267204,80267084,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
80364481,80364351,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
80466732,80466607,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
80564158,80563874,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0
