timestamp,lat_accel,lat_accel_ff,bearing_feas,bearing_feas_on_track,signed_track_error,track_error_bound,airspeed_ref,bearing,heading_ref,min_ground_speed_ref,adapted_period,p_gain,time_const,can_run_factor,wind_est_valid
27768955,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0
110889269,0.0,0.0,1.0,1.0,0.0,212.13,15.0,0.0,0.0,0.0,10.0,0.8885,7.071,1.0,1
110909361,0.69573474,0.0,1.0,1.0,79.70677,37.00936,4.01999,1.2204927,1.2507231,5.0,10.0,0.87964594,7.0,1.0,1
110989350,0.55915076,0.0,1.0,1.0,79.357834,35.113632,4.100045,1.2071613,1.2317274,5.0,10.0,0.87964594,7.0,1.0,1
111088794,0.5796095,0.0,1.0,1.0,78.96816,35.241104,4.19949,1.2085084,1.2234366,5.0,10.0,0.87964594,7.0,1.0,1
111188596,0.48878315,0.0,1.0,1.0,78.551346,34.67428,4.29929,1.2099462,1.2214835,5.0,10.0,0.87964594,7.0,1.0,1
111288302,0.45323515,0.0,1.0,1.0,78.14122,33.465374,4.3989983,1.2166998,1.219417,5.0,10.0,0.87964594,7.0,1.0,1
111388136,0.4198193,0.0,1.0,1.0,77.76667,32.916523,4.498833,1.2245965,1.2218556,5.0,10.0,0.87964594,7.0,1.0,1
111487825,0.36220527,0.0,1.0,1.0,77.36258,33.700256,4.598524,1.2316227,1.2290685,5.0,10.0,0.87964594,7.0,1.0,1
111587666,0.36415368,0.0,1.0,1.0,76.95283,34.015987,4.698361,1.2380377,1.2303058,5.0,10.0,0.87964594,7.0,1.0,1
111687388,0.37003163,0.0,1.0,1.0,76.561264,33.148445,4.798072,1.2420135,1.2300382,5.0,10.0,0.87964594,7.0,1.0,1
111787145,0.36521503,0.0,1.0,1.0,76.13136,35.09803,4.897844,1.2442209,1.2301016,5.0,10.0,0.87964594,7.0,1.0,1
111886876,0.33280247,0.0,1.0,1.0,75.69351,34.991577,4.9975715,1.2483157,1.227421,5.0,10.0,0.87964594,7.0,1.0,1
111986713,0.28762817,0.0,1.0,1.0,75.262146,32.947086,5.0974116,1.251044,1.2312987,5.0,10.0,0.87964594,7.0,1.0,1
112086436,0.2875135,0.0,1.0,1.0,74.83711,35.121616,5.197133,1.2545846,1.2293231,5.0,10.0,0.87964594,7.0,1.0,1
112186293,0.23817278,0.0,1.0,1.0,74.37979,35.209286,5.2969923,1.2574912,1.2245363,5.0,10.0,0.87964594,7.0,1.0,1
112285913,0.18668519,0.0,1.0,1.0,73.9378,33.392612,5.396611,1.2611313,1.2286477,5.0,10.0,0.87964594,7.0,1.0,1
