timestamp,indicated_airspeed_m_s,calibrated_airspeed_m_s,true_airspeed_m_s,calibrated_ground_minus_wind_m_s,true_ground_minus_wind_m_s,airspeed_derivative_filtered,throttle_filtered,pitch_filtered,airspeed_sensor_measurement_valid,selected_airspeed_index
78089810,-4.167542,-4.182278,-4.1448674,nan,nan,0.0,0.0,0.0,1,1
78189792,-4.0982704,-4.112762,-4.0760446,nan,nan,0.0,0.0,0.0,1,1
78289794,-4.0099998,-4.024179,-3.9882023,nan,nan,0.0,0.0,0.0,1,1
78489791,-4.684983,-4.7015486,-4.659592,nan,nan,0.0,0.0,0.0,1,1
78689792,-6.3459997,-6.368439,-6.3117027,nan,nan,0.0,0.0,0.0,1,1
78889792,-4.9233522,-4.940761,-4.89667,nan,nan,0.0,0.0,0.0,1,1
79089793,-4.561129,-4.577257,-4.53641,nan,nan,0.0,0.0,0.0,1,1
79289792,-4.0982704,-4.112762,-4.0760803,nan,nan,0.0,0.0,0.0,1,1
79489791,-4.36877,-4.384218,-4.345143,nan,nan,0.0,0.0,0.0,1,1
79689791,-5.8040504,-5.8245735,-5.772675,nan,nan,0.0,0.0,0.0,1,1
79889791,-6.4799275,-6.5028405,-6.4448743,0.25783172,0.25553343,0.0,0.0,0.0,1,1
80089791,-5.5776696,-5.597392,-5.547504,0.48339257,0.4790842,0.0,0.0,0.0,1,1
80289791,-4.561129,-4.577257,-4.536524,0.71449834,0.70813996,0.0,0.0,0.0,1,1
80489791,-4.36877,-4.384218,-4.3451753,1.0365075,1.0272771,0.0,0.0,0.0,1,1
80689791,-4.4979243,-4.5138288,-4.47366,1.2835467,1.2721243,0.0,0.0,0.0,1,1
80889791,-4.3027406,-4.317955,-4.2795615,1.3713499,1.3591565,0.0,0.0,0.0,1,1
81089791,-5.0098176,-5.027532,-4.9828544,1.597565,1.5833681,0.0,0.0,0.0,1,1
81289791,-11.28292,-11.322816,-11.222054,1.5231569,1.5096022,0.0,0.0,0.0,1,1
81489791,-7.1918955,-7.217326,-7.1518064,1.2327442,1.2215531,0.0,0.0,0.0,1,1
81689791,-9.430866,-9.464213,-9.378296,1.3556554,1.3433485,0.0,0.0,0.0,1,1
81889791,-4.36877,-4.384218,-4.3444285,1.4246091,1.4116797,0.0,0.0,0.0,1,1
82089791,-4.4979243,-4.5138288,-4.4728565,1.3883318,1.3757299,0.0,0.0,0.0,1,1
82289791,-4.745698,-4.762479,-4.7192025,1.5124257,1.4986823,0.0,0.0,0.0,1,1
