timestamp,nav_roll,nav_pitch,nav_bearing,target_bearing,xtrack_error,wp_dist,acceptance_radius,type
27768957,0.0,0.0,nan,0.0,nan,nan,50.0,5
110889271,0.0,0.0,0.0,0.0,0.0,nan,50.0,5
110909365,0.0,0.0,1.2204927,2.791289,79.70677,0.29324168,50.0,2
111388140,0.0,0.0,1.2245965,2.7953928,77.76667,2.233348,50.0,2
111886879,0.0,0.0,1.2483157,2.819112,75.69351,4.3064923,50.0,2
112385837,0.0,0.0,1.2662163,2.8370125,73.48423,6.5157757,50.0,2
112884496,0.0,0.0,1.3090216,2.879818,71.11851,8.881478,50.0,2
113383348,0.0,0.0,1.3645072,2.9353034,68.63435,11.365638,50.0,2
113882056,0.0,0.0,1.4185367,2.9893332,66.167015,13.832982,50.0,2
114390904,0.0,0.0,1.467524,3.0383205,63.71894,16.281063,50.0,2
114889642,0.0,0.0,1.4980502,3.0688465,61.594074,18.405941,50.0,2
115388426,0.0,0.0,1.5141603,3.0849566,59.712746,20.287262,50.0,2
115887300,0.0,0.0,1.5162154,3.0870118,58.006798,21.993206,50.0,2
116386029,0.0,0.0,1.5127065,3.0835028,56.157898,23.842112,50.0,2
116884862,0.0,0.0,1.5043143,3.0751107,54.228127,25.771875,50.0,2
117383658,0.0,0.0,1.4950497,3.0658462,52.163647,27.83634,50.0,2
117882486,0.0,0.0,1.4896083,3.0604045,50.066967,29.933039,50.0,2
118371214,0.0,0.0,1.48894,3.0597363,48.09464,31.905373,50.0,2
118890097,0.0,0.0,1.4913989,3.0621953,46.12747,33.87254,50.0,2
119388762,0.0,0.0,1.4949939,3.0657902,44.40623,35.593773,50.0,2
119887691,0.0,0.0,1.4990036,3.0698001,42.62567,37.374332,50.0,2
120386378,0.0,0.0,1.5048603,3.0756567,40.850166,39.149834,50.0,2
120885144,0.0,0.0,1.5106289,3.0814252,39.088116,40.91188,50.0,2
121383984,0.0,0.0,1.5180091,3.0888054,37.31976,42.68024,50.0,2
121882752,0.0,0.0,1.5303426,3.101139,35.478794,44.521206,50.0,2
122381530,0.0,0.0,1.544718,3.1155143,33.634888,46.365105,50.0,2
122890331,0.0,0.0,1.5579329,3.128729,31.83851,48.161488,50.0,2
123389076,0.0,0.0,1.569806,3.1406024,30.158026,49.841965,50.0,2
123887892,0.0,0.0,1.5805019,-3.131887,28.442913,51.557083,50.0,2
124386683,0.0,0.0,1.5954213,-3.1215823,26.621351,53.378654,50.0,2
124885528,0.0,0.0,1.6285328,-3.111486,24.741589,55.25841,50.0,2
125384310,0.0,0.0,1.6767594,-3.1026587,22.769209,57.230793,50.0,2
125883098,0.0,0.0,1.7260056,-3.0960574,20.687458,59.312546,50.0,2
126381840,0.0,0.0,1.8132024,-3.0933356,18.508745,61.49126,50.0,2
126890620,0.0,0.0,1.9402089,-3.0967205,16.135605,63.864403,50.0,2
127389493,0.0,0.0,2.0966454,-3.1042612,13.675047,66.32495,50.0,2
127888183,0.0,0.0,2.2733145,-3.113566,11.031547,68.96845,50.0,2
128386968,0.0,0.0,2.4007826,-3.121999,8.487232,71.51278,50.0,2
128885704,0.0,0.0,2.5786383,-3.127573,5.9918756,74.00812,50.0,2
129384501,0.0,0.0,2.7472396,-3.1276798,3.774024,76.225975,50.0,2
129883335,0.0,0.0,2.9698403,-3.1230476,1.8022509,78.19776,50.0,2
130382113,0.0,0.0,-3.1183896,-3.1116421,0.07066466,79.929344,50.0,2
130890858,0.0,0.0,-2.9744532,-3.0924842,-1.408757,81.40876,50.0,2
131389918,0.0,0.0,-2.8835402,-3.0655353,-2.3449597,82.34496,50.0,2
131888414,0.0,0.0,-2.8625722,-3.0350747,-2.2829587,82.28296,50.0,2
132387188,0.0,0.0,-2.9044263,-3.003702,-1.3521519,81.35215,50.0,2
132886027,0.0,0.0,-3.0017703,-2.9758067,0.3620737,79.637924,50.0,2
133384817,0.0,0.0,-3.1258569,-2.9493032,2.6015532,77.39845,50.0,2
133883640,0.0,0.0,3.0135274,-2.9259188,5.1217647,74.878235,50.0,2
134382525,0.0,0.0,2.887739,-2.9017613,7.634216,72.36578,50.0,2
