timestamp,rollspeed_integ,pitchspeed_integ,yawspeed_integ,wheel_rate_integ
78164726,0.0,0.0,0.0,0.0
78167214,0.0,0.0,0.0,0.0
78366738,0.0,0.0,0.0,0.0
78566259,0.0,0.0,0.0,0.0
78765785,0.0,0.0,0.0,0.0
78965303,0.0,0.0,0.0,0.0
79164840,0.0,0.0,0.0,0.0
79364344,0.0,0.0,0.0,0.0
79566372,-0.010070837,0.015704164,-0.03308703,0.0
79765891,-0.016911017,0.045396447,-0.067445226,0.0
79965415,-0.031395447,0.0661042,-0.06497711,0.0
80164946,-0.062349528,0.075092815,-0.0636781,0.0
80364463,-0.0952297,0.07177413,-0.084651284,0.0
80564139,-0.12666479,0.06458662,-0.12004538,0.0
80763632,-0.13510703,0.058330167,-0.14405133,0.0
80968053,-0.15930681,0.0535004,-0.16271281,0.0
81167553,-0.17643581,0.078949764,-0.16410916,0.0
81367056,-0.2,0.09101673,-0.16503195,0.0
81566594,0.0,0.0,0.0,0.0
81766100,0.0,0.0,0.0,0.0
81965621,0.0,0.0,0.0,0.0
82165154,0.0,0.0,0.0,0.0
82367166,0.0,0.0,0.0,0.0
82566701,0.0,0.0,0.0,0.0
82766209,-0.0056248037,0.0095137935,-0.0033976904,0.0
82965730,-0.03321912,0.033619046,-0.013648752,0.0
83165258,-0.060921837,0.024493849,-0.029063014,0.0
83364778,-0.072275765,0.001257056,-0.059299514,0.0
83564297,-0.072022505,0.016941858,-0.09153101,0.0
83766315,-0.07773976,0.045000885,-0.099968635,0.0
83965836,-0.09511927,0.05966125,-0.09553659,0.0
84165360,-0.11027097,0.053802684,-0.10024056,0.0
84364882,-0.11976756,0.051051516,-0.11336908,0.0
84564406,-0.1334083,0.04324356,-0.12176328,0.0
84763928,-0.14184934,0.027601779,-0.11732884,0.0
84963455,-0.1390631,0.023293357,-0.114661075,0.0
85162981,-0.13570799,0.018642422,-0.1179353,0.0
85367495,0.0,0.0,0.0,0.0
85567009,0.0,0.0,0.0,0.0
85766532,0.0,0.0,0.0,0.0
85966053,0.0,0.0,0.0,0.0
86165574,0.0,0.0,0.0,0.0
86365100,0.0,0.0,0.0,0.0
86567174,0.0,0.0,0.0,0.0
86766645,0.0,0.0,0.0,0.0
86966165,0.0,0.0,0.0,0.0
87165705,0.0,0.0,0.0,0.0
87365212,0.0,0.0,0.0,0.0
87564774,0.0,0.0,0.0,0.0
87764255,0.0,0.0,0.0,0.0
87966271,0.0,0.0,0.0,0.0
88165795,0.0,0.0,0.0,0.0
88365321,0.0,0.0,0.0,0.0
88564851,0.0,0.0,0.0,0.0
88764365,0.0,0.0,0.0,0.0
88963888,0.0,0.0,0.0,0.0
89163410,0.0,0.0,0.0,0.0
89367923,0.0,0.0,0.0,0.0
89567453,0.0,0.0,0.0,0.0
89766968,0.0,0.0,0.0,0.0
89966488,0.0,0.0,0.0,0.0
90166013,0.0,0.0,0.0,0.0
90365535,0.0,0.0,0.0,0.0
90565114,0.0,0.0,0.0,0.0
90767079,0.0,0.0,0.0,0.0
90966598,0.0,0.0,0.0,0.0
91166121,0.0,0.0,0.0,0.0
91365650,0.0,0.0,0.0,0.0
