timestamp,safe_points_id,is_evaluation_pending,has_vtol_approach,rtl_type,safe_point_index
78965814,0,0,102,1,0
80991141,0,0,102,1,0
83035998,0,0,102,1,0
85041210,0,0,102,1,0
87066694,0,0,102,1,0
89081635,0,0,102,1,0
91106791,0,0,102,1,0
93141956,0,0,102,1,0
95167099,0,0,102,1,0
97192169,0,0,102,1,0
99217354,0,0,102,1,0
101232576,0,0,102,1,0
103257706,0,0,102,1,0
105283251,0,0,102,1,0
107287980,0,0,102,1,0
109313214,0,0,102,1,0
111338321,0,0,102,1,0
113363530,0,0,102,1,0
115388536,0,0,102,1,0
117413611,0,0,102,1,0
119438679,0,0,102,1,0
121464040,0,0,102,1,0
123478886,0,0,102,1,0
125504106,0,0,102,1,0
127529223,0,0,102,1,0
129554470,0,0,102,1,0
131579192,0,0,102,1,0
133604550,0,0,102,1,0
135625168,0,0,102,1,0
137645031,0,0,102,1,0
139674186,0,0,102,1,0
141693613,0,0,102,1,0
143732838,0,0,102,1,0
145742394,0,0,102,1,0
147781427,0,0,102,1,0
149791143,0,0,102,1,0
151830303,0,0,102,1,0
153850227,0,0,102,1,0
155869182,0,0,102,1,0
157898541,0,0,102,1,0
159917878,0,0,102,1,0
161947328,0,0,102,1,0
163966715,0,0,102,1,0
165996018,0,0,102,1,0
168015388,0,0,102,1,0
170045057,0,0,102,1,0
172074083,0,0,102,1,0
174093510,0,0,102,1,0
176122786,0,0,102,1,0
178152301,0,0,102,1,0
180171370,0,0,102,1,0
182190875,0,0,102,1,0
184220323,0,0,102,1,0
186249613,0,0,102,1,0
188268886,0,0,102,1,0
190298080,0,0,102,1,0
192317545,0,0,102,1,0
194347009,0,0,102,1,0
196366180,0,0,102,1,0
198395467,0,0,102,1,0
200414803,0,0,102,1,0
202434150,0,0,102,1,0
204463486,0,0,102,1,0
206492753,0,0,102,1,0
208512112,0,0,102,1,0
210541826,0,0,102,1,0
212551023,0,0,102,1,0
214580099,0,0,102,1,0
216599417,0,0,102,1,0
218638621,0,0,102,1,0
220657977,0,0,102,1,0
222687372,0,0,102,1,0
224706707,0,0,102,1,0
226735781,0,0,102,1,0
228755523,0,0,102,1,0
230784765,0,0,102,1,0
232803906,0,0,102,1,0
234823281,0,0,102,1,0
236852485,0,0,102,1,0
238871828,0,0,102,1,0
240901155,0,0,102,1,0
242920540,0,0,102,1,0
244950016,0,0,102,1,0
246969111,0,0,102,1,0
248998439,0,0,102,1,0
251017646,0,0,102,1,0
253047183,0,0,102,1,0
255066252,0,0,102,1,0
257095388,0,0,102,1,0
259114850,0,0,102,1,0
261144346,0,0,102,1,0
263163554,0,0,102,1,0
265172888,0,0,102,1,0
267202376,0,0,102,1,0
269231528,0,0,102,1,0
271250669,0,0,102,1,0
273270091,0,0,102,1,0
275299334,0,0,102,1,0
277318641,0,0,102,1,0
279337980,0,0,102,1,0
281367252,0,0,102,1,0
283386667,0,0,102,1,0
285415687,0,0,102,1,0
287435107,0,0,102,1,0
289464259,0,0,102,1,0
291484278,0,0,102,1,0
293512810,0,0,102,1,0
295532454,0,0,102,1,0
297561386,0,0,102,1,0
299580890,0,0,102,1,0
301609931,0,0,102,1,0
303629344,0,0,102,1,0
305658809,0,0,102,1,0
307677863,0,0,102,1,0
309707089,0,0,102,1,0
311726389,0,0,102,1,0
313755602,0,0,102,1,0
315774880,0,0,102,1,0
317804078,0,0,102,1,0
319823726,0,0,102,1,0
321852688,0,0,102,1,0
323881822,0,0,102,1,0
325901361,0,0,102,1,0
327920517,0,0,102,1,0
329949696,0,0,102,1,0
331969100,0,0,102,1,0
333998784,0,0,102,1,0
336017606,0,0,102,1,0
338046815,0,0,102,1,0
340066133,0,0,102,1,0
342095271,0,0,102,1,0
344114854,0,0,102,1,0
346143786,0,0,102,1,0
348163253,0,0,102,1,0
350192562,0,0,102,1,0
352211652,0,0,102,1,0
354240764,0,0,102,1,0
356260070,0,0,102,1,0
358289309,0,0,102,1,0
360308622,0,0,102,1,0
362337769,0,0,102,1,0
364357250,0,0,102,1,0
366386245,0,0,102,1,0
368404871,0,0,102,1,0
370405179,0,0,102,1,0
372434348,0,0,102,1,0
374453832,0,0,102,1,0
376482871,0,0,102,1,0
378502171,0,0,102,1,0
380531860,0,0,102,1,0
382550982,0,0,102,1,0
384579967,0,0,102,1,0
386599392,0,0,102,1,0
388618830,0,0,102,1,0
390648674,0,0,102,1,0
391976083,0,0,102,1,0
391995275,0,0,102,1,0
