timestamp,mission_id,geofence_id,home_position_counter,seq_reached,seq_current,seq_total,item_changed_index,item_do_jump_remaining,valid,warning,finished,failure,item_do_jump_changed,execution_mode
21070664,2137267260,0,642,-1,0,6,0,0,1,0,0,0,0,0
110889654,2137267260,0,648,-1,0,6,0,0,1,0,0,0,0,0
256484772,2137267260,0,648,-1,0,6,0,0,1,0,0,0,0,0
