timestamp,timestamp_sample,baro_device_id,baro_alt_meter,baro_pressure_pa,ambient_temperature,rho,temperature_source,calibration_count
78152673,78127773,4028193,147.76907,99562.67,4.9096236,1.2471693,2,1
78206682,78184481,4028193,147.83249,99561.92,4.9096236,1.2471598,2,1
78325481,78300594,4028193,147.452,99566.42,4.9096236,1.2472162,2,1
78552285,78530095,4028193,147.85364,99561.67,4.9096236,1.2471567,2,1
78725097,78702882,4028193,148.04124,99559.42,4.9096236,1.2471285,2,1
78951992,78932482,4028193,148.08351,99558.92,4.9096236,1.2471223,2,1
79124972,79105407,4028193,148.08351,99558.92,4.9096236,1.2471223,2,1
79362555,79337620,4028193,147.95932,99560.42,4.9096236,1.2471411,2,1
79535396,79510475,4028193,148.10728,99558.67,4.9096236,1.2471192,2,1
79762141,79739932,4028193,147.98047,99560.17,4.9096236,1.2471379,2,1
79934900,79912695,4028193,148.0016,99559.92,4.9096236,1.2471348,2,1
80164043,80144509,4028193,148.14693,99558.17,4.9096236,1.2471129,2,1
80336788,80317288,4028193,148.18921,99557.67,4.9096236,1.2471067,2,1
80509561,80490063,4028193,148.23149,99557.17,4.9096236,1.2471004,2,1
80747283,80722273,4028193,148.44287,99554.67,4.9096236,1.247069,2,1
80920109,80895217,4028193,148.08351,99558.92,4.9096236,1.2471223,2,1
81146950,81124756,4028193,148.35832,99555.67,4.8119197,1.24752,2,1
81319738,81297518,4028193,148.37946,99555.42,4.9096236,1.2470784,2,1
81546564,81527007,4028193,148.31604,99556.17,4.9096236,1.2470878,2,1
81719354,81699835,4028193,148.21034,99557.42,4.8119197,1.2475419,2,1
81957584,81932438,4028193,148.08351,99558.92,4.8119197,1.2475606,2,1
82130294,82105409,4028193,148.02275,99559.67,4.8119197,1.2475702,2,1
82357184,82334947,4028193,148.08351,99558.92,4.8119197,1.2475606,2,1
82529935,82507700,4028193,148.02275,99559.67,4.8119197,1.2475702,2,1
82756871,82737364,4028193,148.08351,99558.92,4.8119197,1.2475606,2,1
82929734,82910238,4028193,147.93819,99560.67,4.8119197,1.2475827,2,1
83102725,83083108,4028193,147.85364,99561.67,4.7142158,1.2480339,2,1
83340277,83315368,4028193,147.93819,99560.67,4.7142158,1.2480214,2,1
83513017,83488119,4028193,148.18921,99557.67,4.7142158,1.2479838,2,1
83739711,83717523,4028193,148.12843,99558.42,4.7142158,1.2479931,2,1
83966683,83947179,4028193,148.02275,99559.67,4.7142158,1.2480088,2,1
84139578,84120066,4028193,148.2949,99556.42,4.7142158,1.2479681,2,1
84312521,84292988,4028193,148.17072,99557.92,4.7142158,1.2479869,2,1
84550134,84525218,4028193,148.54857,99553.42,4.616512,1.2483695,2,1
84722985,84698085,4028193,148.48515,99554.17,4.616512,1.2483788,2,1
84949724,84927532,4028193,148.2949,99556.42,4.616512,1.248407,2,1
85122480,85100290,4028193,148.37946,99555.42,4.616512,1.2483945,2,1
85349301,85329789,4028193,148.63312,99552.42,4.616512,1.2483568,2,1
85522167,85502602,4028193,148.50629,99553.92,4.616512,1.2483757,2,1
85759926,85734922,4028193,148.25262,99556.92,4.518808,1.2488526,2,1
85932867,85907966,4028193,148.40059,99555.17,4.518808,1.2488307,2,1
86159965,86137724,4028193,148.65427,99552.17,4.518808,1.248793,2,1
86333899,86311689,4028193,148.48515,99554.17,4.518808,1.248818,2,1
86560693,86541196,4028193,148.42172,99554.92,4.518808,1.2488276,2,1
86733662,86714161,4028193,148.59084,99552.92,4.518808,1.2488025,2,1
86906493,86886991,4028193,148.44287,99554.67,4.518808,1.2488244,2,1
87144108,87119189,4028193,148.35832,99555.67,4.421104,1.2492764,2,1
87316974,87292070,4028193,148.59084,99552.92,4.421104,1.249242,2,1
87543943,87521733,4028193,148.48515,99554.17,4.421104,1.2492576,2,1
87716710,87694507,4028193,148.52742,99553.67,4.421104,1.2492514,2,1
87943753,87924193,4028193,148.37946,99555.42,4.421104,1.2492733,2,1
88116568,88097035,4028193,148.52742,99553.67,4.421104,1.2492514,2,1
88354106,88329206,4028193,148.5697,99553.17,4.421104,1.249245,2,1
88526891,88501983,4028193,148.61198,99552.67,4.3234,1.2496787,2,1
88753688,88731486,4028193,148.48515,99554.17,4.3234,1.2496976,2,1
88926539,88904288,4028193,148.42172,99554.92,4.3234,1.249707,2,1
89153378,89133884,4028193,148.50629,99553.92,4.3234,1.2496945,2,1
89326152,89306634,4028193,148.42172,99554.92,4.3234,1.249707,2,1
89563719,89538791,4028193,148.52742,99553.67,4.3234,1.2496912,2,1
89736722,89711800,4028193,148.464,99554.42,4.3234,1.2497008,2,1
89963476,89941284,4028193,148.33719,99555.92,4.3234,1.2497195,2,1
90136288,90114097,4028193,148.5697,99553.17,4.3234,1.249685,2,1
90363284,90343780,4028193,148.71767,99551.42,4.225696,1.2501031,2,1
90536089,90516573,4028193,148.75995,99550.92,4.225696,1.2500968,2,1
90708878,90689387,4028193,148.48515,99554.17,4.225696,1.2501377,2,1
90946486,90921593,4028193,148.63312,99552.42,4.225696,1.2501156,2,1
91119301,91094375,4028193,148.5697,99553.17,4.225696,1.2501252,2,1
91346077,91323870,4028193,148.6754,99551.92,4.225696,1.2501094,2,1
91519121,91496814,4028193,148.33719,99555.92,4.225696,1.2501596,2,1
91746106,91726548,4028193,148.65427,99552.17,4.127992,1.2505531,2,1
91919002,91899491,4028193,148.59084,99552.92,4.225696,1.2501221,2,1
92156690,92131802,4028193,148.50629,99553.92,4.127992,1.2505752,2,1
92329569,92304663,4028193,148.44287,99554.67,4.127992,1.2505845,2,1
92556483,92534288,4028193,148.50629,99553.92,4.127992,1.2505752,2,1
92729482,92707280,4028193,148.42172,99554.92,4.127992,1.2505877,2,1
92956282,92936771,4028193,148.6754,99551.92,4.127992,1.2505499,2,1
93129110,93109594,4028193,148.54857,99553.42,4.127992,1.2505689,2,1
93301871,93282370,4028193,148.54857,99553.42,4.127992,1.2505689,2,1
93540110,93515215,4028193,148.464,99554.42,4.030288,1.2510223,2,1
93766869,93744671,4028193,148.40059,99555.17,4.127992,1.2505908,2,1
93939691,93917495,4028193,148.65427,99552.17,4.127992,1.2505531,2,1
94166542,94147009,4028193,148.50629,99553.92,4.127992,1.2505752,2,1
94339300,94319773,4028193,148.59084,99552.92,4.127992,1.2505625,2,1
94512079,94492578,4028193,148.50629,99553.92,4.030288,1.251016,2,1
94749803,94724890,4028193,148.50629,99553.92,4.030288,1.251016,2,1
94922693,94897796,4028193,148.65427,99552.17,4.030288,1.250994,2,1
95149557,95127351,4028193,148.54857,99553.42,4.030288,1.2510097,2,1
95322290,95300099,4028193,148.37946,99555.42,4.030288,1.2510349,2,1
95549327,95529822,4028193,148.52742,99553.67,4.030288,1.2510128,2,1
95722152,95702632,4028193,148.37946,99555.42,4.030288,1.2510349,2,1
95959982,95935095,4028193,148.35832,99555.67,4.030288,1.251038,2,1
96132757,96107868,4028193,148.52742,99553.67,4.030288,1.2510128,2,1
96359533,96337320,4028193,148.42172,99554.92,4.030288,1.2510285,2,1
96532285,96510094,4028193,148.35832,99555.67,3.9325843,1.251479,2,1
96759109,96739602,4028193,148.464,99554.42,4.030288,1.2510223,2,1
96931874,96912373,4028193,148.63312,99552.42,3.9325843,1.2514381,2,1
97104661,97085170,4028193,148.54857,99553.42,3.9325843,1.2514508,2,1
97342347,97317413,4028193,148.61198,99552.67,3.9325843,1.2514414,2,1
97515132,97490217,4028193,148.7388,99551.17,3.9325843,1.2514225,2,1
97741945,97719739,4028193,148.65427,99552.17,3.9325843,1.251435,2,1
97914762,97892548,4028193,148.7388,99551.17,3.9325843,1.2514225,2,1
98141712,98122205,4028193,148.23149,99557.17,3.9325843,1.251498,2,1
98314664,98295138,4028193,148.48515,99554.17,3.9325843,1.2514602,2,1
98552297,98527397,4028193,148.44287,99554.67,3.9325843,1.2514664,2,1
98725101,98700188,4028193,149.16158,99546.17,3.9325843,1.2513596,2,1
98951897,98929692,4028193,148.25262,99556.92,3.9325843,1.2514948,2,1
99124686,99102484,4028193,148.88678,99549.42,3.9325843,1.2514005,2,1
99351557,99332035,4028193,148.06502,99559.17,3.9325843,1.251523,2,1
99524360,99504854,4028193,148.69653,99551.67,3.9325843,1.2514287,2,1
99762003,99737098,4028193,148.23149,99557.17,3.9325843,1.251498,2,1
99934901,99909980,4028193,148.37946,99555.42,3.9325843,1.2514759,2,1
100161699,100139501,4028193,148.40059,99555.17,3.9325843,1.2514727,2,1
100334474,100312276,4028193,148.92906,99548.92,3.9325843,1.2513942,2,1
100561282,100541769,4028193,148.80223,99550.42,3.9325843,1.251413,2,1
100734108,100714567,4028193,149.16158,99546.17,3.9325843,1.2513596,2,1
100906909,100887406,4028193,148.63312,99552.42,3.9325843,1.2514381,2,1
101144581,101119657,4028193,148.7388,99551.17,3.9325843,1.2514225,2,1
101317496,101292562,4028193,148.59084,99552.92,3.9325843,1.2514446,2,1
101544407,101522202,4028193,147.98047,99560.17,3.8348804,1.2519771,2,1
101717308,101695104,4028193,148.0016,99559.92,3.8348804,1.251974,2,1
101944154,101924636,4028193,147.47313,99566.17,3.8348804,1.2520527,2,1
102116897,102097391,4028193,146.94467,99572.42,3.8348804,1.2521312,2,1
102354491,102329590,4028193,146.60646,99576.42,3.8348804,1.2521815,2,1
102527308,102502401,4028193,146.83897,99573.67,3.8348804,1.252147,2,1
102754111,102731905,4028193,147.30403,99568.17,3.8348804,1.2520777,2,1
102926966,102904768,4028193,146.69101,99575.42,3.8348804,1.252169,2,1
103153730,103134222,4028193,147.36745,99567.42,3.8348804,1.2520683,2,1
103326554,103307038,4028193,147.64224,99564.17,3.8348804,1.2520275,2,1
103564106,103539188,4028193,147.53656,99565.42,3.8348804,1.2520431,2,1
103736926,103712026,4028193,147.32516,99567.92,3.8348804,1.2520746,2,1
103963747,103941545,4028193,147.2829,99568.42,3.8348804,1.2520809,2,1
104136548,104114357,4028193,147.51541,99565.67,3.8348804,1.2520463,2,1
