timestamp,timestamp_sample,accel_device_id,gyro_device_id,delta_angle[0],delta_angle[1],delta_angle[2],delta_velocity[0],delta_velocity[1],delta_velocity[2],delta_angle_dt,delta_velocity_dt,delta_angle_clipping,delta_velocity_clipping,accel_calibration_count,gyro_calibration_count
78337539,78337332,2490378,2490378,0.0025972682,-0.00056084385,-0.0033522819,-0.0042828117,-0.011059138,-0.038622636,4926,4926,0,0,1,1
78839984,78839777,2490378,2490378,0.005525673,0.00080207386,0.007695007,-0.005274502,-0.03275064,-0.03344947,4926,4926,0,0,1,1
79337497,79337295,2490378,2490378,0.001587527,0.0037440895,0.009860282,-0.026925528,-0.03072524,-0.020558782,4926,4926,0,0,1,1
79839942,79839740,2490378,2490378,0.0012658448,-0.00021331568,-0.0015946898,-0.045091555,0.0024077026,-0.022595476,4926,4926,0,0,1,1
80337468,80337259,2490378,2490378,0.002600533,0.0070418036,0.0036945639,-0.03185627,-0.021561624,-0.029858492,4926,4926,0,0,1,1
80839905,80839704,2490378,2490378,0.002924158,0.0062909103,0.005276751,-6.568969e-06,-0.014482581,-0.03576021,4926,4926,0,0,1,1
81337428,81337223,2490378,2490378,0.0030850891,0.004184883,-0.0015409552,-0.011317093,-0.014965841,-0.047607407,4926,4926,0,0,1,1
81839877,81839668,2490378,2490378,-0.002070186,-0.00233781,-0.0016434888,-0.028866211,-0.025760854,-0.033456765,4926,4926,0,0,1,1
82337699,82337187,2490378,2490378,-0.0017919559,-0.0030578726,0.0007731018,-0.01378486,-0.01079515,-0.038454615,4926,4926,0,0,1,1
82839833,82839632,2490378,2490378,0.0007949214,-0.0021995401,-0.0017234922,-0.052999,-0.013496329,-0.015412169,4926,4926,0,0,1,1
83337367,83337151,2490378,2490378,-0.0023046117,0.009857314,0.0068944297,-0.0030991067,-0.010071285,-0.008482325,4926,4926,0,0,1,1
83839798,83839596,2490378,2490378,0.0032608768,0.0003995477,-0.0015246472,-0.033667564,-0.00048690967,-0.04464918,4926,4926,0,0,1,1
84342243,84342042,2490378,2490378,0.00094228255,0.0047920384,0.0039106538,-0.0028439926,0.00044096657,-0.04670872,4926,4926,0,0,1,1
84834835,84834635,2490378,2490378,-0.0024718437,0.00074524916,-0.00068342686,0.020782704,0.00021403002,-0.045235258,4926,4926,0,0,1,1
85337283,85337081,2490378,2490378,0.0017699711,-0.0027116593,-0.0011240822,0.009291165,-0.0025355963,-0.04714512,4926,4926,0,0,1,1
85839727,85839526,2490378,2490378,0.00061417755,0.00056263676,0.00065078045,0.010982429,-0.002603975,-0.047702834,4926,4926,0,0,1,1
86337265,86337045,2490378,2490378,-0.00020693884,-0.0007476159,-0.00044187624,0.0126585625,-0.0038022976,-0.045785494,4926,4926,0,0,1,1
86839691,86839490,2490378,2490378,0.0008249686,-0.00048602975,0.0004274864,0.007730622,-0.007116647,-0.052955657,4926,4926,0,0,1,1
87337210,87337009,2490378,2490378,0.0003245514,0.00011888661,4.758925e-05,0.010874488,-0.00968855,-0.046325926,4926,4926,0,0,1,1
87839666,87839454,2490378,2490378,-0.00031208203,-0.00045007982,-0.0005106173,0.010176598,-0.008393305,-0.045895644,4922,4922,0,0,1,1
88337172,88336973,2490378,2490378,-0.00082209817,-0.00035907477,0.00045976008,0.010376291,-0.0040766797,-0.046618406,4926,4926,0,0,1,1
88839623,88839418,2490378,2490378,9.344995e-05,-0.00014629374,-0.00017867163,0.009522886,-0.0042282105,-0.046779037,4926,4926,0,0,1,1
89337153,89336937,2490378,2490378,-0.00020464895,-0.00023683316,0.0005437511,0.008967667,-0.005032566,-0.04600388,4926,4926,0,0,1,1
89839797,89839381,2490378,2490378,-0.00017244258,0.00039555095,0.00020374681,0.008252153,-0.0039445586,-0.047434498,4926,4926,0,0,1,1
90337104,90336900,2490378,2490378,0.00013874004,-2.6427764e-05,0.00015447513,0.009210649,-0.006565418,-0.04728224,4926,4926,0,0,1,1
90839683,90839344,2490378,2490378,8.494347e-05,0.00020656404,-0.00016014748,0.009056501,-0.0063025164,-0.046624053,4925,4925,0,0,1,1
91341988,91341788,2490378,2490378,5.309662e-06,0.00031088942,0.00019056295,0.010165255,-0.005814134,-0.046650466,4925,4925,0,0,1,1
