timestamp,timestamp_sample,control[0],control[1],control[2],control[3],control[4],control[5],control[6],control[7]
78164744,78164613,1.0,-0.8747616,0.46164343,nan,nan,nan,nan,nan
78167235,78167107,1.0,-0.87515575,0.46188948,nan,nan,nan,nan,nan
78264499,78264375,1.0,-0.95246744,0.5020552,nan,nan,nan,nan,nan
78366757,78366630,1.0,-0.84856373,0.54827875,nan,nan,nan,nan,nan
78464019,78463897,1.0,-0.72220147,0.44639057,nan,nan,nan,nan,nan
78566278,78566153,1.0,-0.71146256,0.20065007,nan,nan,nan,nan,nan
78663548,78663420,1.0,-0.6449999,-0.058226287,nan,nan,nan,nan,nan
78765803,78765676,1.0,-0.5396779,-0.27420676,nan,nan,nan,nan,nan
78868090,78867931,1.0,-0.59793484,-0.7273891,nan,nan,nan,nan,nan
78965322,78965198,1.0,-0.5000001,0.34862605,nan,nan,nan,nan,nan
79067574,79067454,1.0,-0.6133542,-0.89617807,nan,nan,nan,nan,nan
79164859,79164721,1.0,-0.5000001,-1.0,nan,nan,nan,nan,nan
79267097,79266977,1.0,-0.5000001,-1.0,nan,nan,nan,nan,nan
79364363,79364244,1.0,-0.5000001,-1.0,nan,nan,nan,nan,nan
79466618,79466499,1.0,-0.5000001,-1.0,nan,nan,nan,nan,nan
79566389,79566261,1.0,-0.5000001,-1.0,nan,nan,nan,nan,nan
79666140,79666022,1.0,-0.4476118,-1.0,nan,nan,nan,nan,nan
79765910,79765783,1.0,-0.13491702,-0.5322001,nan,nan,nan,nan,nan
79865664,79865545,1.0,-0.31991857,-0.4694635,nan,nan,nan,nan,nan
79965433,79965306,1.0,-0.38529205,-0.76341534,nan,nan,nan,nan,nan
80065188,80065068,1.0,-0.5000001,-0.64182836,nan,nan,nan,nan,nan
80164964,80164830,1.0,-0.5000001,-1.0,nan,nan,nan,nan,nan
80267204,80267084,1.0,-0.5000001,-1.0,nan,nan,nan,nan,nan
80364481,80364351,1.0,-0.5000001,-1.0,nan,nan,nan,nan,nan
80466732,80466607,1.0,-0.5000001,-1.0,nan,nan,nan,nan,nan
80564158,80563874,1.0,-0.5000001,-1.0,nan,nan,nan,nan,nan
80666247,80666130,0.2570336,0.74296665,-0.7656121,nan,nan,nan,nan,nan
80763652,80763397,1.0,-0.66979086,-0.8258824,nan,nan,nan,nan,nan
80865772,80865652,1.0,-0.5000001,-0.8345207,nan,nan,nan,nan,nan
80968070,80967908,1.0,-0.47445226,-0.65413266,nan,nan,nan,nan,nan
81065292,81065175,1.0,-0.5000001,-1.0,nan,nan,nan,nan,nan
81167570,81167430,1.0,-0.5000001,-1.0,nan,nan,nan,nan,nan
81264832,81264698,1.0,-0.5000001,-1.0,nan,nan,nan,nan,nan
81367073,81366953,1.0,-0.5000001,-1.0,nan,nan,nan,nan,nan
81464336,81464220,1.0,-0.5000001,-1.0,nan,nan,nan,nan,nan
81566615,81566476,0.27597788,0.7240224,0.5877834,nan,nan,nan,nan,nan
81666357,81666237,1.0,-0.5000001,0.051771753,nan,nan,nan,nan,nan
81766119,81765999,1.0,-0.5000001,-0.50426096,nan,nan,nan,nan,nan
81865876,81865760,1.0,-0.5000001,-0.7573256,nan,nan,nan,nan,nan
81965641,81965521,1.0,-0.5000001,-0.7094136,nan,nan,nan,nan,nan
82065401,82065283,1.0,-0.5000001,-0.53260064,nan,nan,nan,nan,nan
82165173,82165044,1.0,-0.5000001,-0.33131057,nan,nan,nan,nan,nan
82264984,82264805,1.0,-0.5000001,-0.1903919,nan,nan,nan,nan,nan
82367185,82367061,1.0,-0.5000001,-0.3269822,nan,nan,nan,nan,nan
82464447,82464328,1.0,-0.5000001,-0.5503609,nan,nan,nan,nan,nan
82566720,82566583,1.0,-0.5000001,-0.8404301,nan,nan,nan,nan,nan
82663970,82663851,1.0,-0.5000001,-0.88990337,nan,nan,nan,nan,nan
82766226,82766106,1.0,-0.5000001,-0.8224757,nan,nan,nan,nan,nan
82863493,82863374,1.0,-0.5000001,-0.7947252,nan,nan,nan,nan,nan
82965748,82965629,1.0,-0.5000001,-0.8053112,nan,nan,nan,nan,nan
83068022,83067884,1.0,-0.5000001,-0.92112845,nan,nan,nan,nan,nan
83165275,83165152,1.0,-0.5952252,-1.0,nan,nan,nan,nan,nan
83267581,83267407,1.0,-0.63626826,-1.0,nan,nan,nan,nan,nan
83364795,83364675,1.0,-0.5482403,-0.7887566,nan,nan,nan,nan,nan
83467049,83466930,1.0,-0.18117827,-0.9287086,nan,nan,nan,nan,nan
83564315,83564197,1.0,-0.12955117,-0.90564257,nan,nan,nan,nan,nan
83666572,83666453,0.99223006,0.0077702105,-0.55859053,nan,nan,nan,nan,nan
83766334,83766214,1.0,-0.27627093,-0.44764996,nan,nan,nan,nan,nan
83866091,83865976,1.0,-0.5000001,-0.45397007,nan,nan,nan,nan,nan
83965854,83965737,1.0,-0.5000001,-0.50321716,nan,nan,nan,nan,nan
84065617,84065498,1.0,-0.5000001,-0.5489545,nan,nan,nan,nan,nan
84165396,84165260,1.0,-0.5000001,-0.6292585,nan,nan,nan,nan,nan
84265187,84265021,1.0,-0.5000001,-0.71048,nan,nan,nan,nan,nan
84364900,84364783,1.0,-0.5000001,-0.7330863,nan,nan,nan,nan,nan
84467160,84467039,1.0,-0.582104,-0.65203667,nan,nan,nan,nan,nan
84564425,84564306,1.0,-0.84266937,-0.51646453,nan,nan,nan,nan,nan
84666684,84666561,0.9541874,-1.0,-0.3955276,nan,nan,nan,nan,nan
84763946,84763829,0.9388387,-1.0,-0.4428208,nan,nan,nan,nan,nan
84866201,84866084,0.93242687,-1.0,-0.57476914,nan,nan,nan,nan,nan
84963472,84963352,0.8128534,-0.8502138,-0.74914044,nan,nan,nan,nan,nan
85065730,85065607,0.6353733,-0.78161424,-0.8604887,nan,nan,nan,nan,nan
85167980,85167863,0.6528614,-0.83581644,-0.92695266,nan,nan,nan,nan,nan
85265274,85265130,0.9585413,-0.88074887,-0.85722995,nan,nan,nan,nan,nan
85367512,85367386,0.47809452,-0.24904948,-0.055416808,nan,nan,nan,nan,nan
85464771,85464653,0.60627663,-0.3804453,0.024191676,nan,nan,nan,nan,nan
85567026,85566909,0.74729997,-0.6813689,0.13668516,nan,nan,nan,nan,nan
85664295,85664176,0.8999334,-0.7788332,0.16459428,nan,nan,nan,nan,nan
85766550,85766431,0.97776073,-0.87012464,0.21658732,nan,nan,nan,nan,nan
85866310,85866193,1.0,-0.96567255,0.28706524,nan,nan,nan,nan,nan
85966070,85965954,1.0,-0.9838302,0.29318428,nan,nan,nan,nan,nan
86065834,86065716,1.0,-0.96760046,0.2680846,nan,nan,nan,nan,nan
86165591,86165477,0.9916868,-0.94465506,0.28513876,nan,nan,nan,nan,nan
86265357,86265239,0.9698041,-0.91149336,0.3246255,nan,nan,nan,nan,nan
86365118,86365000,1.0,-0.84447825,0.31149694,nan,nan,nan,nan,nan
86464877,86464761,1.0,-0.8287967,0.29568446,nan,nan,nan,nan,nan
86567192,86567017,1.0,-0.82330483,0.29556805,nan,nan,nan,nan,nan
86664402,86664284,1.0,-0.76995856,0.30425504,nan,nan,nan,nan,nan
86766662,86766540,1.0,-0.7582071,0.30952248,nan,nan,nan,nan,nan
86863923,86863807,1.0,-0.72692686,0.32630992,nan,nan,nan,nan,nan
86966183,86966063,1.0,-0.7174041,0.31469047,nan,nan,nan,nan,nan
87063452,87063330,1.0,-0.79397714,0.3455673,nan,nan,nan,nan,nan
87165723,87165586,1.0,-0.8441078,0.39524153,nan,nan,nan,nan,nan
87267961,87267842,1.0,-0.84370595,0.38116217,nan,nan,nan,nan,nan
87365229,87365109,1.0,-0.8397828,0.33775964,nan,nan,nan,nan,nan
87467483,87467364,1.0,-0.87178725,0.33875948,nan,nan,nan,nan,nan
87564793,87564632,1.0,-0.9061514,0.35241142,nan,nan,nan,nan,nan
