timestamp,timestamp_sample,q[0],q[1],q[2],q[3],delta_q_reset[0],delta_q_reset[1],delta_q_reset[2],delta_q_reset[3],quat_reset_counter
78501528,78501308,0.86916816,0.12300627,0.19367635,0.4380706,0.8157809,1.0385482e-08,3.1950538e-09,-0.57836115,1
79000329,79000115,0.6521159,0.32824013,0.24205881,0.6390703,0.8157809,1.0385482e-08,3.1950538e-09,-0.57836115,1
79504142,79503910,0.18142341,0.40599293,0.1644919,0.8804531,0.8157809,1.0385482e-08,3.1950538e-09,-0.57836115,1
80002927,80002717,0.029140549,0.472901,0.081984684,0.8768091,0.8157809,1.0385482e-08,3.1950538e-09,-0.57836115,1
80506752,80506512,-0.15880193,0.24032044,0.21571866,0.9330025,0.8157809,1.0385482e-08,3.1950538e-09,-0.57836115,1
81005521,81005318,-0.5068717,0.012082642,0.18586089,0.84165967,0.8157809,1.0385482e-08,3.1950538e-09,-0.57836115,1
81499356,81499137,-0.50355417,-0.036510002,0.2528133,0.8253397,0.8157809,1.0385482e-08,3.1950538e-09,-0.57836115,1
82003140,82002932,-0.41175145,0.13445914,0.32809082,0.8394868,0.8157809,1.0385482e-08,3.1950538e-09,-0.57836115,1
82501950,82501739,-0.40000328,0.24240892,0.2633786,0.8437222,0.8157809,1.0385482e-08,3.1950538e-09,-0.57836115,1
83000756,83000546,-0.33023086,0.44406027,0.40847328,0.725884,0.8157809,1.0385482e-08,3.1950538e-09,-0.57836115,1
83504551,83504341,-0.6278236,0.21031278,0.1434277,0.7355506,0.8157809,1.0385482e-08,3.1950538e-09,-0.57836115,1
84003360,84003148,-0.70330447,0.16467445,0.19537969,0.66337925,0.8157809,1.0385482e-08,3.1950538e-09,-0.57836115,1
84502181,84501955,-0.82790166,-0.044480976,-0.002274323,0.55910206,0.8157809,1.0385482e-08,3.1950538e-09,-0.57836115,1
85000970,85000762,-0.8242787,-0.05806743,-0.14866242,0.543224,0.8157809,1.0385482e-08,3.1950538e-09,-0.57836115,1
85499784,85499570,-0.8151932,-0.06481626,-0.09135155,0.5682551,0.8157809,1.0385482e-08,3.1950538e-09,-0.57836115,1
86003625,86003365,-0.82421786,-0.121708326,-0.07530774,0.54788756,0.8157809,1.0385482e-08,3.1950538e-09,-0.57836115,1
86502451,86502172,-0.84064883,-0.103829086,-0.07114887,0.5267515,0.8157809,1.0385482e-08,3.1950538e-09,-0.57836115,1
87001183,87000980,-0.85508466,-0.11556965,-0.019640269,0.5050625,0.8157809,1.0385482e-08,3.1950538e-09,-0.57836115,1
87504981,87504775,-0.8472073,-0.14282593,-0.043300513,0.50986826,0.8157809,1.0385482e-08,3.1950538e-09,-0.57836115,1
88003796,88003582,-0.8453138,-0.11877534,-0.052146688,0.5182835,0.8157809,1.0385482e-08,3.1950538e-09,-0.57836115,1
88502594,88502390,-0.8398928,-0.100380965,-0.062264156,0.5297425,0.8157809,1.0385482e-08,3.1950538e-09,-0.57836115,1
89001405,89001197,-0.8463105,-0.09438585,-0.0568922,0.52116525,0.8157809,1.0385482e-08,3.1950538e-09,-0.57836115,1
89500228,89500005,-0.8490048,-0.08887002,-0.04380947,0.5190124,0.8157809,1.0385482e-08,3.1950538e-09,-0.57836115,1
90004013,90003800,-0.8511567,-0.09814699,-0.051590413,0.51306725,0.8157809,1.0385482e-08,3.1950538e-09,-0.57836115,1
90502823,90502607,-0.85640156,-0.104086585,-0.050791036,0.5031527,0.8157809,1.0385482e-08,3.1950538e-09,-0.57836115,1
91001618,91001415,-0.8538337,-0.11219893,-0.05535145,0.50528765,0.8157809,1.0385482e-08,3.1950538e-09,-0.57836115,1
91505435,91505210,-0.8586268,-0.11299938,-0.0644484,0.4958203,0.8157809,1.0385482e-08,3.1950538e-09,-0.57836115,1
91999235,91999029,-0.8763045,-0.10788983,-0.07813422,0.4629744,0.8157809,1.0385482e-08,3.1950538e-09,-0.57836115,1
92503031,92502825,-0.87805766,-0.106287956,-0.0867247,0.45847204,0.8157809,1.0385482e-08,3.1950538e-09,-0.57836115,1
93001851,93001632,-0.8715785,-0.1047278,-0.088770315,0.4706409,0.8157809,1.0385482e-08,3.1950538e-09,-0.57836115,1
93500654,93500439,-0.8728879,-0.10005461,-0.09044247,0.46890935,0.8157809,1.0385482e-08,3.1950538e-09,-0.57836115,1
94004502,94004235,-0.8578135,-0.1072436,-0.08413675,0.49555603,0.8157809,1.0385482e-08,3.1950538e-09,-0.57836115,1
94503253,94503042,-0.86550653,-0.069818355,-0.098313436,0.486167,0.8157809,1.0385482e-08,3.1950538e-09,-0.57836115,1
95007055,95006839,-0.8624931,-0.10761924,-0.08490229,0.48715016,0.8157809,1.0385482e-08,3.1950538e-09,-0.57836115,1
95500867,95500657,-0.87352526,-0.10962919,-0.10652228,0.46215594,0.8157809,1.0385482e-08,3.1950538e-09,-0.57836115,1
95999680,95999464,-0.8714665,-0.14293621,-0.09716156,0.4589935,0.8157809,1.0385482e-08,3.1950538e-09,-0.57836115,1
96503469,96503260,-0.8874454,-0.080869526,-0.11045766,0.44011354,0.8157809,1.0385482e-08,3.1950538e-09,-0.57836115,1
97002287,97002067,-0.86967653,-0.12040985,-0.12892799,0.4610227,0.8157809,1.0385482e-08,3.1950538e-09,-0.57836115,1
97506074,97505862,-0.8858685,-0.08482493,-0.13804622,0.43472424,0.8157809,1.0385482e-08,3.1950538e-09,-0.57836115,1
98004880,98004669,-0.8992194,-0.057535496,-0.1518096,0.40626106,0.8157809,1.0385482e-08,3.1950538e-09,-0.57836115,1
98503703,98503476,-0.9096476,-0.025973467,-0.13668424,0.39138734,0.8157809,1.0385482e-08,3.1950538e-09,-0.57836115,1
99002485,99002284,-0.9175622,-0.06437154,-0.22814097,0.31919873,0.8157809,1.0385482e-08,3.1950538e-09,-0.57836115,1
99501297,99501090,-0.9196985,-0.06488418,-0.26015148,0.28682044,0.8157809,1.0385482e-08,3.1950538e-09,-0.57836115,1
100000109,99999898,-0.9145795,-0.043300048,-0.27058,0.2974154,0.8157809,1.0385482e-08,3.1950538e-09,-0.57836115,1
100503901,100503692,-0.9236157,-0.03346688,-0.19565147,0.3279249,0.8157809,1.0385482e-08,3.1950538e-09,-0.57836115,1
101002719,101002499,0.9776292,-0.12505445,0.15830155,0.059525643,-0.905641,-2.640757e-09,-6.300771e-09,-0.4240452,2
101506532,101506294,0.9888424,-0.07949921,0.124522105,0.019103376,-0.905641,-2.640757e-09,-6.300771e-09,-0.4240452,2
102005304,102005100,0.99194986,-0.010030774,0.12611572,-0.0054645524,-0.905641,-2.640757e-09,-6.300771e-09,-0.4240452,2
102499134,102498918,0.9822516,0.038661752,0.1830357,-0.013608806,-0.905641,-2.640757e-09,-6.300771e-09,-0.4240452,2
103002931,103002711,0.95836854,-0.035104312,0.2680052,-0.09203707,-0.905641,-2.640757e-09,-6.300771e-09,-0.4240452,2
103501783,103501515,0.96768194,-0.034380894,0.23127426,-0.094455466,-0.905641,-2.640757e-09,-6.300771e-09,-0.4240452,2
104005522,104005308,0.9822623,0.031391703,0.16715525,-0.07895891,-0.905641,-2.640757e-09,-6.300771e-09,-0.4240452,2
104504364,104504113,0.9672151,0.07716246,0.22163881,-0.09704286,-0.905641,-2.640757e-09,-6.300771e-09,-0.4240452,2
105003149,105002916,0.958718,0.059759416,0.24704228,-0.12750952,-0.905641,-2.640757e-09,-6.300771e-09,-0.4240452,2
105506922,105506708,0.95702535,0.1075241,0.2664622,-0.03923131,-0.905641,-2.640757e-09,-6.300771e-09,-0.4240452,2
106000733,106000523,0.96407807,0.08831291,0.24962322,-0.021041382,-0.905641,-2.640757e-09,-6.300771e-09,-0.4240452,2
106504522,106504314,0.9731954,0.030284427,0.22790392,0.0057861204,-0.905641,-2.640757e-09,-6.300771e-09,-0.4240452,2
107003325,107003116,0.9730202,0.027616356,0.22816186,0.020284286,-0.905641,-2.640757e-09,-6.300771e-09,-0.4240452,2
107502128,107501918,0.9640262,0.03172769,0.26226503,0.02939405,-0.905641,-2.640757e-09,-6.300771e-09,-0.4240452,2
108005917,108005707,0.948131,0.035501096,0.31066096,0.05724672,-0.905641,-2.640757e-09,-6.300771e-09,-0.4240452,2
108504718,108504508,0.9486453,0.052416544,0.28901657,0.117448665,-0.905641,-2.640757e-09,-6.300771e-09,-0.4240452,2
109003521,109003309,0.94384813,0.05688731,0.26767188,0.18511161,-0.905641,-2.640757e-09,-6.300771e-09,-0.4240452,2
109502316,109502109,0.93990093,0.021237608,0.24852197,0.2331784,-0.905641,-2.640757e-09,-6.300771e-09,-0.4240452,2
110001171,110000909,0.89853185,-0.01553091,0.29309726,0.3263334,-0.905641,-2.640757e-09,-6.300771e-09,-0.4240452,2
110504909,110504697,0.8915749,-0.016768882,0.23744221,0.38527173,-0.905641,-2.640757e-09,-6.300771e-09,-0.4240452,2
111003820,111003498,0.88431394,-0.066111624,0.20720026,0.41314194,-0.905641,-2.640757e-09,-6.300771e-09,-0.4240452,2
111502510,111502295,0.8631243,-0.041553717,0.1528212,0.47951588,-0.905641,-2.640757e-09,-6.300771e-09,-0.4240452,2
112006285,112006081,0.862414,-0.037642937,0.1750125,0.47349316,-0.905641,-2.640757e-09,-6.300771e-09,-0.4240452,2
112505092,112504879,0.8273599,-0.03115901,0.18158473,0.5305956,-0.905641,-2.640757e-09,-6.300771e-09,-0.4240452,2
113003901,113003676,0.79201144,-0.049904022,0.1964424,0.57588005,-0.905641,-2.640757e-09,-6.300771e-09,-0.4240452,2
113502711,113502474,0.7737578,-0.027697118,0.18441842,0.6054103,-0.905641,-2.640757e-09,-6.300771e-09,-0.4240452,2
114001481,114001270,0.76532835,-0.09304779,0.19411416,0.60657585,-0.905641,-2.640757e-09,-6.300771e-09,-0.4240452,2
114505301,114505055,0.7529729,-0.1689473,0.18271776,0.60918224,-0.905641,-2.640757e-09,-6.300771e-09,-0.4240452,2
115004059,115003851,0.72965944,-0.17238168,0.22520064,0.622227,-0.905641,-2.640757e-09,-6.300771e-09,-0.4240452,2
115502875,115502647,0.74148566,-0.13914867,0.23198353,0.6140199,-0.905641,-2.640757e-09,-6.300771e-09,-0.4240452,2
116006649,116006430,0.764776,-0.12465571,0.1737314,0.6077797,-0.905641,-2.640757e-09,-6.300771e-09,-0.4240452,2
116500440,116500237,0.77251256,-0.17240521,0.18295786,0.58311874,-0.905641,-2.640757e-09,-6.300771e-09,-0.4240452,2
117004226,117004019,0.7436389,-0.15555175,0.19553567,0.62013775,-0.905641,-2.640757e-09,-6.300771e-09,-0.4240452,2
117503033,117502814,0.7219257,-0.15152454,0.20836283,0.6422217,-0.905641,-2.640757e-09,-6.300771e-09,-0.4240452,2
118001818,118001607,0.71286,-0.14145072,0.2341719,0.6457445,-0.905641,-2.640757e-09,-6.300771e-09,-0.4240452,2
