timestamp,timestamp_sample,gps_hvel[0],gps_hvel[1],gps_vvel,gps_hpos[0],gps_hpos[1],gps_vpos,ev_hvel[0],ev_hvel[1],ev_vvel,ev_hpos[0],ev_hpos[1],ev_vpos,rng_vpos,baro_vpos,aux_hvel[0],aux_hvel[1],flow[0],flow[1],heading,mag_field[0],mag_field[1],mag_field[2],gravity[0],gravity[1],gravity[2],drag[0],drag[1],airspeed,beta,hagl,hagl_rate
78456918,78266869,0.09667596,0.09587035,0.20624995,0.2644737,0.26448482,0.58598864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.383185,0.0,0.0,0.0,0.0,0.002679934,0.002679934,0.0025818483,0.0025859906,1.0000682,1.0000976,1.0000064,0.0,0.0,2.0785842,0.0,0.0,0.0
78955748,78765676,0.096909635,0.09586232,0.2064036,0.26450592,0.26448324,0.5859883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.383439,0.0,0.0,0.0,0.0,0.0,0.0026994497,0.0027892862,0.0027559672,1.0000732,1.000068,1.0000247,0.0,0.0,2.3930857,0.0,0.0,0.0
79454685,79264483,0.09765546,0.096358545,0.20863853,0.2657399,0.265568,0.5872675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.384363,0.0,0.0,0.0,0.0,0.0029156988,0.002852465,0.002898177,0.0029156988,1.0000912,1.0000278,1.0000283,0.0,0.0,2.5222528,0.0,0.0,0.0
79963370,79773266,0.09649029,0.09680199,0.21142697,0.26531553,0.26515377,0.58732694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.385025,0.0,0.0,0.0,0.0,0.0,0.0034391654,0.0031070358,0.0029135435,1.0000114,1.0000919,1.0000278,0.0,0.0,2.0668826,0.15696058,0.0,0.0
80462110,80272073,0.09667566,0.100035906,0.2140161,0.26503554,0.26503986,0.58814263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.385561,0.0,0.0,0.0,0.0,0.0,0.0033555545,0.0032740484,0.0027900864,1.0000193,1.0000544,1.0000175,0.0,0.0,2.3079123,0.09655879,0.0,0.0
80961054,80770879,0.09806279,0.10133325,0.21350758,0.26488292,0.265044,0.58856964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.385918,0.0,0.0,0.0,0.0,0.0,0.0032163335,0.0039266916,0.002522267,1.0000271,1.000033,1.0000087,0.0,0.0,2.3001316,0.09428954,0.0,0.0
81459716,81269686,0.100118205,0.10276067,0.2114467,0.26594034,0.2662396,0.59009033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.38781,0.0,0.0,0.0,0.0,0.0,0.003044693,0.0042660525,0.0025446194,1.0000218,1.0000165,1.0000062,0.0,0.0,2.3225086,0.09298151,0.0,0.0
81958531,81768493,0.09995609,0.10155073,0.21015719,0.2658519,0.26607504,0.5898232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.387517,0.0,0.0,0.0,0.0,0.0,0.0031141313,0.004204165,0.0025830127,1.0000131,1.000012,1.0000091,0.0,0.0,2.326979,0.093164854,0.0,0.0
82457311,82267299,0.09982399,0.10029401,0.20959383,0.2666411,0.2667675,0.5905793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.387775,0.0,0.0,0.0,0.0,0.0,0.0031321812,0.0041159694,0.002531697,1.0000112,1.0000116,1.0000036,0.0,0.0,2.3298857,0.093164854,0.0,0.0
82956134,82766106,0.09861685,0.09852002,0.20915818,0.26615065,0.26618624,0.59004694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.387438,0.0,0.0,0.0,0.0,0.0,0.0034641374,0.004240059,0.002779453,1.0000015,1.0000114,1.0000114,0.0,0.0,2.3306093,0.090751305,0.0,0.0
83455123,83264913,0.09838499,0.09764112,0.20945513,0.26699117,0.26688647,0.59118956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.38888,0.0,0.0,0.0,0.0,0.0,0.003459057,0.004228928,0.0027937144,1.000006,1.0000108,1.0000062,0.0,0.0,2.3360426,0.09124041,0.0,0.0
83963811,83773696,0.097297594,0.09680469,0.20894676,0.2661834,0.26603892,0.5905541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.388581,0.0,0.0,0.0,0.0,0.0,0.003151699,0.0045051794,0.002532021,1.000008,1.0000113,1.000004,0.0,0.0,2.3360631,0.09200502,0.0,0.0
84462536,84272504,0.09718512,0.09705582,0.20861863,0.26685482,0.26665714,0.59152764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.388769,0.0,0.0,0.0,0.0,0.0,0.0029780993,0.0044168737,0.0025190096,1.0000116,1.0000113,1.0000004,0.0,0.0,2.3396518,0.09286634,0.0,0.0
