timestamp,timestamp_sample,position_drift_rate_horizontal_m_s,position_drift_rate_vertical_m_s,filtered_horizontal_speed_m_s,checks_passed,check_fail_gps_fix,check_fail_min_sat_count,check_fail_max_pdop,check_fail_max_horz_err,check_fail_max_vert_err,check_fail_max_spd_err,check_fail_max_horz_drift,check_fail_max_vert_drift,check_fail_max_horz_spd_err,check_fail_max_vert_spd_err,check_fail_spoofed_gps
78446305,78254719,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
78850226,78652703,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
79451192,79254699,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
79973840,79784703,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
80446265,80254699,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
80850204,80653704,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
81451121,81255155,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
81855062,81659700,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
82446200,82254798,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
82850085,82654699,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
83451059,83257725,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
83845179,83650702,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
84446092,84257979,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
84850044,84653701,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
85450999,85257701,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
85845057,85654705,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
86446064,86254699,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
86849963,86654703,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
87450895,87255718,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
87844976,87654700,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
88445934,88257703,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
88849864,88654702,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
89451254,89253699,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
89844982,89653700,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
90445927,90255702,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
90849899,90655917,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
91441104,91251465,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
91845486,91654702,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
92445895,92251879,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
92849850,92656704,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
93441265,93251705,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
93844960,93655704,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
94445844,94250769,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
94849701,94659703,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
95450653,95254703,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
95844710,95655699,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
96445699,96253700,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
96849582,96654702,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
97450628,97255699,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
97844586,97651699,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
98445635,98254699,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
98839633,98648699,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
99450515,99256903,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
99844518,99651699,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
100455302,100259699,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
100839420,100649699,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
101450427,101254699,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
101844432,101653702,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
102445391,102253721,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
102849326,102653911,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
103450292,103253699,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
103854210,103656699,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
104455463,104257712,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
104849251,104653888,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
105450259,105255698,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
105844257,105653701,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
106445193,106253700,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
106849701,106654703,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
107450311,107255703,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
107844215,107651967,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
108445833,108252703,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
108849284,108652706,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
109450140,109254702,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
109844144,109653701,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
110445293,110251704,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
110839494,110649716,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
111449964,111253700,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
111843910,111652702,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
112444849,112253703,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
112848766,112653698,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
113449686,113253699,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
113843751,113651703,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
114444717,114252702,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
114848660,114653700,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
115449544,115253699,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
115843649,115653699,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
116444533,116251213,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
116848457,116651704,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
117439597,117249699,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
117843569,117654702,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
118444373,118248714,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
118848283,118651703,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
119449399,119251702,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
119843314,119651721,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
120444208,120250723,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
120848180,120653700,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
121449081,121254703,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
121843397,121652860,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
122444099,122253818,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
122838119,122648712,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
123449722,123251699,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
123843254,123648700,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
124443968,124253699,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
124838012,124649702,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
125448976,125252702,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
125843520,125648881,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
126443790,126254702,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
126847585,126657702,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
127458398,127261704,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
127852428,127660699,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
128443529,128254702,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
128847407,128655736,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
129448343,129257703,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
129852235,129659702,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
130453250,130259702,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
130847251,130654700,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
131458041,131261702,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
131852085,131655705,nan,nan,nan,1,0,0,0,0,0,0,0,0,0,0,0
