timestamp,param5,param6,param1,param2,param3,param4,param7,command,source_component,target_system,target_component,source_system,confirmation,from_external
5795087,0.0,0.0,1.0,0.0,0.0,0.0,0.0,521,190,1,1,255,0,1
11437381,0.0,0.0,1.0,0.0,0.0,0.0,0.0,521,190,1,1,255,0,1
18732649,0.0,0.0,1.0,0.0,0.0,0.0,0.0,521,190,1,1,255,0,1
30377814,0.0,0.0,1.0,0.0,0.0,0.0,0.0,521,190,1,1,255,0,1
49965265,0.0,0.0,1.0,0.0,0.0,0.0,0.0,521,190,1,1,255,0,1
263343030,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,2003,1,1,0,1,0,0
263343058,2.0,0.0,nan,nan,nan,nan,0.0,1000,1,1,0,1,0,0
263343059,0.0,0.0,-3.0,-3.0,-1.0,-1.0,0.0,1001,1,1,0,1,0,0
