timestamp,flight_phase
79145708,0
80142941,0
81150688,0
82148372,0
83145939,0
84143530,0
85150858,0
86148728,0
87146323,0
88143713,0
89151520,0
90149126,0
91146731,0
92144368,0
93141777,0
94149528,0
95146986,0
96144608,0
97142205,0
98150068,0
99147651,0
100145045,0
101142694,0
102150405,0
103148049,0
104145628,0
105143070,0
106150857,0
107148424,0
108146020,0
109143684,0
110151022,0
111148871,3
112146504,3
113144089,3
114141493,3
115149353,3
116146917,3
117144177,3
118141819,3
119149613,3
120147143,3
121144694,3
122142159,3
123149860,3
124147428,3
125145096,3
126142374,3
127150253,3
128147830,3
129145158,3
130142705,3
131150548,3
132147977,3
133145553,3
134143210,3
135142574,3
136147376,3
137142145,3
138147401,3
139141975,3
140147062,3
141141723,3
142146791,3
143141504,3
144146515,3
145151413,3
146146150,3
147151596,3
148146113,3
149150682,3
150145632,3
151150649,3
152145421,3
153150505,3
154145621,3
155150177,3
156145204,3
157149903,3
158144978,3
159149513,3
160144697,3
161149265,3
162144501,3
163149199,3
164143933,3
165148960,3
166144144,3
167148716,3
168143673,3
169148613,3
170143377,3
171148120,3
172142877,3
173148070,3
174142816,3
175147685,3
176142407,3
177147585,3
178142039,3
179147095,3
180141993,3
181146799,3
182141889,3
183146699,3
184141465,3
185146200,3
186150991,3
187145684,3
188151367,3
189145658,3
190150486,3
191145414,3
192150191,3
193145047,3
194149792,3
195144559,3
196149499,3
197144462,3
198149231,3
199144182,3
200148980,3
201143857,3
202148641,3
203143936,3
204148397,3
205143395,3
206148078,3
207142928,3
208147716,3
209142459,3
210147385,3
211142089,3
212147108,3
213141824,3
214146907,3
215141682,3
216146558,3
217151423,3
218146657,3
219150793,3
220146216,3
221150681,3
222145517,3
223150092,3
224145396,3
225150001,3
226144872,3
227149691,3
228144433,3
229149702,3
230144365,3
231148952,3
232143984,3
233149217,3
234143706,3
235148415,3
236143332,3
237148070,3
238142776,3
239147804,3
240142469,3
241147513,3
242142196,3
243147131,3
244142298,3
245146822,3
246141791,3
247146515,3
248151248,3
249146219,3
250150950,3
251146012,3
252150358,3
253145298,3
254150023,3
255145139,3
256149715,3
257144869,1
258149483,1
259144518,1
260149108,1
261144230,1
262148900,1
263143878,1
264148365,0
265143221,0
266148163,0
267143134,0
268147906,0
269142785,0
270147650,0
271142760,0
272147103,0
273142077,0
274147357,0
275141781,0
276146504,0
277141551,0
278146230,0
279150689,0
280145799,0
281150346,0
282145629,0
283150008,0
284144883,0
285150394,0
286144807,0
287149635,0
288144199,0
289149054,0
290144111,0
291148848,0
292143542,0
293148475,0
294143397,0
295148331,0
296143024,0
297147582,0
298142850,0
299147501,0
300142588,0
301147086,0
302141749,0
303146728,0
304141819,0
305146161,0
306150882,0
307146041,0
308150758,0
309145660,0
310150394,0
311145688,0
312149847,0
313144984,0
314149774,0
315145050,0
316149367,0
317144222,0
318149007,0
319143851,0
320148628,0
321143327,0
322148269,0
323143134,0
324147876,0
325142685,0
326147969,0
327142429,0
328147241,0
329142033,0
330146808,0
331141732,0
332146439,0
333141498,0
334146053,0
335150810,0
336146004,0
337150715,0
338145474,0
339150205,0
340144805,0
341150205,0
342144430,0
343149383,0
344144053,0
345149014,0
346143655,0
347148627,0
348143513,0
349148257,0
350142974,0
351147689,0
352143284,0
353147696,0
354142448,0
355147118,0
356142009,0
357146762,0
358151462,0
359146321,0
360151050,0
361145964,0
362150765,0
363145575,0
364150332,0
365145359,0
366150195,0
367145080,0
368149347,0
369144424,0
370149163,0
371144008,0
372148859,0
373143944,0
374148394,0
375143581,0
376148041,0
377143024,0
378148259,0
379142688,0
380147247,0
381142252,0
382146975,0
383141951,0
384146627,0
385151416,0
386146344,0
387150850,0
388145956,0
389150716,0
390145630,0
391150419,0
392145366,0
