timestamp,unallocated_torque[0],unallocated_torque[1],unallocated_torque[2],unallocated_thrust[0],unallocated_thrust[1],unallocated_thrust[2],handled_motor_failure_mask,torque_setpoint_achieved,thrust_setpoint_achieved,actuator_saturation[0],actuator_saturation[1],actuator_saturation[2],actuator_saturation[3],actuator_saturation[4],actuator_saturation[5],actuator_saturation[6],actuator_saturation[7],actuator_saturation[8],actuator_saturation[9],actuator_saturation[10],actuator_saturation[11],actuator_saturation[12],actuator_saturation[13],actuator_saturation[14],actuator_saturation[15]
78164748,-0.06261921,0.12523878,0.0,9.313226e-10,0.0,0.0,0,0,1,0,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2
78172239,-0.060086727,0.120173946,0.0,9.313226e-10,0.0,0.0,0,0,1,0,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2
78366762,-0.075718164,0.15143666,0.0,9.313226e-10,0.0,0.0,0,0,1,0,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2
78563784,-0.1448074,0.28961515,0.0,9.313226e-10,0.0,0.0,0,0,1,0,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2
78765808,-0.23016107,0.46032238,0.0,9.313226e-10,0.0,0.0,0,0,1,0,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2
78962840,-0.24999994,0.5000001,0.0,9.313226e-10,0.0,0.0,0,0,1,0,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2
79164864,-0.24999994,0.5000001,0.0,9.313226e-10,0.0,0.0,0,0,1,0,2,0,-2,2,2,2,2,2,2,2,2,2,2,2,2
79359380,-0.24999994,0.5000001,0.0,9.313226e-10,0.0,0.0,0,0,1,0,2,0,-2,2,2,2,2,2,2,2,2,2,2,2,2
79561400,-0.24999994,0.5000001,0.0,9.313226e-10,0.0,0.0,0,0,1,0,2,0,-2,2,2,2,2,2,2,2,2,2,2,2,2
79763429,-0.06581056,0.13162124,0.0,9.313226e-10,0.0,0.0,0,0,1,0,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2
79962949,-0.17277241,0.34554493,0.0,9.313226e-10,0.0,0.0,0,0,1,0,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2
80162521,-0.24999994,0.5000001,0.0,9.313226e-10,0.0,0.0,0,0,1,0,2,0,-2,2,2,2,2,2,2,2,2,2,2,2,2
80361993,-0.24999994,0.5000001,0.0,9.313226e-10,0.0,0.0,0,0,1,0,2,0,-2,2,2,2,2,2,2,2,2,2,2,2,2
80564163,-0.24999994,0.5000001,0.0,9.313226e-10,0.0,0.0,0,0,1,0,2,0,-2,2,2,2,2,2,2,2,2,2,2,2,2
80763657,-0.102101326,0.20420295,0.0,9.313226e-10,0.0,0.0,0,0,1,0,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2
80965610,-0.24999994,0.5000001,0.0,9.313226e-10,0.0,0.0,0,0,1,0,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2
81165114,-0.24999994,0.5000001,0.0,9.313226e-10,0.0,0.0,0,0,1,0,2,0,-2,2,2,2,2,2,2,2,2,2,2,2,2
81362153,-0.24999994,0.5000001,0.0,9.313226e-10,0.0,0.0,0,0,1,0,2,0,-2,2,2,2,2,2,2,2,2,2,2,2,2
81566620,-7.4505806e-08,-2.3841858e-07,0.0,9.313226e-10,0.0,0.0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
81763634,-0.24999994,0.5000001,0.0,9.313226e-10,0.0,0.0,0,0,1,0,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2
81963155,-0.24999994,0.5000001,0.0,9.313226e-10,0.0,0.0,0,0,1,0,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2
82162711,-0.24999994,0.5000001,0.0,9.313226e-10,0.0,0.0,0,0,1,0,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2
82364690,-0.24999994,0.5000001,0.0,9.313226e-10,0.0,0.0,0,0,1,0,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2
82564244,-0.24999994,0.5000001,0.0,9.313226e-10,0.0,0.0,0,0,1,0,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2
82761246,-0.24999994,0.5000001,0.0,9.313226e-10,0.0,0.0,0,0,1,0,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2
82965753,-0.24999994,0.5000001,0.0,9.313226e-10,0.0,0.0,0,0,1,0,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2
83165280,-0.20238739,0.40477502,0.0,9.313226e-10,0.0,0.0,0,0,1,0,2,0,-2,2,2,2,2,2,2,2,2,2,2,2,2
83362310,-0.22297567,0.44595164,0.0,9.313226e-10,0.0,0.0,0,0,1,0,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2
83559339,-0.07594001,0.15188009,0.0,9.313226e-10,0.0,0.0,0,0,1,0,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2
83761350,-0.13147557,0.2629513,0.0,9.313226e-10,0.0,0.0,0,0,1,0,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2
83960870,-0.24999994,0.5000001,0.0,9.313226e-10,0.0,0.0,0,0,1,0,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2
84165401,-0.24999994,0.5000001,0.0,9.313226e-10,0.0,0.0,0,0,1,0,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2
84359919,-0.24999994,0.5000001,0.0,9.313226e-10,0.0,0.0,0,0,1,0,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2
84559443,-0.08639169,0.17278376,0.0,9.313226e-10,0.0,0.0,0,0,1,0,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2
84763951,-0.03058064,-0.06116178,0.0,9.313226e-10,0.0,0.0,0,0,1,0,0,-2,0,2,2,2,2,2,2,2,2,2,2,2,2
84960984,1.7881393e-07,3.7252903e-08,0.0,9.313226e-10,0.0,0.0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
85163004,1.7881393e-07,8.940697e-08,0.0,9.313226e-10,0.0,0.0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
