timestamp,timestamp_sample,xyz[0],xyz[1],xyz[2]
78164728,78164613,-1.0,0.2504772,0.46164343
78167216,78167107,-1.0,0.24968895,0.46188948
78184681,78184565,-1.0,0.20999983,0.46519962
78204627,78204518,-1.0,0.17746638,0.46997896
78227070,78226964,-1.0,0.14074707,0.475825
78244527,78244422,-1.0,0.10523644,0.48546565
78264483,78264375,-1.0,0.09506556,0.5020552
78286934,78286821,-1.0,0.05087113,0.5194028
78306899,78306773,-1.0,0.10033707,0.5330394
78324335,78324231,-1.0,0.11427808,0.54225796
78346786,78346678,-1.0,0.2256184,0.54667884
78366740,78366630,-1.0,0.30287293,0.54827875
78384199,78384088,-1.0,0.39193594,0.54109925
78406649,78406535,-1.0,0.4725477,0.5251333
78426595,78426487,-1.0,0.5215513,0.50515395
78446562,78446439,-1.0,0.5468574,0.47683394
78464002,78463897,-1.0,0.5555974,0.44639057
78486452,78486344,-1.0,0.55150276,0.40023345
78506404,78506296,-1.0,0.55787885,0.35510874
78523859,78523754,-1.0,0.5644442,0.31207365
78546309,78546201,-1.0,0.5673548,0.2561816
78566261,78566153,-1.0,0.57707524,0.20065007
78586384,78586105,-1.0,0.59917945,0.14387858
78603674,78603565,-1.0,0.62459594,0.094045095
78626117,78626010,-1.0,0.64504755,0.03427148
78646071,78645962,-1.0,0.67067546,-0.014467008
78663531,78663420,-1.0,0.7100005,-0.058226287
78685974,78685866,-1.0,0.7421033,-0.10628541
78705939,78705819,-1.0,0.79174155,-0.14930743
78728435,78728265,-1.0,0.8467448,-0.19868664
78745831,78745723,-1.0,0.8839028,-0.23012106
78765787,78765676,-1.0,0.92064446,-0.27420676
78785878,78785628,-1.0,0.94599694,-0.31955817
78803192,78803086,-1.0,0.9800034,-0.36259803
78825644,78825532,-1.0,1.0,-0.41252884
78845592,78845485,-1.0,1.0,-0.48717088
78868074,78867931,-1.0,0.8041306,-0.7273891
78885495,78885389,-1.0,0.71850866,-0.8202015
78905447,78905341,-1.0,1.0,-0.5283561
78927897,78927788,-1.0,1.0,-0.07272289
78945350,78945246,-1.0,1.0,0.3634761
78965305,78965198,-1.0,1.0,0.34862605
78985389,78985151,-1.0,1.0,0.3321149
79007708,79007597,-1.0,0.9874935,0.26715648
79025161,79025055,-1.0,0.99210054,-0.030454513
79045112,79045008,-1.0,0.53387886,-0.09222493
