timestamp,data_rate,rate_multiplier,tx_rate_avg,tx_error_rate_avg,tx_message_count,tx_buffer_overruns,rx_rate_avg,rx_message_count,rx_message_lost_count,rx_buffer_overruns,rx_parse_errors,rx_packet_drop_count,rx_message_lost_rate,type,mode,flow_control,forwarding,mavlink_v2,ftp,streams,heartbeat_type_antenna_tracker,heartbeat_type_gcs,heartbeat_type_onboard_controller,heartbeat_type_gimbal,heartbeat_type_adsb,heartbeat_type_camera,heartbeat_type_parachute,heartbeat_type_open_drone_id,heartbeat_component_telemetry_radio,heartbeat_component_log,heartbeat_component_osd,heartbeat_component_vio,heartbeat_component_pairing_manager,heartbeat_component_udp_bridge,heartbeat_component_uart_bridge,open_drone_id_system_healthy,parachute_system_healthy
78655704,3000.0,0.95907533,1913.6514,0.0,4168,0,41.88294,171,0,0,0,4,0.0,0,0,1,1,1,1,54,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79351722,3000.0,0.95907533,2817.2617,0.0,4216,0,41.989,173,0,0,0,4,0.0,0,0,1,1,1,1,54,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80426742,3000.0,0.95907533,2599.1653,0.0,4282,0,41.79362,175,0,0,0,4,0.0,0,0,1,1,1,1,54,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81426699,3000.0,0.95907533,2628.9634,0.0,4346,0,67.999054,178,0,0,0,4,0.0,0,0,1,1,1,1,54,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82771717,3000.0,0.95907533,2621.867,0.0,4428,0,41.79067,180,0,0,0,4,0.0,0,0,1,1,1,1,54,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83426758,3000.0,0.95907533,2879.9941,0.0,4483,0,41.999916,182,0,0,0,4,0.0,0,0,1,1,1,1,54,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84816701,3000.0,0.95907533,2553.2441,0.0,4560,0,41.791214,184,0,0,0,4,0.0,0,0,1,1,1,1,54,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85506699,3000.0,0.95907533,2567.2178,0.0,4617,0,41.791916,186,0,0,0,4,0.0,0,0,1,1,1,1,54,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86432764,3000.0,0.95907533,2788.5713,0.0,4661,0,41.73913,188,0,0,0,4,0.0,0,0,1,1,1,1,54,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87432749,3000.0,0.95907533,2354.8147,0.0,4726,0,41.80144,190,0,0,0,4,0.0,0,0,1,1,1,1,54,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88522984,3000.0,0.95907533,2648.8835,0.0,4788,0,41.998154,192,0,0,0,4,0.0,0,0,1,1,1,1,54,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89512734,3000.0,0.95907533,2405.0803,0.0,4852,0,41.792873,194,0,0,0,4,0.0,0,0,1,1,1,1,54,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90437719,3000.0,0.95907533,2606.965,0.0,4908,0,41.791046,196,0,0,0,4,0.0,0,0,1,1,1,1,54,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91512734,3000.0,0.95907533,2431.949,0.0,4974,0,67.99857,199,0,0,0,4,0.0,0,0,1,1,1,1,54,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92512722,3000.0,0.95907533,2710.5044,0.0,5041,0,41.791916,201,0,0,0,4,0.0,0,0,1,1,1,1,54,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93618715,3000.0,0.95907533,2641.3584,0.0,5111,0,41.95804,203,0,0,0,4,0.0,0,0,1,1,1,1,54,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94564702,3000.0,0.95907533,2639.3606,0.0,5171,0,41.95804,205,0,0,0,4,0.0,0,0,1,1,1,1,54,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95514701,3000.0,0.95907533,2606.965,0.0,5230,0,41.791046,207,0,0,0,4,0.0,0,0,1,1,1,1,54,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96629717,3000.0,0.95907533,2606.2935,0.0,5299,0,41.780277,209,0,0,0,4,0.0,0,0,1,1,1,1,54,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97519701,3000.0,0.95907533,2442.27,0.0,5351,0,41.79924,211,0,0,0,4,0.0,0,0,1,1,1,1,54,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98520701,3000.0,0.95907533,2544.504,0.0,5414,0,41.95884,213,0,0,0,4,0.0,0,0,1,1,1,1,54,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99600701,3000.0,0.95907533,2520.5059,0.0,5480,0,41.792835,215,0,0,0,4,0.0,0,0,1,1,1,1,54,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100506771,3000.0,0.95907533,2617.3276,0.0,5538,0,41.95716,217,0,0,0,4,0.0,0,0,1,1,1,1,54,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101517700,3000.0,0.95907533,2392.0898,0.0,5599,0,41.791916,220,0,0,0,4,0.0,0,0,1,1,1,1,54,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102622713,3000.0,0.95907533,2699.3005,0.0,5668,0,67.93207,222,0,0,0,4,0.0,0,0,1,1,1,1,54,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103537701,3000.0,0.95907533,2368.308,0.0,5722,0,41.77612,224,0,0,0,4,0.0,0,0,1,1,1,1,54,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104792703,3000.0,0.95907533,2318.1394,0.0,5800,0,41.804146,225,0,0,0,4,0.0,0,0,1,1,1,1,54,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105633761,3000.0,0.95907533,2289.811,0.0,5852,0,20.979944,227,1,0,0,4,0.004405286,0,0,1,1,1,1,54,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106514103,3000.0,0.95907533,2636.7556,0.0,5909,0,41.79009,229,1,0,0,4,0.0043668123,0,0,1,1,1,1,54,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107984732,3000.0,0.95907533,2834.231,0.0,6000,0,41.959003,232,1,0,0,4,0.004310345,0,0,1,1,1,1,54,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108595729,3000.0,0.95907533,2543.9338,0.0,6044,0,41.99891,233,1,0,0,4,0.0042918455,0,0,1,1,1,1,54,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109560701,3000.0,0.95907533,2524.5234,0.0,6101,0,41.95884,235,1,0,0,4,0.004255319,0,0,1,1,1,1,54,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110525716,3000.0,0.95907533,2502.4744,0.0,6164,0,41.99118,237,1,0,0,4,0.004219409,0,0,1,1,1,1,54,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111680698,3000.0,0.936739,2846.3064,0.0,6239,0,67.674416,240,1,0,0,4,0.004166667,0,0,1,1,1,1,54,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112836883,3000.0,0.936739,2651.9895,0.0,6313,0,41.984005,242,1,0,0,4,0.004132231,0,0,1,1,1,1,54,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113526716,3000.0,0.936739,2778.358,0.0,6353,0,41.97519,244,1,0,0,4,0.0040983604,0,0,1,1,1,1,54,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114787080,3000.0,0.936739,2656.9443,0.0,6444,0,41.99912,245,1,0,0,4,0.0040816325,0,0,1,1,1,1,54,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116041706,3000.0,0.936739,2908.9854,0.0,6520,0,0.0,247,1,0,0,4,0.004048583,0,0,1,1,1,1,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116531717,3000.0,0.936739,2598.023,0.0,6548,0,41.791252,248,3,0,0,4,0.012096774,0,0,1,1,1,1,54,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117607075,3000.0,0.936739,2674.3235,0.0,6620,0,41.98938,250,3,0,0,4,0.012,0,0,1,1,1,1,54,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
