timestamp,time_estimate,safe_time_estimate,valid
78965818,0.0,0.0,0
80991153,124.48188,236.93007,1
83036009,125.15857,237.67442,1
85041221,125.06017,237.5662,1
87066698,0.0,0.0,0
89081639,0.0,0.0,0
91106795,0.0,0.0,0
93141961,0.0,0.0,0
95167104,0.0,0.0,0
97192173,0.0,0.0,0
99217365,125.00816,237.50899,1
101232587,124.25781,236.6836,1
103257719,125.85423,238.43965,1
105283263,125.094185,237.6036,1
107287992,123.51341,235.86476,1
109313225,121.93118,234.1243,1
111338332,121.6123,233.77353,1
113363544,123.28989,235.61888,1
115388547,122.95406,235.24947,1
117413623,122.80431,235.08475,1
119438691,122.50168,234.75185,1
121464055,122.51502,234.76653,1
123478900,122.44412,234.68854,1
125504119,123.11985,235.43184,1
127529237,124.56407,237.02048,1
129554483,124.85877,237.34465,1
131579206,124.47426,236.92169,1
133604563,123.02429,235.32672,1
135625181,121.16062,233.27669,1
137645045,118.91304,230.80435,1
139674201,119.742615,231.71687,1
141693626,121.64014,233.80415,1
143732852,121.016075,233.11769,1
145742408,119.77569,231.75327,1
147781440,118.561745,230.41792,1
149791155,120.64655,232.71121,1
151830317,123.278046,235.60585,1
153850241,124.39762,236.83739,1
155869196,123.39253,235.73178,1
157898554,123.00338,235.30373,1
159917974,122.70216,234.97238,1
161947342,124.34977,236.78474,1
163966729,122.14551,234.36006,1
165996030,120.92637,233.01901,1
168015400,120.74887,232.82376,1
170045069,124.7675,237.24425,1
172074097,126.23588,238.85947,1
174093524,124.28958,236.71854,1
176122799,124.47786,236.92564,1
178152314,122.78213,235.06035,1
180171383,121.368095,233.50491,1
182190887,121.93918,234.1331,1
184220335,120.741455,232.8156,1
186249629,120.09735,232.10709,1
188268898,119.728004,231.7008,1
190298092,116.11621,227.72783,1
192317557,113.9614,225.35754,1
194347020,114.69076,226.15984,1
196366192,114.194695,225.61417,1
198395479,112.519455,223.77141,1
200414815,115.59568,227.15526,1
202434161,117.00342,228.70377,1
204463499,115.61261,227.17387,1
206492765,113.2243,224.54672,1
208512138,113.6531,225.01842,1
210541858,113.24612,224.57072,1
212551036,111.71739,222.88913,1
214580110,109.665825,220.63242,1
216599429,108.83157,219.71474,1
218638633,107.19902,217.91893,1
220657988,105.04459,215.54906,1
222687384,105.851,216.4361,1
224706718,105.47786,216.02565,1
226735793,104.556595,215.01225,1
228755535,105.960785,216.55687,1
230784777,105.92991,216.5229,1
232803918,106.560555,217.21661,1
234823293,104.664085,215.1305,1
236852498,104.034645,214.43811,1
238871840,102.77336,213.0507,1
240901168,101.08814,211.19696,1
242920552,102.514694,212.76616,1
244950028,100.03834,210.04218,1
246969123,99.60266,209.56293,1
248998461,98.19771,208.01749,1
251017658,97.64118,207.4053,1
253047195,95.78386,205.36224,1
255066264,95.62497,205.18747,1
257095400,92.930145,202.22316,1
259114862,91.10368,200.21405,1
261144357,91.48832,200.63715,1
263163565,91.20004,200.32005,1
265172899,90.1894,199.20834,1
267202387,89.61491,198.5764,1
269231540,88.85997,197.74597,1
271250681,88.85022,197.73524,1
273270103,88.309,197.1399,1
275299346,87.96197,196.75816,1
277318655,87.25824,195.98407,1
279337992,86.64855,195.31342,1
281367264,87.51567,196.26724,1
283386679,85.03774,193.54152,1
285415699,84.61381,193.0752,1
287435118,85.65303,194.21834,1
289464270,86.35616,194.99178,1
291484290,87.8668,196.65347,1
293512824,90.34343,199.37778,1
295532466,90.38326,199.42159,1
297561400,90.43079,199.47388,1
299580902,88.36426,197.20068,1
301609943,86.967926,195.66472,1
303629355,84.44579,192.89038,1
305658823,82.85107,191.13617,1
307677876,79.59875,187.55862,1
309707100,77.42432,185.16675,1
311726401,76.835,184.5185,1
313755615,76.40289,184.04318,1
315774891,76.636505,184.30016,1
317804090,76.395454,184.035,1
319823740,75.285614,182.81418,1
321852703,74.70452,182.17497,1
323881833,74.62674,182.08942,1
325901372,74.908424,182.39926,1
327920529,75.853325,183.43866,1
329949707,77.39143,185.13058,1
331969112,78.76121,186.63733,1
333998795,81.3988,189.53868,1
336017618,83.785934,192.16454,1
338046827,87.28025,196.00827,1
340066145,90.05658,199.06224,1
342095282,91.99811,201.19792,1
344114866,94.23413,203.65755,1
346143798,97.70189,207.47208,1
348163265,101.183586,211.30194,1
350192574,105.081406,215.58955,1
352211664,107.71755,218.4893,1
354240777,109.039536,219.9435,1
356260082,110.51956,221.57152,1
358289320,113.99361,225.39297,1
360308634,116.882034,228.57024,1
362337782,120.32667,232.35934,1
364357263,122.827675,235.11044,1
366386257,125.79408,238.37349,1
368404883,128.28775,241.11653,1
370405191,128.68642,241.55507,1
372434353,0.0,0.0,0
374453837,0.0,0.0,0
376482875,0.0,0.0,0
378502176,0.0,0.0,0
380531865,0.0,0.0,0
382550986,0.0,0.0,0
384579971,0.0,0.0,0
386599396,0.0,0.0,0
388618834,0.0,0.0,0
390648678,0.0,0.0,0
392697138,0.0,0.0,0
