timestamp,timestamp_sample,indicated_airspeed_m_s,true_airspeed_m_s,confidence
79125036,79100109,-4.745698,-4.7033653,1.0
80152569,80110058,-4.790729,-4.7480307,1.0
81125274,81093169,-4.8353405,-4.7915015,0.93
82112862,82080614,-4.6543283,-4.612086,0.99
83075553,83048255,-3.8460085,-3.8110697,0.95
84123243,84090835,-4.126118,-4.087978,0.9
85115818,85108988,-5.4214983,-5.370453,0.94
86163172,86130900,-4.8353405,-4.789069,0.98
87120887,87070434,-4.36877,-4.3261533,0.97
88128485,88096653,-4.36877,-4.3261375,0.96
89106137,89087686,-4.36877,-4.325378,1.0
90133691,90091433,-4.8056455,-4.757946,0.94
91091388,91065265,-4.319342,-4.275698,0.95
92148860,92114149,-4.465986,-4.4201226,0.96
93131506,93080385,-4.9233522,-4.872772,0.82
94104190,94073165,-4.6234703,-4.5759478,0.8
95131728,94989959,-4.4338174,-4.387502,0.83
96149294,96146055,-4.745698,-4.6960993,0.94
97121971,97074177,-5.6919856,-5.631485,1.0
98159628,98123176,-4.745698,-4.6951814,1.0
99157185,99120841,-2.4028332,-2.3773432,1.0
100134923,100090403,-2.5919795,-2.5644329,1.0
101147342,101123136,-5.0948157,-5.0407853,1.0
102159924,102124321,1.0475625,1.0361543,1.0
103147552,103121142,-7.3103433,-7.2308545,1.0
104145161,104115190,-2.432439,-2.4060092,1.0
105142778,105123561,-6.6971917,-6.624514,1.0
106140381,106106590,-4.115698,-4.070504,1.0
107142969,107123278,-7.0714645,-6.993876,1.0
108130597,108105552,-5.3684316,-5.309706,1.0
109153164,109127538,-4.36877,-4.3211784,1.0
110125808,110094230,-5.7594857,-5.6968427,1.0
111113420,111081060,-6.619797,-6.54793,1.0
112150928,112110397,-5.357756,-5.2993436,1.0
113108650,113083287,-7.3979335,-7.317033,1.0
114136134,114107781,-8.403487,-8.311551,1.0
115163664,115119264,-2.158026,-2.1345181,1.0
116151265,116130035,2.2276266,2.2033978,1.0
117124052,117086585,-3.9014375,-3.8590312,1.0
118136466,118110053,-7.3979335,-7.316254,1.0
119134059,119099954,-7.0714655,-6.9933205,1.0
120121671,120066632,-7.0714655,-6.993472,1.0
121109275,121083291,-7.570076,-7.4864745,1.0
