timestamp,timestamp_sample,device_id,magnetometer_ga[0],magnetometer_ga[1],magnetometer_ga[2],calibration_count
78514090,78483049,527633,-0.4196664,0.09966682,0.27583584,3
79028781,79027819,527633,-0.24357933,0.4686258,0.13592094,3
79588812,79587818,527633,0.24687427,0.49722472,0.036456633,3
80018221,80017259,527633,0.3303896,0.45432648,-0.0062953555,3
80598173,80597215,527633,0.3705392,0.36836264,0.09661021,3
80895960,80894997,527633,0.40324238,0.22747053,0.22327144,3
81165807,81164846,527633,0.41411683,0.19578288,0.19568223,3
81687857,81686895,527633,0.45103386,0.19236606,0.08828801,3
82561991,82517032,527633,0.46968347,0.20919903,-0.00092426984,3
82977370,82976406,527633,0.4174264,-0.24047135,-0.0063879928,3
83458068,83457104,527633,0.45936486,0.029041119,0.15371172,3
83843220,83605488,527633,0.4435719,-0.03515856,0.13352062,3
84625645,84521028,527633,0.19466102,-0.13680217,0.41343132,3
84646061,84645101,527633,0.13360599,-0.14725514,0.45019138,3
85431062,85430102,527633,0.13890886,-0.20905265,0.42200238,3
86110679,86109711,527633,0.16017492,-0.6471545,0.70999247,3
86592457,86591495,527633,0.15103796,-0.19911121,0.42454776,3
87062320,87061361,527633,0.16224709,-0.17654622,0.4340945,3
87458776,87457813,527633,0.13815792,-0.1671533,0.4479927,3
87974116,87973156,527633,0.14914286,-0.2023015,0.4345836,3
88422903,88421929,527633,0.17749627,-0.6452343,0.7023151,3
89042845,89041881,527633,0.15804358,-0.20160192,0.42918268,3
89475690,89474731,527633,0.17613128,-0.1964395,0.42569217,3
90048641,90047682,527633,0.15676335,-0.19844417,0.43113986,3
90593378,90592412,527633,0.1508328,-0.20088527,0.43412036,3
91105195,91074236,527633,0.14174268,-0.19866726,0.43414703,3
91165199,91144236,527633,0.143175,-0.20207104,0.4298209,3
92682025,92681065,527633,0.096430525,-0.22577848,0.42879456,3
92802030,92751067,527633,0.095451415,-0.22924212,0.4349116,3
93055944,93054985,527633,0.09931567,-0.22906882,0.43014988,3
93503351,93502385,527633,0.10011189,-0.23026434,0.43184564,3
94099282,94098305,527633,0.13129617,-0.21764922,0.423958,3
94574957,94573993,527633,0.10581639,-0.23852159,0.4169999,3
95209372,95208408,527633,0.1047028,-0.21697204,0.43551502,3
95474855,95473855,527633,0.08752371,-0.22604607,0.43459383,3
96166742,96018773,527633,0.09168565,-0.3244507,0.5093863,3
96649811,96648847,527633,0.09561775,-0.24295542,0.42360672,3
97069814,97068846,527633,0.07124857,-0.24602942,0.42785183,3
97629805,97628846,527633,0.036072783,-0.27722275,0.4016559,3
98169809,98118846,527633,0.008428538,-0.28722554,0.40076828,3
98669808,98668846,527633,0.042468544,-0.27838925,0.41592053,3
99089829,99088846,527633,-0.075211145,-0.30041316,0.37535334,3
99649810,99648846,527633,-0.15624194,-0.27165174,0.3956918,3
100069838,100068846,527633,-0.10806452,-0.2968387,0.38680962,3
100629811,100628847,527633,-0.008835987,-0.30153114,0.38241512,3
101169810,101118846,527633,0.03849134,-0.27595687,0.3928452,3
101609812,101608849,527633,0.10632581,-0.31236327,0.37492576,3
102149806,102118846,527633,0.09788224,-0.24703476,0.39898056,3
102629806,102618847,527633,0.099966004,-0.21234927,0.4329555,3
103149806,103108846,527633,0.051229205,-0.20474234,0.45884404,3
103609817,103598850,527633,0.07261492,-0.17833441,0.4586455,3
104169812,104158849,527633,0.09972881,-0.1645693,0.45568,3
104589831,104578846,527633,0.078505754,-0.16206479,0.47101814,3
105169805,105168846,527633,0.053235706,-0.14156829,0.49407974,3
105589832,105588847,527633,0.017002579,-0.1973031,0.4728778,3
106169806,106148847,527633,0.031412326,-0.22114377,0.451547,3
106669811,106638847,527633,0.023450557,-0.22855668,0.44701058,3
107149809,107128846,527633,0.040131185,-0.22729635,0.4466064,3
107669816,107622181,527633,-0.0015208195,-0.2117877,0.46145022,3
108129806,108128846,527633,-0.054330572,-0.2078755,0.46002313,3
108669810,108618846,527633,-0.06337135,-0.2051987,0.46624315,3
109109810,109108846,527633,-0.058820486,-0.22226155,0.4511819,3
109669810,109668847,527633,-0.09483491,-0.2614742,0.42319924,3
110109810,110108846,527633,-0.17015608,-0.25871474,0.40392408,3
110629811,110628846,527633,-0.132939,-0.28550848,0.3986553,3
111169812,111118847,527633,-0.13684292,-0.30335617,0.38763338,3
111609806,111608847,527633,-0.10833848,-0.3245078,0.3733054,3
112169810,112168847,527633,-0.14114203,-0.28792942,0.39005736,3
112589881,112588847,527633,-0.18335918,-0.25123468,0.39663416,3
113149806,113148847,527633,-0.2257141,-0.27713305,0.35454082,3
113609872,113598846,527633,-0.2361472,-0.2538066,0.35868764,3
114169813,114158846,527633,-0.26045847,-0.29193562,0.32136214,3
114589826,114578846,527633,-0.2787736,-0.3190315,0.2900592,3
115149810,115138847,527633,-0.29018837,-0.32245022,0.2746324,3
115669836,115628846,527633,-0.28884313,-0.30790573,0.2879094,3
116169810,116116854,527633,-0.22482553,-0.30946246,0.33223483,3
116629828,116618846,527633,-0.23482588,-0.30852264,0.33248416,3
117149804,117108856,527633,-0.2654943,-0.29844162,0.32260752,3
117609810,117598846,527633,-0.28612638,-0.30187732,0.30575156,3
118169809,118158847,527633,-0.30153453,-0.27231407,0.3193152,3
118589825,118578846,527633,-0.32135487,-0.27846676,0.2847159,3
119169843,119168879,527633,-0.3317871,-0.2912657,0.28036818,3
119589826,119588846,527633,-0.34342793,-0.2718752,0.26091793,3
120149805,120148846,527633,-0.3519199,-0.28100905,0.24445038,3
120569810,120568846,527633,-0.34364688,-0.26476455,0.2732396,3
121129809,121128846,527633,-0.3766892,-0.23810422,0.27892604,3
121669806,121642593,527633,-0.3731317,-0.23041014,0.27727816,3
122149805,122139154,527633,-0.3835195,-0.23456196,0.24564011,3
122669805,122628846,527633,-0.4041841,-0.25398308,0.20829637,3
123129805,123118846,527633,-0.3876223,-0.23492636,0.24160099,3
123649806,123608847,527633,-0.36967996,-0.2554915,0.24731386,3
124110421,124099154,527633,-0.3762588,-0.23804338,0.26817292,3
124649807,124639154,527633,-0.37482268,-0.25998855,0.24404795,3
125169826,125128846,527633,-0.37925074,-0.2641704,0.234585,3
125629805,125618846,527633,-0.36403713,-0.28341597,0.2430886,3
126149805,126108847,527633,-0.29634675,-0.32246354,0.26686794,3
126609805,126598846,527633,-0.25033718,-0.34266418,0.2954317,3
127169829,127158847,527633,-0.21040827,-0.31809783,0.33310613,3
127609811,127608847,527633,-0.21025498,-0.28545043,0.37401664,3
128169813,128168846,527633,-0.22221543,-0.2806326,0.3870813,3
128609810,128588846,527633,-0.25126255,-0.24166559,0.39126164,3
129169822,129148858,527633,-0.3391231,-0.21861474,0.3353859,3
129669805,129638854,527633,-0.3778987,-0.18415008,0.31987676,3
130169805,130142179,527633,-0.3961553,-0.11551189,0.31830385,3
130669806,130638852,527633,-0.42700115,-0.05041758,0.30753174,3
131149871,131128846,527633,-0.47982508,0.11187917,0.22844109,3
131649817,131618851,527633,-0.47035897,0.20210466,0.17063884,3
132129818,132108848,527633,-0.41702646,0.30749375,0.17049474,3
132629824,132598850,527633,-0.35957357,0.3852722,0.18735322,3
133069805,133068846,527633,-0.27979738,0.38982382,0.2511542,3
133629808,133628849,527633,-0.27230087,0.37946343,0.27078503,3
134169811,134118846,527633,-0.2793082,0.33508357,0.3231579,3
134609818,134608854,527633,-0.3561487,0.25438002,0.3311586,3
