timestamp,x,y,z,vx,vy,vz,acceleration[0],acceleration[1],acceleration[2],thrust[0],thrust[1],thrust[2],yaw,yawspeed
27768949,0.0,0.0,41.18247,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,nan,nan
110889263,0.0,0.0,41.18247,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,nan,nan
110909353,81.28522,101.963585,1.4701729,nan,nan,nan,nan,nan,nan,0.59374386,0.0,0.0,nan,nan
110989341,82.284485,101.59091,-30.703686,nan,nan,nan,nan,nan,nan,0.5995557,0.0,0.0,nan,nan
111088786,82.18373,101.629166,-30.703686,nan,nan,nan,nan,nan,nan,0.6017015,0.0,0.0,nan,nan
111188585,82.07616,101.66985,-30.703686,nan,nan,nan,nan,nan,nan,0.60561734,0.0,0.0,nan,nan
111288295,81.570015,101.85891,-30.703686,nan,nan,nan,nan,nan,nan,0.6168347,0.0,0.0,nan,nan
111388129,80.97662,102.07562,-30.703686,nan,nan,nan,nan,nan,nan,0.628066,0.0,0.0,nan,nan
111487817,80.447205,102.26449,-30.703686,nan,nan,nan,nan,nan,nan,0.6273478,0.0,0.0,nan,nan
111587659,79.96269,102.433685,-30.703686,nan,nan,nan,nan,nan,nan,0.63818693,0.0,0.0,nan,nan
111687380,79.66188,102.53698,-30.703686,nan,nan,nan,nan,nan,nan,0.64940554,0.0,0.0,nan,nan
111787137,79.49468,102.59382,-30.703686,nan,nan,nan,nan,nan,nan,0.66062826,0.0,0.0,nan,nan
111886868,79.1842,102.69827,-30.703686,nan,nan,nan,nan,nan,nan,0.6718478,0.0,0.0,nan,nan
111986706,78.97708,102.767166,-30.703686,nan,nan,nan,nan,nan,nan,0.6830796,0.0,0.0,nan,nan
112086428,78.708046,102.85571,-30.703686,nan,nan,nan,nan,nan,nan,0.6942984,0.0,0.0,nan,nan
112186285,78.48693,102.92771,-30.703686,nan,nan,nan,nan,nan,nan,0.70553225,0.0,0.0,nan,nan
112285905,78.20974,103.01695,-30.703686,nan,nan,nan,nan,nan,nan,0.7167395,0.0,0.0,nan,nan
112385825,77.821976,103.13994,-30.703686,nan,nan,nan,nan,nan,nan,0.7183201,0.0,0.0,nan,nan
112485458,77.3211,103.29559,-30.703686,nan,nan,nan,nan,nan,nan,0.7225162,0.0,0.0,nan,nan
