timestamp,timestamp_sample,latitude_deg,longitude_deg,altitude_msl_m,altitude_ellipsoid_m,time_utc_usec,device_id,s_variance_m_s,c_variance_rad,eph,epv,hdop,vdop,noise_per_ms,jamming_indicator,vel_m_s,vel_n_m_s,vel_e_m_s,vel_d_m_s,cog_rad,timestamp_time_relative,heading,heading_offset,heading_accuracy,rtcm_injection_rate,automatic_gain_control,fix_type,jamming_state,spoofing_state,vel_ned_valid,satellites_used,selected_rtcm_instance,rtcm_crc_failed,rtcm_msg_used
78067881,0,31.189944899999997,117.2010001,35.556,33.37,1769065694200136,10813493,0.106000006,0.18008499,0.45000002,0.66200006,0.58,0.79999995,104,4,0.532,0.18200001,-0.5,-1.1750001,5.2549534,0,nan,0.0,0.0,0.0,0,3,1,1,1,26,0,0,0
78166311,0,31.1899451,117.2009997,35.648,33.462,1769065694300136,10813493,0.102000006,0.20949605,0.45000002,0.661,0.58,0.79999995,104,4,0.49400002,0.27100003,-0.41400003,-0.859,5.2704463,0,nan,0.0,0.0,0.0,0,3,1,1,1,26,0,0,0
78276629,0,31.189945199999997,117.20099909999999,35.738,33.552,1769065694400136,10813493,0.116000004,0.14656699,0.44900003,0.661,0.58,0.79999995,103,5,0.63100004,0.009000001,-0.63100004,-0.92700005,4.905544,0,nan,0.0,0.0,0.0,0,3,1,1,1,26,0,0,0
78369644,0,31.1899451,117.20099839999999,35.832,33.646,1769065694500136,10813493,0.11800001,0.095683835,0.44900003,0.661,0.58,0.79999995,103,5,0.8,-0.266,-0.754,-0.90400004,4.5320797,0,nan,0.0,0.0,0.0,0,3,1,1,1,26,0,0,0
78468655,0,31.189944899999997,117.2009975,35.910000000000004,33.724000000000004,1769065694600136,10813493,0.11100001,0.09425127,0.44900003,0.661,0.58,0.79999995,103,5,0.906,-0.17500001,-0.88900006,-0.65900004,4.524783,0,nan,0.0,0.0,0.0,0,3,1,1,1,26,0,0,0
78568624,0,31.189944899999997,117.2009968,35.956,33.769,1769065694700136,10813493,0.109000005,0.16636024,0.44900003,0.66,0.58,0.79999995,103,5,0.591,0.067,-0.587,-0.44500002,4.5982747,0,nan,0.0,0.0,0.0,0,3,1,1,1,26,0,0,0
78662922,0,31.1899451,117.2009964,35.994,33.808,1769065694800136,10813493,0.10700001,0.20812406,0.44900003,0.66,0.58,0.79999995,103,5,0.44700003,0.36600003,-0.256,-0.38900003,5.017649,0,nan,0.0,0.0,0.0,0,3,1,1,1,26,0,0,0
78767628,0,31.1899454,117.2009963,36.02,33.833,1769065694900136,10813493,0.105000004,0.2196441,0.44900003,0.66,0.58,0.79999995,103,5,0.31100002,0.29200003,0.105000004,-0.27100003,5.7800035,0,nan,0.0,0.0,0.0,0,3,1,1,1,26,0,0,0
78910741,0,31.1899457,117.20099649999999,36.056,33.87,1769065695000136,10813493,0.10700001,0.14710419,0.44900003,0.65900004,0.58,0.79999995,103,5,0.469,0.418,0.21300001,-0.47200003,0.16960917,0,nan,0.0,0.0,0.0,0,3,1,1,1,26,0,0,0
79069627,0,31.1899463,117.20099719999999,36.141,33.955,1769065695200136,10813493,0.08800001,0.13370915,0.44900003,0.66,0.58,0.79999995,103,5,0.57000005,0.27400002,0.5,-0.37300003,0.6627914,0,nan,0.0,0.0,0.0,0,3,1,1,1,27,0,0,0
79163625,0,31.189946499999998,117.2009978,36.198,34.012,1769065695300136,10813493,0.098000005,0.15720738,0.44900003,0.66,0.58,0.79999995,103,5,0.55200005,0.079,0.546,-0.62100005,0.9841428,0,nan,0.0,0.0,0.0,0,3,1,1,1,27,0,0,0
79268624,0,31.189946499999998,117.20099839999999,36.265,34.079,1769065695400136,10813493,0.105000004,0.16178259,0.44900003,0.65900004,0.58,0.79999995,103,8,0.569,-0.055000003,0.56600004,-0.68600005,1.3164542,0,nan,0.0,0.0,0.0,0,3,1,1,1,27,0,0,0
79369624,0,31.1899464,117.20099889999999,36.33,34.144,1769065695500136,10813493,0.091000006,0.18596046,0.44900003,0.65900004,0.57,0.78,103,8,0.568,-0.158,0.545,-0.40600002,1.5476748,0,nan,0.0,0.0,0.0,0,3,1,1,1,27,0,0,0
79466691,0,31.1899463,117.20099959999999,36.4,34.214,1769065695600136,10813493,0.115,0.13814229,0.44900003,0.65900004,0.57,0.78,103,8,0.74100006,-0.064,0.73800004,-0.665,1.6180887,0,nan,0.0,0.0,0.0,0,3,1,1,1,27,0,0,0
79568625,0,31.189946199999998,117.2010002,36.47,34.283,1769065695700136,10813493,0.127,0.22294137,0.44900003,0.65900004,0.57,0.78,103,8,0.532,-0.20600002,0.49100003,-0.688,1.7155095,0,nan,0.0,0.0,0.0,0,3,1,1,1,27,0,0,0
79662666,0,31.189946,117.20100079999999,36.506,34.32,1769065695800136,10813493,0.08400001,0.1837589,0.44900003,0.65900004,0.57,0.78,103,8,0.63500005,-0.386,0.504,-0.24000001,2.0188086,0,nan,0.0,0.0,0.0,0,3,1,1,1,27,0,0,0
79764629,0,31.1899458,117.2010011,36.517,34.331,1769065695900136,10813493,0.123,0.5417734,0.44900003,0.65800005,0.57,0.78,103,8,0.2,-0.19600001,0.037,0.157,2.1152148,0,nan,0.0,0.0,0.0,0,3,1,1,1,26,0,0,0
79899628,0,31.189946,117.2010013,36.515,34.328,1769065696000136,10813493,0.10700001,0.12500066,0.44900003,0.65800005,0.58,0.79999995,103,8,0.684,0.61,0.30900002,-0.097,0.55210906,0,nan,0.0,0.0,0.0,0,3,1,1,1,26,0,0,0
79967624,0,31.1899466,117.2010018,36.524,34.338,1769065696100136,10813493,0.105000004,0.07589023,0.44900003,0.65800005,0.58,0.79999995,103,8,1.072,0.79600006,0.71900004,-0.134,0.6857226,0,nan,0.0,0.0,0.0,0,3,1,1,1,26,0,0,0
80067857,0,31.1899473,117.20100269999999,36.531,34.345,1769065696200136,10813493,0.106000006,0.065590866,0.44900003,0.65800005,0.58,0.79999995,103,8,1.1420001,0.79200006,0.82400006,0.024,0.75420827,0,nan,0.0,0.0,0.0,0,3,1,1,1,26,0,0,0
80160627,0,31.1899479,117.2010035,36.524,34.337,1769065696300136,10813493,0.105000004,0.08360738,0.448,0.65800005,0.58,0.79999995,103,8,0.878,0.509,0.716,0.09900001,0.8301636,0,nan,0.0,0.0,0.0,0,3,1,1,1,26,0,0,0
80270624,0,31.189948299999998,117.2010042,36.506,34.32,1769065696400136,10813493,0.115,0.105962254,0.448,0.657,0.58,0.79999995,96,8,0.697,0.202,0.66700006,0.3,1.0021422,0,nan,0.0,0.0,0.0,0,3,1,1,1,26,0,0,0
80369624,0,31.1899485,117.2010049,36.484,34.297000000000004,1769065696500136,10813493,0.097,0.11133001,0.448,0.657,0.58,0.79999995,96,8,0.71300006,0.133,0.70100003,0.15,1.1831814,0,nan,0.0,0.0,0.0,0,3,1,1,1,26,0,0,0
80467624,0,31.1899484,117.2010055,36.480000000000004,34.294000000000004,1769065696600136,10813493,0.072000004,0.15952797,0.448,0.657,0.58,0.79999995,96,8,0.569,-0.319,0.47100002,0.028,1.5054005,0,nan,0.0,0.0,0.0,0,3,1,1,1,26,0,0,0
80579628,0,31.1899482,117.20100599999999,36.464,34.277,1769065696700136,10813493,0.125,0.21503259,0.448,0.657,0.58,0.79999995,96,8,0.411,-0.21300001,0.351,0.16800001,1.722515,0,nan,0.0,0.0,0.0,0,3,1,1,1,26,0,0,0
80664634,0,31.189947999999998,117.20100629999999,36.446,34.26,1769065696800136,10813493,0.11100001,0.23867446,0.448,0.657,0.58,0.79999995,96,8,0.372,-0.23900001,0.286,0.17400001,1.9664097,0,nan,0.0,0.0,0.0,0,3,1,1,1,26,0,0,0
80768629,0,31.1899478,117.2010066,36.434,34.248,1769065696900136,10813493,0.096,0.19288138,0.448,0.657,0.58,0.79999995,96,8,0.42900002,-0.32900003,0.275,-0.067,2.255338,0,nan,0.0,0.0,0.0,0,3,1,1,1,26,0,0,0
80909627,0,31.1899476,117.2010069,36.449,34.263,1769065697000136,10813493,0.106000006,0.33577934,0.448,0.657,0.59999996,0.84999996,96,8,0.24800001,-0.15400001,0.194,-0.143,2.2525034,0,nan,0.0,0.0,0.0,0,3,1,1,1,26,0,0,0
81067624,0,31.1899478,117.2010069,36.4,34.214,1769065697200136,10813493,0.148,0.24575648,0.448,0.657,0.58,0.79999995,96,8,0.28800002,0.256,-0.133,0.643,0.4724716,0,nan,0.0,0.0,0.0,0,3,1,1,1,26,0,0,0
81167624,0,31.1899481,117.20100699999999,36.365,34.179,1769065697300136,10813493,0.104,0.14370255,0.448,0.657,0.58,0.79999995,96,8,0.50600004,0.44200003,0.24700001,0.18200001,0.5008264,0,nan,0.0,0.0,0.0,0,3,1,1,1,26,0,0,0
81280624,0,31.1899484,117.2010073,36.364,34.177,1769065697400136,10813493,0.07300001,0.21530783,0.448,0.657,0.58,0.79999995,96,6,0.37,0.19000001,0.31800002,-0.024,0.66419953,0,nan,0.0,0.0,0.0,0,3,1,1,1,26,0,0,0
81370080,0,31.189948599999997,117.2010076,36.346000000000004,34.160000000000004,1769065697500136,10813493,0.132,0.28418338,0.448,0.656,0.58,0.79999995,96,6,0.27800003,0.066,0.27,0.38000003,0.90703154,0,nan,0.0,0.0,0.0,0,3,1,1,1,26,0,0,0
81471624,0,31.189948599999997,117.201008,36.322,34.136,1769065697600136,10813493,0.069000006,0.19218588,0.448,0.656,0.58,0.79999995,96,6,0.43500003,-0.087000005,0.42600003,0.069000006,1.5008515,0,nan,0.0,0.0,0.0,0,3,1,1,1,26,0,0,0
81571731,0,31.189948899999997,117.20100839999999,36.304,34.118,1769065697700136,10813493,0.115,0.09338122,0.448,0.656,0.58,0.79999995,96,6,0.72700006,0.609,0.39800003,0.34100002,0.75541925,0,nan,0.0,0.0,0.0,0,3,1,1,1,27,0,0,0
81672638,0,31.1899494,117.2010088,36.288000000000004,34.102000000000004,1769065697800136,10813493,0.102000006,0.10887451,0.44700003,0.656,0.53,0.72999996,96,6,0.633,0.49500003,0.39600003,0.17600001,0.7212313,0,nan,0.0,0.0,0.0,0,3,1,1,1,27,0,0,0
81774625,0,31.189949799999997,117.2010092,36.295,34.109,1769065697900136,10813493,0.080000006,0.11679673,0.44700003,0.65500003,0.53,0.72999996,96,6,0.583,0.46500003,0.35200003,-0.27600002,0.68752843,0,nan,0.0,0.0,0.0,0,3,1,1,1,27,0,0,0
81917623,0,31.1899503,117.20100959999999,36.304,34.118,1769065698000136,10813493,0.10700001,0.13347788,0.44700003,0.65500003,0.53,0.72999996,96,6,0.49300003,0.41300002,0.27,0.11100001,0.64006335,0,nan,0.0,0.0,0.0,0,3,1,1,1,27,0,0,0
82068625,0,31.189950699999997,117.20100989999999,36.299,34.113,1769065698200136,10813493,0.064,0.13349709,0.44700003,0.656,0.53,0.72999996,96,6,0.093,0.032,0.08800001,-0.0050000004,0.64006335,0,nan,0.0,0.0,0.0,0,3,1,1,1,27,0,0,0
82169628,0,31.189950699999997,117.20101,36.305,34.119,1769065698300136,10813493,0.095000006,0.6958308,0.44700003,0.65500003,0.53,0.72999996,96,6,0.11400001,-0.052,0.102000006,-0.108,0.690033,0,nan,0.0,0.0,0.0,0,3,1,1,1,27,0,0,0
82270628,0,31.189950699999997,117.20101009999999,36.32,34.134,1769065698400136,10813493,0.125,0.6958345,0.44700003,0.65500003,0.53,0.72999996,96,7,0.052,-0.042000003,-0.031000001,-0.17500001,0.690033,0,nan,0.0,0.0,0.0,0,3,1,1,1,27,0,0,0
82369723,0,31.1899508,117.20101,36.331,34.144,1769065698500136,10813493,0.05,0.5301193,0.44700003,0.65500003,0.53,0.72999996,96,7,0.143,0.031000001,-0.14,0.026,5.6790643,0,nan,0.0,0.0,0.0,0,3,1,1,1,27,0,0,0
82469624,0,31.189950999999997,117.2010098,36.338,34.152,1769065698600136,10813493,0.071,0.16072458,0.44700003,0.65400004,0.53,0.72999996,96,7,0.372,0.32200003,-0.187,-0.16100001,5.7511153,0,nan,0.0,0.0,0.0,0,3,1,1,1,27,0,0,0
82565627,0,31.1899515,117.20100959999999,36.346000000000004,34.160000000000004,1769065698700136,10813493,0.067,0.07847768,0.44700003,0.65400004,0.53,0.72999996,96,7,0.708,0.651,-0.277,0.010000001,5.8555355,0,nan,0.0,0.0,0.0,0,3,1,1,1,27,0,0,0
82670624,0,31.189952199999997,117.2010093,36.33,34.144,1769065698800136,10813493,0.079,0.05006599,0.446,0.65400004,0.53,0.72999996,96,7,1.054,0.975,-0.40100002,0.31100002,5.8821287,0,nan,0.0,0.0,0.0,0,3,1,1,1,27,0,0,0
82769624,0,31.189953,117.20100889999999,36.304,34.118,1769065698900136,10813493,0.089,0.08689663,0.446,0.65300006,0.53,0.72999996,96,7,0.61300004,0.56,-0.25,0.28,5.877573,0,nan,0.0,0.0,0.0,0,3,1,1,1,27,0,0,0
82918894,0,31.1899534,117.2010088,36.265,34.079,1769065699000136,10813493,0.128,0.17063892,0.446,0.65300006,0.53,0.72999996,96,7,0.312,0.31100002,-0.012,0.46400002,5.9531236,0,nan,0.0,0.0,0.0,0,3,1,1,1,27,0,0,0
83066704,0,31.189953799999998,117.20100889999999,36.244,34.057,1769065699200136,10813493,0.119,0.628844,0.446,0.65300006,0.53,0.72999996,96,7,0.104,0.062000003,0.08400001,-0.21400002,6.0401325,0,nan,0.0,0.0,0.0,0,3,1,1,1,27,0,0,0
83172657,0,31.1899537,117.201009,36.275,34.089,1769065699300136,10813493,0.123,0.23712339,0.446,0.65300006,0.53,0.72999996,96,7,0.23400001,-0.20400001,0.11400001,-0.47200003,2.2759302,0,nan,0.0,0.0,0.0,0,3,1,1,1,27,0,0,0
