timestamp,course_setpoint,lateral_acceleration_ff,bearing_feas,bearing_feas_on_track,signed_track_error,track_error_bound,adapted_period,wind_est_valid
46059076,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
46079035,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
46178689,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
46258570,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
46378240,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
46457969,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
46577670,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
46677616,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
46777197,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
46876966,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
46976715,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
