timestamp,yaw_sp_move_rate,q_d[0],q_d[1],q_d[2],q_d[3],thrust_body[0],thrust_body[1],thrust_body[2]
46073627,0.0,0.26471004,-0.14601521,-0.0320444,0.95267063,0.014423043,0.0,0.0
46079128,0.0,0.2647081,-0.14601515,-0.032044705,0.95267123,0.014423043,0.0,0.0
46123577,0.0,0.26472595,-0.14601576,-0.032041963,0.9526662,0.014423043,0.0,0.0
46178785,0.0,0.26480952,-0.14661555,-0.031841338,0.9525577,0.014423043,0.0,0.0
46228737,0.0,0.2650078,-0.14602523,-0.03199876,0.95258784,0.014423043,0.0,0.0
46273127,0.0,0.2651167,-0.14602888,-0.031982068,0.95255756,0.014423043,0.0,0.0
46328347,0.0,0.2652648,-0.14663075,-0.031771246,0.9524309,0.014423043,0.0,0.0
46378354,0.0,0.265515,-0.14604224,-0.031921003,0.9524466,0.014423043,0.0,0.0
46428193,0.0,0.26557264,-0.14664102,-0.03172386,0.9523452,0.014423043,0.0,0.0
46472623,0.0,0.26575014,-0.14605013,-0.031884942,0.952381,0.014423043,0.0,0.0
46527960,0.0,0.26565394,-0.14630297,-0.032779664,0.95233864,0.014423043,0.0,0.0
46577765,0.0,0.26565236,-0.14630294,-0.032779902,0.9523391,0.014423043,0.0,0.0
46627663,0.0,0.2658277,-0.14605272,-0.031873047,0.9523594,0.014423043,0.0,0.0
46677716,0.0,0.2658982,-0.14605509,-0.031862244,0.9523397,0.014423043,0.0,0.0
46727406,0.0,0.26573727,-0.14690262,-0.03257819,0.95223004,0.014423043,0.0,0.0
46777294,0.0,0.26599082,-0.14605817,-0.031848032,0.95231384,0.014423043,0.0,0.0
46827208,0.0,0.2659183,-0.1466525,-0.031670626,0.9522487,0.014423043,0.0,0.0
46877062,0.0,0.26596153,-0.1460572,-0.031852525,0.95232207,0.014423043,0.0,0.0
46926882,0.0,0.26576737,-0.14630687,-0.032762237,0.952307,0.014423043,0.0,0.0
46976808,0.0,0.26573813,-0.14604972,-0.031886782,0.95238435,0.014423043,0.0,0.0
