timestamp,compression_gains[0],compression_gains[1],compression_gains[2],spectral_damper_hpf[0],spectral_damper_hpf[1],spectral_damper_hpf[2],spectral_damper_out[0],spectral_damper_out[1],spectral_damper_out[2]
46027825,0.999995,0.999997,0.99999547,9.773851e-07,1.0251454e-07,1.0289868e-06,4.807303e-06,2.849015e-06,4.319822e-06
46128334,0.9999996,0.999999,0.9999997,1.1307112e-06,2.2473973e-08,2.1792412e-09,1.2174572e-06,2.9831444e-06,8.1584653e-07
46230575,0.99999887,0.99999934,0.9999992,2.9813546e-06,1.3489389e-06,1.2034643e-06,3.2307996e-06,1.916645e-06,2.1433752e-06
46332802,0.99999976,0.99999887,0.99999976,4.010713e-07,1.6777404e-06,9.918761e-08,6.5278397e-07,3.167856e-06,7.0061685e-07
46435043,0.9999987,0.99999905,0.99999994,5.1593906e-07,3.644153e-06,1.849916e-08,3.721661e-06,2.8020056e-06,2.1841801e-07
46537296,0.99999815,0.9999998,0.99999994,2.6351902e-06,2.7910012e-13,1.9344947e-08,5.2582204e-06,5.456033e-07,1.044428e-07
46639533,0.99999905,0.9999964,0.9999998,4.5247873e-08,8.351731e-06,1.2388342e-10,2.7681592e-06,1.0243862e-05,5.06903e-07
46741775,0.99999905,0.99999857,0.9999998,8.7222935e-07,2.123451e-06,1.2790883e-06,2.6923483e-06,4.040498e-06,4.825452e-07
46844034,0.9999979,0.99999833,0.99999976,3.2430924e-06,1.0208223e-06,2.66625e-07,6.050434e-06,4.7733183e-06,6.9585667e-07
46946270,0.9999977,0.99999905,0.99999994,5.106819e-06,1.4837975e-07,3.3682193e-07,6.6043567e-06,2.7456065e-06,2.2215278e-07
