timestamp,flight_phase
30960118,0
31957554,0
32975248,0
33962889,0
34960332,0
35957951,0
36955694,0
37963240,0
38960795,0
39958398,0
40956049,0
41963644,0
42961264,0
43958883,0
44956498,0
45954454,0
46961789,0
47959422,0
48956950,0
49974555,0
50962167,0
51959792,0
52957415,0
53975255,0
54962645,0
55960305,0
56957935,0
57955594,0
58963433,0
59960785,0
60958376,0
61956063,0
62963624,0
63961229,0
64958867,0
65956804,0
66974559,0
67962137,0
68959521,0
69957048,0
70974745,0
71962692,0
72960094,0
73957552,0
74975219,0
75962821,0
76960768,0
77958324,0
78955974,0
79963533,0
80961459,0
81958835,0
82956371,0
83964056,0
84961712,0
85959484,0
86957084,0
87974598,0
88962302,0
89960171,0
90957557,0
91975157,0
92962897,0
