timestamp,accel_device_id,gyro_device_id,accel_clipping[0],accel_clipping[1],accel_clipping[2],gyro_clipping[0],gyro_clipping[1],gyro_clipping[2],accel_error_count,gyro_error_count,accel_rate_hz,gyro_rate_hz,accel_raw_rate_hz,gyro_raw_rate_hz,accel_vibration_metric,gyro_vibration_metric,delta_angle_coning_metric,mean_accel[0],mean_accel[1],mean_accel[2],mean_gyro[0],mean_gyro[1],mean_gyro[2],var_accel[0],var_accel[1],var_accel[2],var_gyro[0],var_gyro[1],var_gyro[2],temperature_accel,temperature_gyro
30580562,4259850,4325386,0,0,0,0,0,0,0,0,408.43576,400.96353,2042.179,2004.8177,0.04364517,0.009350619,2.5700644e-10,1.5482565,0.30841577,-10.01538,0.003461011,0.023345692,0.03260512,0.0012827334,0.0012476782,0.0018138111,0.00030897575,0.00093538256,0.0001427427,6.0,nan
31628044,4259850,4325386,0,0,0,0,0,0,0,0,408.42572,400.96332,2042.1287,2004.8167,0.7288652,0.027744692,2.088574e-09,2.9707525,-0.10383184,-10.37245,0.21016191,-0.03045526,0.054893043,0.32234856,0.33283636,1.0063819,0.000835627,0.00034174442,0.0028888097,6.0,nan
32570791,4259850,4325386,0,0,0,0,0,0,0,0,408.42844,400.96313,2042.142,2004.8157,1.076946,0.054655366,1.8165215e-08,1.5785367,-1.683575,-11.179933,0.4240929,0.25885227,-0.0019906722,0.69822115,2.7119136,2.5747058,0.044774823,0.01589462,0.0029144569,6.0,nan
33618285,4259850,4325386,0,0,0,0,0,0,0,0,408.42505,400.9629,2042.1254,2004.8146,1.6125352,0.084737055,3.049316e-08,2.0285387,-0.8894002,-10.994513,0.05859304,-0.42450044,0.31768525,1.1963694,5.077066,1.6176549,0.035820905,0.16764612,0.0013656855,6.0,nan
34561035,4259850,4325386,0,0,0,0,0,0,0,0,408.42102,400.9627,2042.1051,2004.8136,1.8932306,0.10522062,3.6667732e-08,1.7092724,0.20854008,-12.448395,0.4201041,-0.4615392,0.18849912,2.050724,6.0535803,3.8390021,0.05999475,0.07525349,0.0015291636,6.5,nan
35608647,4259850,4325386,0,0,0,0,0,0,0,0,408.41687,400.9625,2042.0842,2004.8125,2.1007926,0.1373949,7.5185646e-08,5.745804,-1.2809576,-7.150073,-0.5639837,0.8662851,0.35489807,9.007694,8.84265,3.941242,0.045736536,0.13797376,0.036473457,6.5,nan
36551285,4259850,4325386,0,0,0,0,0,0,0,0,408.41245,400.9623,2042.0624,2004.8115,4.3033133,0.25893375,5.2281337e-07,2.5585892,-1.3170607,-22.504326,1.1402547,2.767357,-0.9450254,31.068848,29.560373,123.22226,0.31860006,0.27214798,0.050158106,6.5,nan
37598777,4259850,4325386,0,0,0,0,0,0,0,0,408.40973,400.96213,2042.0486,2004.8107,2.8613648,0.17424881,8.7349314e-08,8.009018,-0.9789035,-19.428154,0.8660309,-1.3322245,-0.4761548,15.484087,25.5067,18.41317,0.04385125,0.36036363,0.034788277,6.0,nan
38541550,4259850,4325386,0,0,0,0,0,0,0,0,408.40604,400.9619,2042.0302,2004.8097,2.8732934,0.1793111,5.8034207e-08,8.7129345,-1.9333963,-24.407701,0.55356365,-0.34146369,-0.20935875,26.418037,18.11608,29.47713,0.19918332,0.5711967,0.021045078,6.5,nan
39589024,4259850,4325386,0,0,0,0,0,0,0,0,408.40778,400.96173,2042.0388,2004.8086,3.2213576,0.19374886,5.37114e-08,0.021530308,-0.72253174,-3.1098716,-0.8063774,0.24730703,-0.0012767937,6.3084517,27.523846,57.510868,0.47528538,0.027094724,0.0236514,6.5,nan
