timestamp,timestamp_sample,position[0],position[1],position[2],q[0],q[1],q[2],q[3],velocity[0],velocity[1],velocity[2],angular_velocity[0],angular_velocity[1],angular_velocity[2],position_variance[0],position_variance[1],position_variance[2],orientation_variance[0],orientation_variance[1],orientation_variance[2],velocity_variance[0],velocity_variance[1],velocity_variance[2],pose_frame,velocity_frame,reset_counter,quality
30252475,30251943,100.63304,-1.9263911,-0.16381235,-0.036433376,-0.06435801,-0.011577205,0.99719447,3.871817,0.66287524,0.054768793,-0.090819344,-0.04058316,0.09406486,6505.478,8447.423,0.39972174,0.0008587852,0.0005059677,0.012678096,29.193388,30.740406,0.03844421,1,1,3,0
30745018,30744481,106.73742,0.8296618,-0.15479708,-0.048831575,-0.07172599,-0.018564353,0.99605536,3.8458264,0.78843594,0.025682623,-0.12406956,0.08496174,0.0745548,6794.7876,8782.258,0.38604155,0.00082065846,0.0005074547,0.012297204,29.61066,31.012928,0.03604639,1,1,3,0
31247386,31246870,112.64326,5.409471,-0.13149083,-0.069821596,-0.06914051,-0.02210315,0.9949151,3.7148237,1.0180205,0.08171411,0.029369308,-0.067950815,0.19099906,7102.5967,9125.863,0.37522537,0.0009485534,0.00051015767,0.011718124,30.01648,31.281605,0.033964843,1,1,3,0
31749642,31749259,117.35247,11.089855,-0.064026356,-0.08843714,-0.0775328,0.01930259,0.9928721,3.1944115,1.1324854,0.06571925,0.16579787,0.19439703,-0.03430903,7427.9395,9476.048,0.37624943,0.0008269294,0.0005276405,0.011256701,30.42937,31.554768,0.032697342,1,1,3,0
32252134,32251649,121.89984,21.24907,-0.025556039,-0.09569587,-0.11256313,0.020524528,0.9888127,3.1088927,1.7362213,0.35215268,-0.035254564,-0.3975812,0.18030952,7813.418,9869.495,0.36587995,0.0014404246,0.0006759027,0.009980825,31.134283,32.13484,0.03033499,1,1,3,0
32754434,32754038,124.09938,33.565716,0.03985399,-0.08510303,-0.091353945,0.06973287,0.98972183,3.0054202,2.4256697,-0.09417122,-0.17683473,0.38660342,-0.32312307,8252.082,10307.656,0.35521182,0.00079515425,0.00077763444,0.009852561,31.980288,32.96134,0.027435988,1,1,3,0
33247090,33246578,125.761406,50.435238,0.056941222,-0.06870779,-0.084230654,0.049792267,0.99282694,2.6556711,2.766289,-0.06092456,0.24252358,0.48280242,-0.057417374,8649.68,10712.445,0.35261247,0.0008162405,0.0005970865,0.009414991,32.594524,33.498337,0.02539074,1,1,3,0
33749310,33748968,128.65944,67.54787,0.07424093,-0.10608173,-0.08616418,0.0529504,0.98920107,2.3322282,3.2539263,-0.047845576,0.244958,0.50691617,-0.32517383,9086.758,11159.525,0.34134135,0.0007453463,0.00062732236,0.008939694,33.291584,34.181347,0.023397364,1,1,3,0
34252123,34251359,130.33398,87.81456,0.096231885,-0.09063769,-0.060113076,0.061343573,0.99217355,2.0068805,3.852574,-0.07525319,0.21518457,0.40487674,-0.4037256,9558.434,11638.815,0.3306152,0.00064005394,0.00061992544,0.008466104,34.05876,34.93554,0.021764342,1,1,3,0
34754134,34753749,132.06267,109.31777,0.09344017,-0.087387614,-0.056918267,0.05898306,0.9927964,1.9263171,4.400452,0.07741513,-0.12744616,0.82998013,-0.14441611,10072.22,12163.001,0.3290404,0.0005443552,0.00071075535,0.007964317,34.952255,35.87147,0.02067876,1,1,3,0
35246668,35246290,131.56071,132.57523,0.035126716,-0.093658194,-0.15661472,0.041867185,0.9823172,2.1225088,5.3038063,0.06641043,-0.3361056,-0.43303278,0.0007497323,10613.312,12705.71,0.31737196,0.000671598,0.001034977,0.006870757,35.907837,37.049427,0.019342635,1,1,3,0
35749272,35748681,125.74397,162.03192,0.013091241,-0.18462498,-0.15603922,0.035786685,0.9696828,1.2557819,5.9962335,-0.14485079,0.56633383,0.016387837,0.3813396,11161.7705,13241.496,0.30736607,0.0010667142,0.00085381983,0.0061121667,36.65174,37.773155,0.017921748,1,1,3,0
36251413,36251073,126.633965,192.38892,0.042966887,-0.09282925,-0.111516744,0.056051087,0.9878285,-0.8818774,6.6789412,-0.20036414,0.49325997,0.09892409,-0.85672283,11750.599,13814.943,0.30566663,0.0012646129,0.0006091536,0.005719704,37.460888,38.48132,0.017851472,1,1,3,0
36743958,36743614,127.958435,212.64398,-0.5905994,0.1752007,-0.4343152,0.058676258,0.88160765,-4.3139186,7.283739,-2.4390419,-1.1344901,0.7467714,-0.71943015,12360.646,14443.367,0.2984821,0.002708823,0.0006213132,0.003772293,38.712254,39.317165,0.046075877,1,1,3,0
37246418,37246006,128.84077,241.38226,-1.4786938,0.14682394,-0.2852555,-0.06673014,0.9447853,-1.4491588,7.908128,-1.6126947,0.69974655,-0.90901095,-0.06918273,13008.557,15063.05,0.29762906,0.002822908,0.00072278373,0.0029022084,39.663654,40.754368,0.024446124,1,1,3,0
37748741,37748397,128.4258,269.93146,-1.718334,-0.050125685,-0.12430528,-0.13429987,0.9818346,-1.5051446,8.931384,0.81528187,-1.3787587,-0.2687335,-1.0305533,13591.381,15722.614,0.30218735,0.00773006,0.0024823353,0.027964802,39.975166,41.631157,0.022123933,1,1,4,0
