timestamp,indicated_airspeed_m_s,calibrated_airspeed_m_s,true_airspeed_m_s,calibrated_ground_minus_wind_m_s,true_ground_minus_wind_m_s,airspeed_derivative_filtered,throttle_filtered,pitch_filtered,airspeed_sensor_measurement_valid,selected_airspeed_index
29883239,2.9710693,2.9710693,2.9465632,nan,nan,0.0,0.0,0.0,1,1
29983240,2.6930747,2.6930747,2.670771,nan,nan,0.0,0.0,0.0,1,1
30083239,2.8978984,2.8978984,2.873996,nan,nan,0.0,0.0,0.0,1,1
30283239,3.042481,3.042481,3.0173516,nan,nan,0.0,0.0,0.0,1,1
30483260,2.5845826,2.5845826,2.5632482,nan,nan,0.0,0.0,0.0,1,1
30683240,3.089172,3.089172,3.0636723,nan,nan,0.0,0.0,0.0,1,1
30883240,3.4399576,3.4399576,3.411507,nan,nan,0.0,0.0,0.0,1,1
31083240,3.180497,3.180497,3.1547313,nan,nan,0.0,0.0,0.0,1,1
31283240,2.3034468,2.3034468,2.2844303,nan,nan,0.0,0.0,0.0,1,1
31483254,3.681176,3.681176,3.6514003,nan,nan,0.0,0.0,0.0,1,1
31683239,2.2276251,2.2276251,2.209204,nan,nan,0.0,0.0,0.0,1,1
31883239,1.6778362,1.6778362,1.6639467,nan,nan,0.0,0.0,0.0,1,1
32083239,3.1122537,3.1122537,3.0865247,nan,nan,0.0,0.0,0.0,1,1
32283240,3.3769617,3.3769617,3.3496046,nan,nan,0.0,0.0,0.0,1,1
32483239,4.5190763,4.5190763,4.482478,nan,nan,0.0,0.0,0.0,1,1
32683239,3.070579,3.070579,3.0456655,nan,nan,0.0,0.0,0.0,1,1
32883239,3.6223774,3.6223774,3.5930774,nan,nan,0.0,0.0,0.0,1,1
33083239,3.312768,3.312768,3.2859476,nan,nan,0.0,0.0,0.0,1,1
33283239,2.9950624,2.9950624,2.970799,nan,nan,0.0,0.0,0.0,1,1
33483240,-1.3815458,-1.3815458,-1.3703641,nan,nan,0.0,0.0,0.0,1,1
33683259,2.0951695,2.0951695,2.0781887,nan,nan,0.0,0.0,0.0,1,1
33883239,4.47131,4.47131,4.4351044,nan,nan,0.0,0.0,0.0,1,1
