timestamp,bias_x[0],bias_x[1],bias_x[2],bias_x[3],bias_y[0],bias_y[1],bias_y[2],bias_y[3],bias_z[0],bias_z[1],bias_z[2],bias_z[3],valid[0],valid[1],valid[2],valid[3],stable[0],stable[1],stable[2],stable[3]
29910137,-0.0048925113,0.0,0.0,0.0,0.0061456463,0.0,0.0,0.0,0.01756065,0.0,0.0,0.0,0,0,0,0,0,0,0,0
92948063,-0.0038957235,0.0,0.0,0.0,-0.004618864,0.0,0.0,0.0,-0.0007975639,0.0,0.0,0.0,0,0,0,0,0,0,0,0
92967930,-0.003934386,0.0,0.0,0.0,-0.005327729,0.0,0.0,0.0,-0.00091401604,0.0,0.0,0.0,0,0,0,0,0,0,0,0
93147930,-0.003360074,0.0,0.0,0.0,-0.010514804,0.0,0.0,0.0,-0.00016789953,0.0,0.0,0.0,0,0,0,0,0,0,0,0
