timestamp,timestamp_sample,control[0],control[1],control[2],control[3],control[4],control[5],control[6],control[7]
29979456,29979328,0.13355418,0.11884384,nan,nan,nan,nan,nan,nan
29981947,29981822,0.1329543,0.118985295,nan,nan,nan,nan,nan,nan
30079210,30079089,0.120653056,0.11061205,nan,nan,nan,nan,nan,nan
30181470,30181345,0.11322082,0.12893346,nan,nan,nan,nan,nan,nan
30278741,30278612,0.097586446,0.15464114,nan,nan,nan,nan,nan,nan
30380991,30380867,0.08416431,0.16151963,nan,nan,nan,nan,nan,nan
30478255,30478134,0.09260341,0.17063151,nan,nan,nan,nan,nan,nan
30580513,30580390,0.08693616,0.15000667,nan,nan,nan,nan,nan,nan
30677780,30677657,0.070663616,0.12195864,nan,nan,nan,nan,nan,nan
30780037,30779912,0.050518982,0.1219523,nan,nan,nan,nan,nan,nan
30882290,30882168,0.1066687,0.042148337,nan,nan,nan,nan,nan,nan
30979553,30979435,0.11152117,0.008766866,nan,nan,nan,nan,nan,nan
31081809,31081690,0.029562065,0.17466757,nan,nan,nan,nan,nan,nan
31179077,31178957,0.045846306,0.1577187,nan,nan,nan,nan,nan,nan
31281330,31281213,0.06897511,0.13810723,nan,nan,nan,nan,nan,nan
31378609,31378480,0.11218597,0.10392511,nan,nan,nan,nan,nan,nan
31480871,31480736,0.16155554,0.051247433,nan,nan,nan,nan,nan,nan
31583119,31582991,0.17999524,-0.0010608967,nan,nan,nan,nan,nan,nan
31680385,31680259,0.25861898,-0.06038773,nan,nan,nan,nan,nan,nan
31782638,31782514,0.27728346,-0.16318054,nan,nan,nan,nan,nan,nan
31879908,31879781,0.26526818,-0.2690849,nan,nan,nan,nan,nan,nan
31979661,31979543,0.22259347,-0.38319123,nan,nan,nan,nan,nan,nan
32079552,32079304,0.19389881,-0.3147309,nan,nan,nan,nan,nan,nan
32181682,32181560,0.20298396,-0.17956777,nan,nan,nan,nan,nan,nan
32281497,32281321,0.2832525,-0.12538058,nan,nan,nan,nan,nan,nan
32378705,32378588,0.3271752,-0.015682362,nan,nan,nan,nan,nan,nan
32480972,32480844,0.26342988,-0.08777303,nan,nan,nan,nan,nan,nan
32578232,32578112,0.31707394,-0.18689649,nan,nan,nan,nan,nan,nan
32680486,32680367,0.51735795,-0.35220525,nan,nan,nan,nan,nan,nan
32777753,32777634,0.37019134,-0.3187846,nan,nan,nan,nan,nan,nan
32880009,32879890,0.11621775,-0.20291714,nan,nan,nan,nan,nan,nan
32982267,32982145,0.19116494,-0.017583871,nan,nan,nan,nan,nan,nan
33079533,33079413,0.26009426,0.0019649281,nan,nan,nan,nan,nan,nan
33181804,33181668,0.3777393,-0.18308683,nan,nan,nan,nan,nan,nan
33279054,33278936,0.331601,-0.32533005,nan,nan,nan,nan,nan,nan
33381309,33381191,0.25978437,-0.2162991,nan,nan,nan,nan,nan,nan
33478577,33478459,0.25375783,-0.054797344,nan,nan,nan,nan,nan,nan
33580847,33580715,0.3457687,0.0045107575,nan,nan,nan,nan,nan,nan
33683090,33682970,0.4213506,-0.21969682,nan,nan,nan,nan,nan,nan
33780355,33780238,0.37683332,-0.3549248,nan,nan,nan,nan,nan,nan
33880116,33879999,0.25117263,-0.16704586,nan,nan,nan,nan,nan,nan
33979881,33979761,0.16982673,0.03871185,nan,nan,nan,nan,nan,nan
34079643,34079522,0.41786605,-0.026348962,nan,nan,nan,nan,nan,nan
34179403,34179284,0.56561935,-0.22669794,nan,nan,nan,nan,nan,nan
34279161,34279046,0.40444198,-0.16060904,nan,nan,nan,nan,nan,nan
34381422,34381301,0.1615162,-0.024805805,nan,nan,nan,nan,nan,nan
34478688,34478569,0.2499644,0.026743043,nan,nan,nan,nan,nan,nan
34580943,34580825,0.671148,-0.06729342,nan,nan,nan,nan,nan,nan
34678208,34678092,0.56244904,-0.29345658,nan,nan,nan,nan,nan,nan
34780467,34780348,0.29454455,-0.28010938,nan,nan,nan,nan,nan,nan
34877736,34877615,0.25819337,-0.037136506,nan,nan,nan,nan,nan,nan
34979990,34979871,0.29328904,-0.12237308,nan,nan,nan,nan,nan,nan
35082244,35082127,0.6175658,-0.60021156,nan,nan,nan,nan,nan,nan
35179519,35179394,0.19617355,-0.41272092,nan,nan,nan,nan,nan,nan
35281768,35281650,0.2959508,-0.21477476,nan,nan,nan,nan,nan,nan
35379035,35378918,0.36893055,-0.29527107,nan,nan,nan,nan,nan,nan
35481290,35481173,0.44471124,-0.50879014,nan,nan,nan,nan,nan,nan
35578558,35578441,0.22410245,-0.5148296,nan,nan,nan,nan,nan,nan
35680819,35680697,0.21728158,-0.33533162,nan,nan,nan,nan,nan,nan
35783071,35782953,0.23052052,-0.28572085,nan,nan,nan,nan,nan,nan
35880338,35880220,0.3550753,-0.42785907,nan,nan,nan,nan,nan,nan
35982596,35982476,0.10690416,-0.296791,nan,nan,nan,nan,nan,nan
36079880,36079744,0.06808934,-0.12257516,nan,nan,nan,nan,nan,nan
36182141,36182000,0.16951424,-0.13870293,nan,nan,nan,nan,nan,nan
36279385,36279267,0.38068098,-0.37401396,nan,nan,nan,nan,nan,nan
36381660,36381523,-0.24715132,0.4877473,nan,nan,nan,nan,nan,nan
36481403,36481285,-0.39192405,-0.20843089,nan,nan,nan,nan,nan,nan
36578683,36578553,-0.26995304,-0.26820162,nan,nan,nan,nan,nan,nan
36680929,36680809,-0.39466238,-0.4886501,nan,nan,nan,nan,nan,nan
36778202,36778076,-1.0,0.1103546,nan,nan,nan,nan,nan,nan
36880454,36880332,-1.0,0.37032992,nan,nan,nan,nan,nan,nan
36977877,36977600,-0.9791663,-0.02083391,nan,nan,nan,nan,nan,nan
37079976,37079856,-0.72348094,0.018452233,nan,nan,nan,nan,nan,nan
37182268,37182111,-1.0,0.24586964,nan,nan,nan,nan,nan,nan
37279497,37279379,-0.73176914,0.0438957,nan,nan,nan,nan,nan,nan
37381755,37381635,-1.0,0.15528822,nan,nan,nan,nan,nan,nan
37479023,37478903,-1.0,0.22534616,nan,nan,nan,nan,nan,nan
37581295,37581159,-0.3957187,0.17991267,nan,nan,nan,nan,nan,nan
37678555,37678426,-0.4712566,0.28088427,nan,nan,nan,nan,nan,nan
37780803,37780684,-1.0,0.874206,nan,nan,nan,nan,nan,nan
37883062,37882938,-0.6432168,0.9664691,nan,nan,nan,nan,nan,nan
37980327,37980206,-0.3947669,0.784764,nan,nan,nan,nan,nan,nan
38082581,38082462,-0.7716803,1.0,nan,nan,nan,nan,nan,nan
38179851,38179730,-0.2569985,0.5612312,nan,nan,nan,nan,nan,nan
38279611,38279491,-0.33751696,0.8876354,nan,nan,nan,nan,nan,nan
38379372,38379253,-0.6814517,0.9327624,nan,nan,nan,nan,nan,nan
38481634,38481509,-0.72189564,1.0,nan,nan,nan,nan,nan,nan
38581391,38581271,-0.18892506,0.4717348,nan,nan,nan,nan,nan,nan
38678659,38678539,-0.8088211,1.0,nan,nan,nan,nan,nan,nan
38780912,38780795,-0.62878036,0.99888253,nan,nan,nan,nan,nan,nan
38878181,38878062,-0.5415091,0.7558841,nan,nan,nan,nan,nan,nan
38980438,38980318,-0.6944339,1.0,nan,nan,nan,nan,nan,nan
39077703,39077586,-0.34635204,0.8716468,nan,nan,nan,nan,nan,nan
39179962,39179843,-0.14026217,0.3368975,nan,nan,nan,nan,nan,nan
