timestamp,course_setpoint,lateral_acceleration_ff,bearing_feas,bearing_feas_on_track,signed_track_error,track_error_bound,adapted_period,wind_est_valid
101181759,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
101261574,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
101361285,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
101461033,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
101560851,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
101660539,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
101760342,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
101860125,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
101959801,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
102059550,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
102159369,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
102259093,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
102358794,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
102458597,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
102578260,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
102658130,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
102777807,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
102857636,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
102977264,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
103057179,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
103176792,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
103276567,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
103376359,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
103476082,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
103575798,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
103675622,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
103775317,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
103875100,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
103964925,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
104064691,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
104164369,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
104264228,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
104363872,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
104463679,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
104563388,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
104663145,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
104762854,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
104862722,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
104962369,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
105062154,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
105161942,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
105261684,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
105361371,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
105461196,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
105560901,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
105655745,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
105760405,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
105860194,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
105959904,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
106059696,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
106159437,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
106259201,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
106358903,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
106458719,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
106558439,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
106658315,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
106777888,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
106857770,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
106977440,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
107057275,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
107176928,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
107256762,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
107376399,0.0,0.0,1.0,1.0,0.0,212.13,10.0,0
