timestamp,lat,lon,alt,x,y,z,roll,pitch,yaw,update_count,valid_alt,valid_hpos,valid_lpos,manual_home
101105786,31.1856369,117.1976018,49.101,0.0,0.0,0.0,0.0,0.0,0.0,337,1,1,0,0
106437669,31.185637699999997,117.1976021,49.044,0.0,0.0,0.0,0.0,0.0,0.0,338,1,1,0,0
106448839,31.185637699999997,117.1976021,49.044,0.0,0.0,0.0,0.0,0.0,0.0,339,1,1,0,0
106459664,31.185637699999997,117.1976021,49.044,0.0,0.0,0.0,0.0,0.0,0.0,340,1,1,0,0
106470945,31.185637699999997,117.1976021,49.044,0.0,0.0,0.0,0.0,0.0,0.0,341,1,1,0,0
106481664,31.185637699999997,117.1976021,49.044,0.0,0.0,0.0,0.0,0.0,0.0,342,1,1,0,0
106492664,31.185637699999997,117.1976021,49.044,0.0,0.0,0.0,0.0,0.0,0.0,343,1,1,0,0
106503708,31.185637699999997,117.1976021,49.044,0.0,0.0,0.0,0.0,0.0,0.0,344,1,1,0,0
106514664,31.185637699999997,117.1976021,49.044,0.0,0.0,0.0,0.0,0.0,0.0,345,1,1,0,0
106525687,31.185637699999997,117.1976021,49.044,0.0,0.0,0.0,0.0,0.0,0.0,346,1,1,0,0
106536664,31.185637699999997,117.1976021,49.044,0.0,0.0,0.0,0.0,0.0,0.0,347,1,1,0,0
106547669,31.185637699999997,117.1976021,49.038,0.0,0.0,0.0,0.0,0.0,0.0,348,1,1,0,0
106558664,31.185637699999997,117.1976021,49.038,0.0,0.0,0.0,0.0,0.0,0.0,349,1,1,0,0
106569667,31.185637699999997,117.1976021,49.038,0.0,0.0,0.0,0.0,0.0,0.0,350,1,1,0,0
106580664,31.185637699999997,117.1976021,49.038,0.0,0.0,0.0,0.0,0.0,0.0,351,1,1,0,0
106591664,31.185637699999997,117.1976021,49.038,0.0,0.0,0.0,0.0,0.0,0.0,352,1,1,0,0
106602667,31.185637699999997,117.1976021,49.038,0.0,0.0,0.0,0.0,0.0,0.0,353,1,1,0,0
106614213,31.185637699999997,117.1976021,49.038,0.0,0.0,0.0,0.0,0.0,0.0,354,1,1,0,0
106624664,31.185637699999997,117.1976021,49.038,0.0,0.0,0.0,0.0,0.0,0.0,355,1,1,0,0
106635664,31.185637699999997,117.1976021,49.038,0.0,0.0,0.0,0.0,0.0,0.0,356,1,1,0,0
106646667,31.185637699999997,117.1976021,49.038,0.0,0.0,0.0,0.0,0.0,0.0,357,1,1,0,0
106658495,31.185637699999997,117.1976021,49.043,0.0,0.0,0.0,0.0,0.0,0.0,358,1,1,0,0
106668664,31.185637699999997,117.1976021,49.043,0.0,0.0,0.0,0.0,0.0,0.0,359,1,1,0,0
106679664,31.185637699999997,117.1976021,49.043,0.0,0.0,0.0,0.0,0.0,0.0,360,1,1,0,0
106690664,31.185637699999997,117.1976021,49.043,0.0,0.0,0.0,0.0,0.0,0.0,361,1,1,0,0
106701664,31.185637699999997,117.1976021,49.043,0.0,0.0,0.0,0.0,0.0,0.0,362,1,1,0,0
106713131,31.185637699999997,117.1976021,49.043,0.0,0.0,0.0,0.0,0.0,0.0,363,1,1,0,0
106723679,31.185637699999997,117.1976021,49.043,0.0,0.0,0.0,0.0,0.0,0.0,364,1,1,0,0
106734750,31.185637699999997,117.1976021,49.043,0.0,0.0,0.0,0.0,0.0,0.0,365,1,1,0,0
106745743,31.185637699999997,117.1976021,49.045,0.0,0.0,0.0,0.0,0.0,0.0,366,1,1,0,0
106756754,31.185637699999997,117.1976021,49.045,0.0,0.0,0.0,0.0,0.0,0.0,367,1,1,0,0
106768082,31.185637699999997,117.1976021,49.045,0.0,0.0,0.0,0.0,0.0,0.0,368,1,1,0,0
106778668,31.185637699999997,117.1976021,49.045,0.0,0.0,0.0,0.0,0.0,0.0,369,1,1,0,0
106790632,31.185637699999997,117.1976021,49.045,0.0,0.0,0.0,0.0,0.0,0.0,370,1,1,0,0
106803679,31.185637699999997,117.1976021,49.045,0.0,0.0,0.0,0.0,0.0,0.0,371,1,1,0,0
106814664,31.185637699999997,117.1976021,49.045,0.0,0.0,0.0,0.0,0.0,0.0,372,1,1,0,0
106825664,31.185637699999997,117.1976021,49.045,0.0,0.0,0.0,0.0,0.0,0.0,373,1,1,0,0
106836664,31.185637699999997,117.1976021,49.045,0.0,0.0,0.0,0.0,0.0,0.0,374,1,1,0,0
106847918,31.1856378,117.1976021,49.038,0.0,0.0,0.0,0.0,0.0,0.0,375,1,1,0,0
106858664,31.1856378,117.1976021,49.038,0.0,0.0,0.0,0.0,0.0,0.0,376,1,1,0,0
106870262,31.1856378,117.1976021,49.038,0.0,0.0,0.0,0.0,0.0,0.0,377,1,1,0,0
106880664,31.1856378,117.1976021,49.038,0.0,0.0,0.0,0.0,0.0,0.0,378,1,1,0,0
106891664,31.1856378,117.1976021,49.038,0.0,0.0,0.0,0.0,0.0,0.0,379,1,1,0,0
106902667,31.1856378,117.1976021,49.038,0.0,0.0,0.0,0.0,0.0,0.0,380,1,1,0,0
106913678,31.1856378,117.1976021,49.038,0.0,0.0,0.0,0.0,0.0,0.0,381,1,1,0,0
106924664,31.1856378,117.1976021,49.038,0.0,0.0,0.0,0.0,0.0,0.0,382,1,1,0,0
