timestamp,normalized_wheel_setpoint
101181855,0.009615483
101276201,0.009615483
101375932,0.009615483
101475701,0.009615483
101575458,-0.2182253
101675199,-0.97122294
101774938,-0.61630684
101874752,0.009615483
101974453,0.009615483
102074255,0.009615483
102173999,0.009615483
102273735,0.038461637
102373459,0.25961548
102473250,0.70432705
102578351,0.78605783
102672736,0.009615483
102777901,0.009615483
102872239,-0.076738484
102977359,-0.82014376
103071791,-0.76019174
103176883,0.009615483
103276660,0.009615483
103376453,0.009615483
103476174,0.009615483
103575915,0.009615483
103675715,0.009615483
103775408,0.009615483
103875190,0.009615483
103974920,-0.22541955
104074688,-0.7410071
104174440,-0.74580324
104274222,-0.6258992
104373968,-0.5731414
104473724,-0.08153465
104573507,0.31009626
104677854,0.658654
104772958,0.7283655
104877314,0.6514424
104972416,0.16586548
105076825,-0.63788956
105171931,-0.88009584
105276332,-0.9088728
105376035,0.009615483
105475830,0.009615483
105575558,0.009615483
105675333,0.009615483
105775046,0.009615483
105874848,0.009615483
105974568,0.009615483
106074358,0.009615483
106174072,0.009615483
106273869,0.009615483
106373574,0.009615483
106473365,0.009615483
106573085,0.009615483
106672983,0.009615483
106777980,0.009615483
106872399,0.009615483
106977532,0.009615483
107071913,0.009615483
107177020,0.009615483
107271409,0.009615483
107376490,0.009615483
