timestamp,timestamp_sample,device_id,pressure,temperature,error_count
35281513,35280932,4028193,101181.0,26.97,0
36275068,36274487,4028193,101181.0,26.99,0
37268730,37268149,4028193,101176.0,27.0,0
38284180,38283599,4028193,101178.0,27.029999,0
39277713,39277132,4028193,101178.0,27.05,0
40282131,40281550,4028193,101178.0,27.07,0
41286649,41286068,4028193,101175.0,27.09,0
42280316,42279735,4028193,101173.0,27.109999,0
43273876,43273295,4028193,101179.0,27.13,0
44267503,44266922,4028193,101178.0,27.15,0
45282649,45282068,4028193,101178.0,27.17,0
46276314,46275733,4028193,101175.0,27.189999,0
47280701,47280120,4028193,101179.0,27.199999,0
48285290,48284709,4028193,101179.0,27.21,0
49278932,49278351,4028193,101172.0,27.23,0
50272722,50272141,4028193,101176.0,27.23,0
51266527,51265946,4028193,101175.0,27.25,0
52281691,52281110,4028193,101175.0,27.26,0
53275315,53274734,4028193,101183.0,27.279999,0
54279680,54279099,4028193,101173.0,27.3,0
55284048,55283467,4028193,101173.0,27.32,0
56277641,56277060,4028193,101180.0,27.34,0
57271288,57270707,4028193,101175.0,27.359999,0
58286489,58285908,4028193,101182.0,27.38,0
59280055,59279474,4028193,101177.0,27.38,0
60284461,60283879,4028193,101175.0,27.39,0
61278080,61277499,4028193,101176.0,27.39,0
62282460,62281879,4028193,101180.0,27.39,0
63276056,63275475,4028193,101177.0,27.4,0
64269660,64269079,4028193,101184.0,27.39,0
65284951,65284370,4028193,101179.0,27.4,0
66278499,66277918,4028193,101181.0,27.4,0
67283080,67282498,4028193,101178.0,27.39,0
68276942,68276361,4028193,101179.0,27.39,0
69281346,69280758,4028193,101171.0,27.4,0
70274917,70274336,4028193,101172.0,27.4,0
71268523,71267942,4028193,101168.0,27.42,0
72283892,72283311,4028193,101174.0,27.43,0
73277424,73276830,4028193,101173.0,27.449999,0
74281899,74281307,4028193,101175.0,27.47,0
75286254,75285673,4028193,101166.0,27.48,0
76279877,76279296,4028193,101178.0,27.5,0
77273555,77272974,4028193,101169.0,27.519999,0
78267079,78266498,4028193,101161.0,27.529999,0
79282433,79281852,4028193,101172.0,27.55,0
80276163,80275562,4028193,101166.0,27.55,0
81280494,81279913,4028193,101186.0,27.55,0
82284877,82284294,4028193,101199.0,27.55,0
83278477,83277897,4028193,101197.0,27.539999,0
84272092,84271511,4028193,101195.0,27.519999,0
85265652,85265071,4028193,101196.0,27.51,0
86280913,86280332,4028193,101199.0,27.5,0
87274879,87274299,4028193,101199.0,27.5,0
88279355,88278728,4028193,101197.0,27.5,0
89284072,89283490,4028193,101198.0,27.5,0
90277710,90277129,4028193,101194.0,27.5,0
91271654,91271073,4028193,101195.0,27.51,0
92265343,92264762,4028193,101195.0,27.51,0
93280636,93280055,4028193,101198.0,27.51,0
94274457,94273876,4028193,101195.0,27.519999,0
95278868,95278287,4028193,101196.0,27.519999,0
96283506,96282923,4028193,101198.0,27.539999,0
97277110,97276529,4028193,101193.0,27.539999,0
98270846,98270265,4028193,101194.0,27.55,0
99286166,99285585,4028193,101197.0,27.57,0
100279707,100279126,4028193,101197.0,27.57,0
101284355,101283774,4028193,101194.0,27.58,0
102277887,102277306,4028193,101199.0,27.59,0
103282365,103281784,4028193,101200.0,27.599998,0
104275936,104275355,4028193,101195.0,27.609999,0
105269478,105268897,4028193,101197.0,27.619999,0
106284648,106284067,4028193,101202.0,27.63,0
107278301,107277719,4028193,101199.0,27.64,0
108282722,108282141,4028193,101195.0,27.65,0
109276334,109275753,4028193,101196.0,27.66,0
110280634,110280053,4028193,101183.0,27.67,0
111274262,111273681,4028193,101182.0,27.67,0
112267905,112267324,4028193,101179.0,27.68,0
113283091,113282510,4028193,101180.0,27.68,0
114276741,114276159,4028193,101185.0,27.699999,0
115281106,115280525,4028193,101188.0,27.71,0
116285762,116285181,4028193,101187.0,27.72,0
117279330,117278743,4028193,101188.0,27.73,0
118272924,118272343,4028193,101187.0,27.74,0
