timestamp,timestamp_sample,baro_device_id,baro_alt_meter,baro_pressure_pa,ambient_temperature,rho,temperature_source,calibration_count
34547171,34527614,4028193,290.01837,97889.67,21.519297,1.1570944,2,1
34611979,34587030,4028193,289.8915,97891.17,21.519297,1.1571122,2,1
34784776,34759870,4028193,289.8915,97891.17,21.519297,1.1571122,2,1
34957542,34932646,4028193,289.95493,97890.42,21.519297,1.1571033,2,1
35184325,35162095,4028193,290.12668,97888.42,21.519297,1.1570797,2,1
35357166,35334944,4028193,290.01837,97889.67,21.519297,1.1570944,2,1
35583942,35564449,4028193,289.84662,97891.67,21.519297,1.1571181,2,1
35756687,35737198,4028193,290.2324,97887.17,21.519297,1.1570649,2,1
35994284,35969365,4028193,290.1901,97887.67,21.519297,1.1570708,2,1
36167139,36142223,4028193,289.82547,97891.92,21.519297,1.1571211,2,1
36393965,36371752,4028193,289.99722,97889.92,21.519297,1.1570975,2,1
36566760,36544571,4028193,289.99722,97889.92,21.519297,1.1570975,2,1
36793497,36774003,4028193,289.80432,97892.17,21.519297,1.157124,2,1
36966340,36946807,4028193,289.8915,97891.17,21.519297,1.1571122,2,1
37139146,37119642,4028193,290.06064,97889.17,21.519297,1.1570885,2,1
37376729,37351832,4028193,290.06064,97889.17,21.519297,1.1570885,2,1
37549501,37524614,4028193,290.0395,97889.42,21.519297,1.1570915,2,1
37776334,37754118,4028193,289.65634,97893.92,21.519297,1.1571447,2,1
37949122,37926926,4028193,290.06064,97889.17,21.519297,1.1570885,2,1
38176145,38156635,4028193,289.97607,97890.17,21.421593,1.157484,2,1
38348978,38329483,4028193,290.06064,97889.17,21.421593,1.1574723,2,1
38586526,38561633,4028193,290.16898,97887.92,21.421593,1.1574575,2,1
38759341,38734451,4028193,290.36185,97885.67,21.421593,1.1574309,2,1
38986162,38963943,4028193,290.01837,97889.67,21.421593,1.1574781,2,1
39158940,39136732,4028193,290.2535,97886.92,21.421593,1.1574457,2,1
39385734,39366241,4028193,290.31958,97886.17,21.421593,1.1574367,2,1
39558532,39539031,4028193,290.42526,97884.92,21.421593,1.157422,2,1
39796153,39771243,4028193,290.16898,97887.92,21.421593,1.1574575,2,1
39968979,39944069,4028193,290.27466,97886.67,21.421593,1.1574427,2,1
40195758,40173558,4028193,290.31958,97886.17,21.421593,1.1574367,2,1
40368523,40346327,4028193,290.0395,97889.42,21.421593,1.1574752,2,1
40595358,40575851,4028193,290.21124,97887.42,21.421593,1.1574516,2,1
40768200,40748676,4028193,290.27466,97886.67,21.421593,1.1574427,2,1
40941072,40921579,4028193,290.27466,97886.67,21.421593,1.1574427,2,1
41178688,41153775,4028193,290.21124,97887.42,21.421593,1.1574516,2,1
41351499,41326596,4028193,290.14783,97888.17,21.421593,1.1574605,2,1
41578334,41556136,4028193,290.34073,97885.92,21.421593,1.1574337,2,1
41751119,41728930,4028193,290.31958,97886.17,21.421593,1.1574367,2,1
41977892,41958394,4028193,290.31958,97886.17,21.421593,1.1574367,2,1
42150733,42131196,4028193,290.0844,97888.92,21.421593,1.1574693,2,1
42388345,42363435,4028193,290.1901,97887.67,21.421593,1.1574545,2,1
42561168,42536278,4028193,290.14783,97888.17,21.421593,1.1574605,2,1
42787897,42765678,4028193,290.2324,97887.17,21.421593,1.1574486,2,1
42960690,42938471,4028193,290.31958,97886.17,21.421593,1.1574367,2,1
43187492,43167984,4028193,290.31958,97886.17,21.421593,1.1574367,2,1
43360292,43340801,4028193,290.2324,97887.17,21.421593,1.1574486,2,1
43597889,43572972,4028193,290.27466,97886.67,21.421593,1.1574427,2,1
43770680,43745760,4028193,290.2535,97886.92,21.421593,1.1574457,2,1
43997533,43975332,4028193,290.12668,97888.42,21.421593,1.1574634,2,1
44170334,44148136,4028193,290.29843,97886.42,21.421593,1.1574397,2,1
44397155,44377650,4028193,290.40414,97885.17,21.421593,1.1574249,2,1
44569889,44550378,4028193,290.2324,97887.17,21.421593,1.1574486,2,1
44742678,44723188,4028193,290.27466,97886.67,21.421593,1.1574427,2,1
44980366,44955467,4028193,290.12668,97888.42,21.421593,1.1574634,2,1
45153141,45128246,4028193,290.10556,97888.67,21.421593,1.1574663,2,1
45379898,45357662,4028193,290.10556,97888.67,21.421593,1.1574663,2,1
45552725,45530505,4028193,289.99722,97889.92,21.421593,1.1574811,2,1
45779515,45760005,4028193,290.16898,97887.92,21.421593,1.1574575,2,1
45952290,45932769,4028193,290.2324,97887.17,21.421593,1.1574486,2,1
46189914,46164992,4028193,290.2535,97886.92,21.421593,1.1574457,2,1
46362716,46337829,4028193,290.10556,97888.67,21.421593,1.1574663,2,1
46589561,46567352,4028193,290.12668,97888.42,21.421593,1.1574634,2,1
46762291,46740101,4028193,290.0395,97889.42,21.421593,1.1574752,2,1
46989142,46969576,4028193,290.2535,97886.92,21.421593,1.1574457,2,1
47161952,47142454,4028193,290.16898,97887.92,21.421593,1.1574575,2,1
47399501,47374612,4028193,290.0844,97888.92,21.421593,1.1574693,2,1
47572258,47547358,4028193,290.16898,97887.92,21.421593,1.1574575,2,1
47745106,47720160,4028193,290.0844,97888.92,21.421593,1.1574693,2,1
47971874,47949686,4028193,290.21124,97887.42,21.421593,1.1574516,2,1
48144815,48122600,4028193,290.29843,97886.42,21.421593,1.1574397,2,1
48371672,48352181,4028193,290.0844,97888.92,21.421593,1.1574693,2,1
48544499,48525001,4028193,290.14783,97888.17,21.421593,1.1574605,2,1
48782151,48757201,4028193,290.06064,97889.17,21.421593,1.1574723,2,1
48954954,48930040,4028193,290.40414,97885.17,21.421593,1.1574249,2,1
49181778,49159563,4028193,290.21124,97887.42,21.421593,1.1574516,2,1
49354541,49332344,4028193,290.2324,97887.17,21.421593,1.1574486,2,1
49581340,49561798,4028193,290.2535,97886.92,21.421593,1.1574457,2,1
49754144,49734639,4028193,290.383,97885.42,21.421593,1.1574279,2,1
49991890,49966986,4028193,290.21124,97887.42,21.421593,1.1574516,2,1
50164734,50139831,4028193,290.16898,97887.92,21.421593,1.1574575,2,1
50391531,50369326,4028193,290.0844,97888.92,21.421593,1.1574693,2,1
50564356,50542163,4028193,290.2324,97887.17,21.421593,1.1574486,2,1
50791227,50771719,4028193,290.06064,97889.17,21.421593,1.1574723,2,1
50964080,50944579,4028193,290.2324,97887.17,21.421593,1.1574486,2,1
51136964,51117461,4028193,290.34073,97885.92,21.421593,1.1574337,2,1
51374531,51349638,4028193,289.8915,97891.17,21.421593,1.157496,2,1
51547303,51522374,4028193,290.0395,97889.42,21.421593,1.1574752,2,1
51774095,51751902,4028193,290.2324,97887.17,21.421593,1.1574486,2,1
51946990,51924779,4028193,290.01837,97889.67,21.421593,1.1574781,2,1
52173743,52154252,4028193,290.21124,97887.42,21.421593,1.1574516,2,1
52346491,52326991,4028193,290.10556,97888.67,21.421593,1.1574663,2,1
52584082,52559170,4028193,290.2324,97887.17,21.421593,1.1574486,2,1
52756957,52732065,4028193,290.12668,97888.42,21.421593,1.1574634,2,1
52983685,52961477,4028193,290.21124,97887.42,21.421593,1.1574516,2,1
53156515,53134267,4028193,290.12668,97888.42,21.421593,1.1574634,2,1
53383369,53363875,4028193,290.14783,97888.17,21.421593,1.1574605,2,1
53556145,53536634,4028193,290.12668,97888.42,21.421593,1.1574634,2,1
53793694,53768808,4028193,290.0844,97888.92,21.421593,1.1574693,2,1
53966469,53941568,4028193,290.10556,97888.67,21.421593,1.1574663,2,1
54193285,54171080,4028193,290.10556,97888.67,21.421593,1.1574663,2,1
54366090,54343895,4028193,290.29843,97886.42,21.421593,1.1574397,2,1
54592895,54573390,4028193,290.31958,97886.17,21.421593,1.1574367,2,1
54765738,54746157,4028193,290.29843,97886.42,21.421593,1.1574397,2,1
54938531,54919038,4028193,289.80432,97892.17,21.421593,1.1575078,2,1
55176085,55151197,4028193,290.06064,97889.17,21.421593,1.1574723,2,1
55348877,55323971,4028193,290.1901,97887.67,21.421593,1.1574545,2,1
55575651,55553464,4028193,289.87036,97891.42,21.421593,1.1574988,2,1
55748540,55726334,4028193,290.0395,97889.42,21.421593,1.1574752,2,1
55975379,55955872,4028193,290.2324,97887.17,21.421593,1.1574486,2,1
56148102,56128603,4028193,290.21124,97887.42,21.421593,1.1574516,2,1
56385681,56360766,4028193,290.16898,97887.92,21.421593,1.1574575,2,1
56558519,56533625,4028193,290.0844,97888.92,21.421593,1.1574693,2,1
56785366,56763159,4028193,290.0844,97888.92,21.421593,1.1574693,2,1
56958083,56935883,4028193,290.21124,97887.42,21.421593,1.1574516,2,1
57184865,57165373,4028193,289.97607,97890.17,21.421593,1.157484,2,1
57357686,57338195,4028193,290.27466,97886.67,21.421593,1.1574427,2,1
57595327,57570428,4028193,289.78317,97892.42,21.421593,1.1575106,2,1
57768103,57743194,4028193,290.0395,97889.42,21.421593,1.1574752,2,1
57994890,57972701,4028193,290.01837,97889.67,21.421593,1.1574781,2,1
58167676,58145483,4028193,289.9338,97890.67,21.421593,1.15749,2,1
58394479,58374989,4028193,290.0395,97889.42,21.421593,1.1574752,2,1
58567290,58547764,4028193,290.10556,97888.67,21.421593,1.1574663,2,1
58740134,58720578,4028193,289.91266,97890.92,21.421593,1.1574929,2,1
