timestamp,timestamp_sample,latitude_deg,longitude_deg,altitude_msl_m,altitude_ellipsoid_m,time_utc_usec,device_id,s_variance_m_s,c_variance_rad,eph,epv,hdop,vdop,noise_per_ms,jamming_indicator,vel_m_s,vel_n_m_s,vel_e_m_s,vel_d_m_s,cog_rad,timestamp_time_relative,heading,heading_offset,heading_accuracy,rtcm_injection_rate,automatic_gain_control,fix_type,jamming_state,spoofing_state,vel_ned_valid,satellites_used,selected_rtcm_instance,rtcm_crc_failed,rtcm_msg_used
35310688,0,31.185167099999997,117.19789379999999,31.782,29.588,0,10813493,2.66,1.2559365,98.954,29.297,99.99,99.99,93,5,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0
36305627,0,31.1851623,117.1979171,31.54,29.346,0,10813493,2.6950002,2.0306127,95.380005,29.179,99.99,99.99,93,3,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0
37304986,0,31.185166499999998,117.1978985,31.505,29.311,0,10813493,2.5070002,1.2454542,94.489006,29.169,99.99,99.99,93,6,0.0,0.0,0.0,0.0,0.0,0,nan,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0
38295630,0,31.185210299999998,117.1976773,41.299,39.105000000000004,0,10813493,0.381,0.5226107,6.037,8.502001,2.09,2.9299998,93,4,0.32900003,-0.282,0.16900001,0.068,2.3923717,0,nan,0.0,0.0,0.0,0,3,1,1,1,5,0,0,0
39294615,0,31.185210599999998,117.19767569999999,41.363,39.168,0,10813493,0.386,0.5226929,3.5110002,4.414,2.09,2.9299998,93,4,0.109000005,-0.10300001,0.034,-0.039,2.3923717,0,nan,0.0,0.0,0.0,0,3,1,1,1,5,0,0,0
40294616,0,31.1852107,117.1976747,41.357,39.163000000000004,0,10813493,0.287,0.5227942,2.9770002,3.703,2.09,2.9299998,99,3,0.19700001,0.16800001,0.104,-0.134,2.3923717,0,nan,0.0,0.0,0.0,0,3,1,1,1,5,0,0,0
41293618,0,31.1852108,117.19767449999999,41.197,39.003,0,10813493,0.36900002,0.70033324,2.519,3.154,2.09,2.9299998,99,3,0.116000004,0.074,-0.09,0.149,2.4475694,0,nan,0.0,0.0,0.0,0,3,1,1,1,5,0,0,0
42293616,0,31.1852104,117.19767379999999,41.135,38.941,0,10813493,0.21900001,0.7003999,2.374,3.0310001,2.09,2.9299998,99,4,0.15,-0.031000001,-0.147,0.056,2.4475694,0,nan,0.0,0.0,0.0,0,3,1,1,1,5,0,0,0
43292621,0,31.185209699999998,117.1976732,40.876,38.681,0,10813493,0.23300001,0.70045227,2.1200001,2.746,2.09,2.9299998,99,3,0.051000003,-0.037,-0.034,-0.085,2.4475694,0,nan,0.0,0.0,0.0,0,3,1,1,1,5,0,0,0
44296614,0,31.1852104,117.19767159999999,40.976,38.781,0,10813493,0.23600002,0.7730466,1.9770001,2.6100001,2.09,2.9299998,99,14,0.069000006,-0.003,-0.069000006,-0.059000004,0.123373486,0,nan,0.0,0.0,0.0,0,3,1,1,1,5,0,0,0
45294632,0,31.1852108,117.19767039999999,40.952,38.758,0,10813493,0.102000006,0.6361627,1.7760001,2.3330002,2.09,2.9299998,100,3,0.010000001,-0.002,-0.010000001,0.002,6.05112,0,nan,0.0,0.0,0.0,0,3,1,1,1,5,0,0,0
46293616,0,31.1852102,117.19767019999999,40.727000000000004,38.532000000000004,0,10813493,0.216,0.5724118,1.628,2.124,2.09,2.9299998,100,3,0.044000003,-0.043,-0.008,0.085,1.2790262,0,nan,0.0,0.0,0.0,0,3,1,1,1,5,0,0,0
47295629,0,31.1852073,117.19767089999999,40.189,37.994,0,10813493,0.12900001,0.621648,1.508,1.9610001,1.9399999,2.8899999,99,6,0.093,0.093,0.0050000004,0.029000001,0.42388514,0,nan,0.0,0.0,0.0,0,3,1,1,1,6,0,0,0
48294616,0,31.1852052,117.197672,39.968,37.773,0,10813493,0.096,0.62168205,1.414,1.8330001,1.9399999,2.8899999,99,3,0.049000002,-0.033,-0.037,-0.013,0.42388514,0,nan,0.0,0.0,0.0,0,3,1,1,1,6,0,0,0
49296616,0,31.1852041,117.1976732,39.736000000000004,37.541000000000004,0,10813493,0.266,0.62172467,1.3470001,1.746,1.9399999,2.8899999,99,3,0.147,0.14500001,0.021000002,0.024,0.42388514,0,nan,0.0,0.0,0.0,0,3,1,1,1,6,0,0,0
50296615,0,31.1852043,117.19767379999999,39.764,37.569,0,10813493,0.381,0.5524981,1.3620001,1.7630001,1.9399999,2.8899999,99,4,0.22800002,0.21300001,0.082,-0.179,6.1589155,0,nan,0.0,0.0,0.0,0,3,1,1,1,6,0,0,0
51295944,0,31.1852047,117.1976739,39.74,37.546,0,10813493,0.48400003,0.55261767,1.439,1.868,1.9399999,2.8899999,99,3,0.098000005,-0.093,0.029000001,-0.068,6.1589155,0,nan,0.0,0.0,0.0,0,3,1,1,1,6,0,0,0
52297616,0,31.1852052,117.1976742,39.782000000000004,37.588,0,10813493,0.46100003,0.552748,1.567,2.0700002,1.9399999,2.8899999,99,5,0.038000003,-0.034,0.018000001,-0.22000001,6.1589155,0,nan,0.0,0.0,0.0,0,3,1,1,1,6,0,0,0
53296621,0,31.1852044,117.19767499999999,39.54,37.346000000000004,0,10813493,0.324,0.5528618,1.562,2.098,1.5899999,2.6499999,99,3,0.057000004,0.006,-0.057000004,0.076000005,6.1589155,0,nan,0.0,0.0,0.0,0,3,1,1,1,7,0,0,0
54296701,0,31.1852056,117.19767399999999,39.682,37.487,0,10813493,0.24400002,0.55291486,1.4720001,1.9820001,1.5899999,2.6499999,99,3,0.019000001,-0.019000001,-0.001,0.013,6.1589155,0,nan,0.0,0.0,0.0,0,3,1,1,1,7,0,0,0
55299736,0,31.1852073,117.19767259999999,39.774,37.58,0,10813493,0.079,0.5529613,1.3790001,1.8420001,1.5899999,2.6499999,99,4,0.027,-0.019000001,-0.020000001,-0.001,6.1589155,0,nan,0.0,0.0,0.0,0,3,1,1,1,7,0,0,0
56297618,0,31.1852083,117.1976706,39.874,37.68,0,10813493,0.17600001,0.5477635,1.3050001,1.7290001,1.5899999,2.6499999,99,3,0.012,0.010000001,0.007,0.057000004,5.2858562,0,nan,0.0,0.0,0.0,0,3,1,1,1,7,0,0,0
