timestamp,timestamp_sample,position[0],position[1],position[2],q[0],q[1],q[2],q[3],velocity[0],velocity[1],velocity[2],angular_velocity[0],angular_velocity[1],angular_velocity[2],position_variance[0],position_variance[1],position_variance[2],orientation_variance[0],orientation_variance[1],orientation_variance[2],velocity_variance[0],velocity_variance[1],velocity_variance[2],pose_frame,velocity_frame,reset_counter,quality
34880569,34880025,-26.789728,1.4161911,-0.008884236,0.8573429,0.029110655,-0.26445657,-0.44065696,-1.4896204,-0.25858185,0.01259491,-0.018887687,0.012284042,-0.0033496374,10899.638,12666.392,0.35620528,0.001679162,0.0012728595,0.0041733095,31.069012,38.379723,0.025309794,1,1,3,0
35373494,35372786,-28.647507,1.7517358,6.807037e-05,0.85725105,0.020638615,-0.2595996,-0.44418767,-1.5089339,-0.26302826,0.023197867,-0.06086123,0.029338917,0.029258842,11311.068,13163.709,0.34287953,0.0016564212,0.0012858685,0.00410386,31.482805,38.844948,0.023416286,1,1,3,0
35875942,35875402,-29.146948,1.0048399,0.014303004,0.85933363,0.022065971,-0.2531737,-0.443804,-1.4734677,-0.2558424,0.050786354,0.005926234,-0.046002567,-0.02954192,11743.423,13693.335,0.33202997,0.0015580009,0.0012113402,0.004203242,31.922737,39.3311,0.021949993,1,1,3,0
36378607,36378018,-29.511614,-1.1697556,0.0065505663,0.87307906,-0.010882912,-0.23731062,-0.42579132,-1.4923533,-0.22949721,-0.005584146,-0.15030454,-0.054168645,0.13517928,12191.259,14249.005,0.33073986,0.0015320178,0.0011018971,0.004278917,32.376915,39.837944,0.021158945,1,1,3,0
36881117,36880635,-28.670218,-3.1762233,-0.009496691,0.870671,-0.0037353379,-0.25521556,-0.42045608,-1.4300302,-0.15703563,0.015637968,0.15227269,0.004210891,-0.057873823,12646.752,14818.482,0.3214273,0.0016499872,0.0010040412,0.0042043594,32.831474,40.349216,0.020502841,1,1,3,0
37374464,37373397,-27.109756,-6.9523764,-0.01769877,0.86638993,0.015352322,-0.26417038,-0.42349377,-1.4238294,-0.14245582,-0.02437905,-0.10982496,-0.39896438,0.03843845,13107.043,15399.465,0.31205428,0.0015772717,0.0011788679,0.004049373,33.288822,40.853264,0.01966576,1,1,3,0
37876508,37876014,-26.022655,-9.560504,-0.02217651,0.8048572,-0.11172258,-0.40907007,-0.4151924,-1.4975175,-0.15409614,-0.031429578,-0.24375093,0.68509185,0.120034926,13587.373,16014.636,0.3122268,0.003380479,0.001091864,0.0022047136,33.75892,41.35917,0.018779516,1,1,3,0
38379500,38378632,-24.214354,-13.779368,-0.110203184,0.8875309,-0.0069309827,-0.077991955,-0.4540463,-1.6187861,-0.0016912023,-0.17959465,-0.11532716,1.1483817,-0.037728388,14077.488,16650.697,0.30409434,0.0012218668,0.0008756569,0.004215617,34.36031,41.973316,0.017693035,1,1,3,0
38872176,38871395,-23.643427,-14.768136,-0.18943436,0.87425214,0.07942843,0.07500238,-0.4730213,-1.4970515,0.049695514,-0.071312405,0.09710668,0.4036766,-0.0034142362,14576.0,17299.432,0.29634866,0.00040064222,0.0008126892,0.004913834,34.77386,42.45505,0.018794041,1,1,3,0
39374521,39374013,-23.232613,-11.937252,-0.2376314,0.86056745,0.120934874,0.13067599,-0.4772024,-1.4212692,-0.079949185,-0.071169175,-0.0831176,0.17157495,-0.07589957,15115.354,17988.79,0.29965776,0.000688576,0.0008493558,0.004161559,35.226185,43.00051,0.021909105,1,1,3,0
