timestamp,timestamp_sample,device_id,magnetometer_ga[0],magnetometer_ga[1],magnetometer_ga[2],calibration_count
34920380,34909457,527633,0.34461635,0.32473326,0.09289603,2
35520379,35519419,527633,0.36058542,0.3202715,0.113847025,2
36060448,36009463,527633,0.3453712,0.32148927,0.1092972,2
36500451,36499491,527633,0.38072366,0.28029925,0.14271794,2
37060511,37059534,527633,0.377792,0.29822257,0.12190468,2
37500445,37489451,527633,0.38977188,0.29778528,0.076005265,2
38060445,38049452,527633,0.4086779,0.27735746,0.082488135,2
38480378,38469454,527633,0.25924337,0.28192556,0.29164177,2
39040416,39029452,527633,0.123115964,0.31013894,0.3399818,2
39500445,39499486,527633,0.06790384,0.31735933,0.34614983,2
40060455,40059496,527633,0.004778989,0.31046885,0.35895675,2
40480381,40479419,527633,0.01769635,0.31273374,0.3606738,2
41040377,41039418,527633,-0.005002731,0.34016046,0.3271471,2
41480453,41479418,527633,-0.043458093,0.35366672,0.31223005,2
42060440,42039475,527633,-0.038184524,0.34096572,0.32674122,2
42560377,42529453,527633,0.065692656,0.32538155,0.3364103,2
43040381,43019440,527633,0.0070688874,0.34940243,0.3233709,2
43460446,43439463,527633,-0.040764946,0.33878726,0.33203444,2
44040377,44039418,527633,0.006274909,0.30049792,0.36593354,2
44460501,44459538,527633,0.0696278,0.29884592,0.3628011,2
45020477,45019517,527633,0.10885786,0.31601107,0.33446977,2
45560394,45509459,527633,0.119594365,0.33546317,0.31592998,2
46040377,45999454,527633,0.13342075,0.3575354,0.28919837,2
46500445,46489451,527633,0.15060219,0.37574083,0.26597348,2
47060447,47049452,527633,0.16139944,0.38026592,0.25451574,2
47480378,47469450,527633,0.1487032,0.39662945,0.23011722,2
48060447,48039487,527633,0.16466242,0.38303682,0.24466753,2
48560379,48529450,527633,0.17213237,0.3691845,0.26354676,2
49040390,49019441,527633,0.026926456,0.3659695,0.30044073,2
49540453,49509456,527633,-0.05400332,0.3472474,0.31836846,2
50020447,49999463,527633,-0.021020092,0.35893306,0.3096648,2
50560379,50509456,527633,-0.023884205,0.37955964,0.2851042,2
51000377,50999418,527633,-0.042664234,0.38788533,0.27012783,2
51560398,51559418,527633,-0.03721012,0.38737214,0.26644045,2
51980477,51979518,527633,-0.011784176,0.39273113,0.26984638,2
52520382,52469451,527633,0.010889041,0.38479763,0.27869076,2
53000382,52999419,527633,0.018218692,0.37337217,0.2905289,2
53560377,53559418,527633,0.047446743,0.33650586,0.32856086,2
53980447,53979488,527633,0.057787284,0.3127734,0.3526967,2
54540475,54539516,527633,0.07617793,0.29286042,0.3682054,2
55040378,55039419,527633,0.071576774,0.29141888,0.36862323,2
55460476,55459517,527633,0.07201858,0.2883223,0.36396635,2
56020442,56019483,527633,0.20240614,0.26894024,0.35087174,2
56560377,56509457,527633,0.28633237,0.25292006,0.29835376,2
57000377,56999418,527633,0.30498612,0.24530675,0.28854713,2
57480378,57479419,527633,0.3370268,0.24083543,0.25228465,2
58040378,58039418,527633,0.3713069,0.25760433,0.18290237,2
58460498,58459534,527633,0.33928767,0.2859213,0.19987111,2
59020459,59019500,527633,0.34955424,0.2938533,0.1828892,2
59480380,59479420,527633,0.34740645,0.2910487,0.18628728,2
60040382,60039418,527633,0.33388874,0.30990365,0.18102476,2
60460453,60459494,527633,0.34217298,0.304815,0.18124926,2
