timestamp,timestamp_sample,indicated_airspeed_m_s,true_airspeed_m_s,confidence
35532749,35486211,-4.561129,-4.6929975,1.0
36545678,36519492,-4.8795447,-5.0206866,1.0
37533630,37519497,-4.9233522,-5.065772,1.0
38546532,38517223,-5.0948157,-5.241365,1.0
39559449,39532795,-5.0948157,-5.2414002,1.0
40547409,40509491,-5.4214983,-5.5774145,1.0
41585273,41549498,-5.178419,-5.327316,1.0
42573245,42559485,-5.0948157,-5.2413435,1.0
43596148,43562801,-5.260694,-5.412017,1.0
44559194,44534933,-5.205989,-5.3557587,1.0
45587060,45529489,-4.966773,-5.1096168,1.0
46530118,46478225,-4.817546,-4.9560947,1.0
47572987,47526195,-4.5138087,-4.643653,1.0
48531018,48467489,-4.7456985,-4.8821898,1.0
49573877,49516200,-4.966773,-5.109718,1.0
50571833,50546214,-5.0098176,-5.153937,1.0
51569789,51518220,-4.85307,-4.992597,1.0
52597769,52566141,-5.026932,-5.171517,1.0
53585774,53561769,-4.9233522,-5.0649567,1.0
54558689,54539514,-5.4214983,-5.5774508,1.0
55571644,55539492,-5.4530907,-5.6099305,1.0
56559691,56539487,-5.5261016,-5.685023,1.0
57582513,57549498,-5.500137,-5.6583037,1.0
58560520,58539502,-5.4214983,-5.577411,1.0
59573419,59526215,-5.0524955,-5.197773,1.0
60586360,60559496,-5.0948157,-5.2412596,1.0
61599287,61552805,-4.9233522,-5.064863,1.0
62557325,62521601,-4.864855,-5.0047317,1.0
63585220,63552858,-4.888337,-5.02892,1.0
64573204,64528859,-4.888337,-5.0288744,1.0
65546229,65517213,-5.0383096,-5.183145,1.0
66574151,66546202,-4.745698,-4.8821573,1.0
67547122,67519494,-5.840928,-6.0089417,1.0
68545088,68512852,-5.4214983,-5.5765343,1.0
69573022,69552819,-4.864855,-5.003974,1.0
70570958,70546195,-4.7907286,-4.9269576,1.0
71583888,71549531,-4.966773,-5.1079855,1.0
72557466,72526166,-4.7456985,-4.8806267,1.0
73597268,73586070,-4.8353405,-4.9728985,1.0
74573012,74528854,-3.0204666,-3.1063457,1.0
