timestamp,accel_device_id,gyro_device_id,accel_clipping[0],accel_clipping[1],accel_clipping[2],gyro_clipping[0],gyro_clipping[1],gyro_clipping[2],accel_error_count,gyro_error_count,accel_rate_hz,gyro_rate_hz,accel_raw_rate_hz,gyro_raw_rate_hz,accel_vibration_metric,gyro_vibration_metric,delta_angle_coning_metric,mean_accel[0],mean_accel[1],mean_accel[2],mean_gyro[0],mean_gyro[1],mean_gyro[2],var_accel[0],var_accel[1],var_accel[2],var_gyro[0],var_gyro[1],var_gyro[2],temperature_accel,temperature_gyro
35218356,4259850,4325386,0,0,0,0,0,0,0,0,408.063,400.83237,2040.3151,2004.1617,0.05254602,0.010308231,5.2304916e-10,-4.1822033,-3.2995214,-8.586826,-0.08640086,0.0056613404,0.020995768,0.0063242167,0.0027924343,0.0035017997,0.0020881135,0.0007854983,0.0008925507,24.0,nan
36266206,4259850,4325386,0,0,0,0,0,0,0,0,408.06235,400.83212,2040.3118,2004.1605,0.09737282,0.010864047,1.6074355e-09,-4.1215487,-2.498288,-8.996636,-0.19638778,0.059178665,0.16051713,0.006621351,0.035897743,0.011855797,0.00040114732,0.0003729307,0.00028455004,24.0,nan
37209251,4259850,4325386,0,0,0,0,0,0,0,0,408.06644,400.83188,2040.3323,2004.1595,0.06354052,0.0097328825,6.3615374e-10,-4.3134623,-2.689403,-8.62828,0.09769259,0.021713538,-0.0647406,0.0023211977,0.009603583,0.0024068255,0.0016417719,0.00024989469,0.00014422866,24.0,nan
38257089,4259850,4325386,0,0,0,0,0,0,0,0,408.0654,400.8317,2040.3271,2004.1584,0.098250896,0.023534112,8.0629015e-09,-3.613452,-1.2278283,-9.187555,-0.26186398,1.6222001,-0.020287678,0.25738332,0.01965631,0.013995534,0.00044637834,0.008322698,0.00017998114,24.0,nan
39200192,4259850,4325386,0,0,0,0,0,0,0,0,408.0649,400.83145,2040.3246,2004.1573,0.116284296,0.013546041,1.0518647e-09,3.2322133,-1.1152446,-9.584916,0.048308276,0.25239092,-0.045685582,0.010486961,0.005830975,0.013910748,0.00033554778,0.0011138538,0.00022146564,24.0,nan
40247997,4259850,4325386,0,0,0,0,0,0,0,0,408.06528,400.8312,2040.3263,2004.1562,0.12690261,0.01657363,2.2805262e-09,4.1117787,-0.05626994,-9.148566,-0.061574508,-0.12932442,-0.30020192,0.0007367385,0.006139041,0.008463187,0.00028598236,0.0012226696,0.0010599956,24.0,nan
41191064,4259850,4325386,0,0,0,0,0,0,0,0,408.06534,400.83102,2040.3267,2004.1552,0.0731325,0.012669062,1.5323038e-09,5.101855,-1.1223973,-9.087315,0.0753889,0.25091776,-0.15256056,0.008692259,0.0052961735,0.0026420737,0.00018494985,0.00043698316,0.00022667942,24.0,nan
42238945,4259850,4325386,0,0,0,0,0,0,0,0,408.06506,400.8308,2040.3254,2004.154,0.06740684,0.012545471,2.8837017e-09,3.9079728,-0.5158022,-9.258091,-0.21272598,-0.5415973,0.10394787,0.031653576,0.018598737,0.0072439914,0.000816976,0.0026534798,0.00015813521,24.0,nan
43181966,4259850,4325386,0,0,0,0,0,0,0,0,408.06003,400.8306,2040.3002,2004.153,0.06705349,0.01412477,3.018669e-09,4.972562,-0.96431845,-8.930125,-0.031172907,0.24499917,-0.13599077,0.03365909,0.5606567,0.11532526,0.0053600497,0.0043821316,0.0023649463,24.0,nan
44229817,4259850,4325386,0,0,0,0,0,0,0,0,408.06567,400.83038,2040.3284,2004.1519,0.0748724,0.011632179,1.6450113e-09,3.936419,0.23210792,-9.428699,-0.08996505,-0.2755466,0.08322913,0.0066136476,0.009858919,0.003923111,0.0008833399,9.379377e-05,7.435117e-05,24.5,nan
45267895,4259850,4325386,0,0,0,0,0,0,0,0,408.06693,400.83017,2040.3347,2004.1508,0.057478487,0.010962595,4.712598e-10,2.244745,-1.1857691,-9.906765,0.031770296,-0.067171246,0.03306172,0.00097092194,0.007811381,0.004022092,0.00047103228,0.0011729174,0.00022220344,24.5,nan
46210748,4259850,4325386,0,0,0,0,0,0,0,0,408.06705,400.82996,2040.3353,2004.1498,0.054279517,0.010747032,8.3490087e-10,1.8588474,-2.420329,-9.735988,0.09289667,-0.07845584,0.04925789,0.0032474727,0.0037603995,0.0017023362,0.004217852,7.614263e-05,0.00013916906,24.5,nan
47258608,4259850,4325386,0,0,0,0,0,0,0,0,408.06787,400.82977,2040.3392,2004.1487,0.06360183,0.010945546,1.0194765e-09,1.4150447,-3.1965704,-9.507582,0.16509667,0.01891332,-0.08033555,0.00023353372,0.008971116,0.0023900135,0.00028126469,0.000107723135,0.00013104329,24.5,nan
48201669,4259850,4325386,0,0,0,0,0,0,0,0,408.0676,400.82956,2040.338,2004.1478,0.07659566,0.010515177,6.2759054e-10,1.2419345,-2.9056225,-9.639625,-0.13733083,-0.043724883,0.02730424,0.0039488073,0.006500259,0.0050840075,0.0010109019,0.0001686121,8.10518e-05,24.5,nan
49249520,4259850,4325386,0,0,0,0,0,0,0,0,408.06766,400.82938,2040.3384,2004.1467,0.07423078,0.0124315955,2.5198472e-09,4.911619,-1.2826225,-8.71158,-0.12937075,0.3977641,-0.113751546,0.02149438,0.0021960496,0.0023394148,0.0002698205,0.0024716954,0.00025106268,24.5,nan
50192586,4259850,4325386,0,0,0,0,0,0,0,0,408.06735,400.82916,2040.3369,2004.1459,0.0632023,0.012029153,2.0605209e-09,5.017008,-1.287234,-9.213417,0.09730144,-0.27587682,-0.12511222,0.01167858,0.009722523,0.0062962184,7.5157666e-05,0.00033467676,0.004163579,24.5,nan
51240473,4259850,4325386,0,0,0,0,0,0,0,0,408.07208,400.82898,2040.3605,2004.1449,0.0533316,0.010455784,1.7889774e-10,4.848416,-1.9549865,-8.762571,0.011762996,-0.026324056,-0.02455831,0.0021693008,0.004004261,0.0020432144,0.00040147573,7.19693e-05,9.7183285e-05,24.5,nan
52183520,4259850,4325386,0,0,0,0,0,0,0,0,408.07156,400.82883,2040.3578,2004.144,0.04996534,0.009785857,6.81197e-10,4.4729753,-2.2188022,-8.973767,-0.03144134,-0.10183228,0.042724166,0.0015930283,0.0022059553,0.0018331466,0.00011541246,0.0014337897,0.00012995982,24.94186,nan
53231401,4259850,4325386,0,0,0,0,0,0,0,0,408.07147,400.8286,2040.3574,2004.1431,0.053331006,0.009514342,1.2637925e-09,3.8274386,-1.8003848,-9.240801,-0.25366032,-0.14244671,0.042590808,0.0031064325,0.0062553347,0.008439698,0.0011657721,0.00024169244,0.00011105304,24.5,nan
