timestamp,timestamp_sample,position_drift_rate_horizontal_m_s,position_drift_rate_vertical_m_s,filtered_horizontal_speed_m_s,checks_passed,check_fail_gps_fix,check_fail_min_sat_count,check_fail_max_pdop,check_fail_max_horz_err,check_fail_max_vert_err,check_fail_max_spd_err,check_fail_max_horz_drift,check_fail_max_vert_drift,check_fail_max_horz_spd_err,check_fail_max_vert_spd_err,check_fail_spoofed_gps
38013037,37813627,nan,nan,nan,0,0,1,1,1,1,0,0,0,0,0,0
38072977,37879907,nan,nan,nan,0,0,1,1,0,1,0,0,0,0,0,0
38472067,38279656,nan,nan,nan,0,0,1,1,0,0,0,0,0,0,0,0
38981046,38781626,nan,nan,nan,0,0,1,1,0,0,0,0,0,0,0,0
39470088,39278632,nan,nan,nan,0,0,1,1,0,0,0,0,0,0,0,0
39978981,39782202,nan,nan,nan,0,0,1,1,0,0,0,0,0,0,0,0
40478081,40278625,nan,nan,nan,0,0,1,1,0,0,0,0,0,0,0,0
40976984,40778792,nan,nan,nan,0,0,1,1,0,0,0,0,0,0,0,0
41476005,41277627,nan,nan,nan,0,0,1,1,0,0,0,0,0,0,0,0
41974926,41777677,nan,nan,nan,0,0,1,1,0,0,0,0,0,0,0,0
42483947,42286628,nan,nan,nan,0,0,1,1,0,0,0,0,0,0,0,0
42972868,42776639,nan,nan,nan,0,0,1,1,0,0,0,0,0,0,0,0
43471939,43278629,nan,nan,nan,0,0,1,1,0,0,0,0,0,0,0,0
43970794,43776628,nan,nan,nan,0,0,1,1,0,0,0,0,0,0,0,0
44469831,44277626,nan,nan,nan,0,0,1,1,0,0,0,0,0,0,0,0
44978761,44780655,nan,nan,nan,0,0,1,1,0,0,0,0,0,0,0,0
45477713,45281626,nan,nan,nan,0,0,1,1,0,0,0,0,0,0,0,0
45976925,45780635,nan,nan,nan,0,0,1,1,0,0,0,0,0,0,0,0
46475733,46282628,nan,nan,nan,0,0,1,1,0,0,0,0,0,0,0,0
46984630,46787626,nan,nan,nan,0,0,0,1,0,0,0,0,0,0,0,0
47473604,47281899,nan,nan,nan,0,0,0,1,0,0,0,0,0,0,0,0
47982592,47782629,nan,nan,nan,0,0,0,1,0,0,0,0,0,0,0,0
48481569,48284626,nan,nan,nan,0,0,0,1,0,0,0,0,0,0,0,0
48980596,48781624,nan,nan,nan,0,0,0,1,0,0,0,0,0,0,0,0
49479501,49281644,nan,nan,nan,0,0,0,1,0,0,0,0,0,0,0,0
49978744,49781626,nan,nan,nan,0,0,0,1,0,0,0,0,0,0,0,0
50477490,50280653,nan,nan,nan,0,0,0,1,0,0,0,0,0,0,0,0
