timestamp,accel_device_id_primary,accel_device_ids[0],accel_device_ids[1],accel_device_ids[2],accel_device_ids[3],accel_inconsistency_m_s_s[0],accel_inconsistency_m_s_s[1],accel_inconsistency_m_s_s[2],accel_inconsistency_m_s_s[3],gyro_device_id_primary,gyro_device_ids[0],gyro_device_ids[1],gyro_device_ids[2],gyro_device_ids[3],gyro_inconsistency_rad_s[0],gyro_inconsistency_rad_s[1],gyro_inconsistency_rad_s[2],gyro_inconsistency_rad_s[3],accel_healthy[0],accel_healthy[1],accel_healthy[2],accel_healthy[3],accel_priority[0],accel_priority[1],accel_priority[2],accel_priority[3],gyro_healthy[0],gyro_healthy[1],gyro_healthy[2],gyro_healthy[3],gyro_priority[0],gyro_priority[1],gyro_priority[2],gyro_priority[3]
34594668,4259850,4259850,2490378,0,0,0.13667977,0.13667975,0.0,0.0,4325386,4325386,2490378,0,0,0.00075894553,0.0007589452,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
34599670,4259850,4259850,2490378,0,0,0.13670093,0.13670091,0.0,0.0,4325386,4325386,2490378,0,0,0.00081739394,0.00081739394,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
34799250,4259850,4259850,2490378,0,0,0.13925697,0.139257,0.0,0.0,4325386,4325386,2490378,0,0,0.00042451857,0.00042451758,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
34998832,4259850,4259850,2490378,0,0,0.140329,0.14032903,0.0,0.0,4325386,4325386,2490378,0,0,0.0014769627,0.0014769622,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
35198439,4259850,4259850,2490378,0,0,0.14141625,0.14141628,0.0,0.0,4325386,4325386,2490378,0,0,0.00077638717,0.00077638804,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
35398010,4259850,4259850,2490378,0,0,0.14583492,0.14583491,0.0,0.0,4325386,4325386,2490378,0,0,0.0012615927,0.0012615931,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
35597588,4259850,4259850,2490378,0,0,0.1386478,0.13864778,0.0,0.0,4325386,4325386,2490378,0,0,0.00082500593,0.00082500576,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
35797195,4259850,4259850,2490378,0,0,0.13625894,0.13625893,0.0,0.0,4325386,4325386,2490378,0,0,0.0006170464,0.000617046,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
35996766,4259850,4259850,2490378,0,0,0.1339279,0.1339279,0.0,0.0,4325386,4325386,2490378,0,0,0.00072275393,0.0007227542,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
36196365,4259850,4259850,2490378,0,0,0.13267012,0.1326701,0.0,0.0,4325386,4325386,2490378,0,0,0.0016523094,0.001652309,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
36395949,4259850,4259850,2490378,0,0,0.14411482,0.14411482,0.0,0.0,4325386,4325386,2490378,0,0,0.0016240278,0.0016240301,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
36595545,4259850,4259850,2490378,0,0,0.15308453,0.15308453,0.0,0.0,4325386,4325386,2490378,0,0,0.001391061,0.0013910615,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
36795123,4259850,4259850,2490378,0,0,0.14484873,0.14484876,0.0,0.0,4325386,4325386,2490378,0,0,0.0015263828,0.0015263825,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
36994727,4259850,4259850,2490378,0,0,0.1370391,0.13703908,0.0,0.0,4325386,4325386,2490378,0,0,0.0018487494,0.0018487492,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
37199292,4259850,4259850,2490378,0,0,0.13387159,0.13387159,0.0,0.0,4325386,4325386,2490378,0,0,0.0011797897,0.0011797898,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
37398882,4259850,4259850,2490378,0,0,0.13029313,0.13029316,0.0,0.0,4325386,4325386,2490378,0,0,0.0030746637,0.0030746674,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
37598467,4259850,4259850,2490378,0,0,0.13626191,0.1362619,0.0,0.0,4325386,4325386,2490378,0,0,0.0039805262,0.0039805253,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
37798063,4259850,4259850,2490378,0,0,0.14447615,0.14447619,0.0,0.0,4325386,4325386,2490378,0,0,0.009015594,0.009015597,0.0,0.0,1,1,0,0,50,50,0,0,1,1,0,0,50,50,0,0
