timestamp,rpm_estimate,rpm_raw
34596166,-0.00023169731,0.0
34606109,-0.00018535784,0.0
34796119,0.031454697,0.0
34996124,0.11045241,0.0
35196119,0.00217559,0.0
35396136,-0.28437892,0.0
35596156,-0.0032786657,0.0
35796124,-3.780044e-05,0.0
35996123,-4.358093e-07,0.0
36196120,-5.0245395e-09,0.0
36396166,-5.7929005e-11,0.0
36596140,-6.678759e-13,0.0
36796123,-7.7000835e-15,0.0
36996118,-8.877593e-17,0.0
37196119,-1.0235167e-18,0.0
37396116,0.22802024,0.0
37596115,0.19250986,1.4639695
37796120,0.056182414,0.0
37996121,-0.7725525,0.0
38196134,0.42595172,1.4611949
38396161,0.0049108877,0.0
38596133,5.661869e-05,0.0
38796179,0.675331,1.4564008
38996119,0.0120379375,0.0
39196128,0.00013878795,0.0
39396204,1.6001162e-06,0.0
39596126,1.8448084e-08,0.0
39796121,2.1269193e-10,0.0
39996164,2.4521713e-12,0.0
40196131,2.8271612e-14,0.0
40396138,3.2594945e-16,0.0
40596119,3.7579407e-18,0.0
40796120,4.33261e-20,0.0
40996120,-0.046832953,0.0
41196144,-0.0005399472,0.0
41396116,-6.2251684e-06,0.0
41596131,-7.177131e-08,0.0
41796129,-8.274668e-10,0.0
41996182,-9.540042e-12,0.0
42196129,-1.09989166e-13,0.0
42396121,-1.2680886e-15,0.0
42596140,-1.4620065e-17,0.0
42796119,-0.0025576195,0.0
42996119,-0.0302996,0.0
43196122,-0.0003493306,0.0
43396138,-4.027507e-06,0.0
43596165,-4.643399e-08,0.0
43796141,-5.3534743e-10,0.0
43996129,-6.172135e-12,0.0
44196164,-7.115987e-14,0.0
44396132,-8.204172e-16,0.0
44596139,-9.458766e-18,0.0
44796161,-1.0905214e-19,0.0
44996122,-1.2572857e-21,0.0
45196113,-1.4495516e-23,0.0
45396165,-1.6712193e-25,0.0
45596120,-1.9267845e-27,0.0
45796120,-2.2214314e-29,0.0
45996124,0.15018065,0.0
46196135,-0.029318105,0.0
46396124,-0.00033801474,0.0
46596153,-3.8970443e-06,0.0
46796141,-4.492987e-08,0.0
46996120,0.15021072,0.0
47196122,-0.18011269,0.0
47396141,-0.0060910294,0.0
47596121,0.16578124,1.4663142
47796127,0.18301336,1.46207
47996134,-0.008957064,0.0
48196146,0.28779033,1.4594479
48396127,-0.011337252,0.0
48596121,-0.00013070961,0.0
48796114,-0.02383617,0.0
48996195,0.01661053,0.0
49196120,0.00019150639,0.0
49396121,2.2079187e-06,0.0
49596120,2.5455568e-08,0.0
49796121,0.009776419,0.0
49996119,-0.28015125,-1.4632384
50196133,0.024527172,0.0
50396119,0.07040628,0.0
50596115,0.0008117293,0.0
50796182,9.358601e-06,0.0
50996121,1.07897314e-07,0.0
51196121,1.2439715e-09,0.0
51396126,0.012414603,0.0
51596171,0.00014313063,0.0
51796121,1.6501839e-06,0.0
51996167,1.9025325e-08,0.0
52196120,2.1934707e-10,0.0
52396157,2.5288994e-12,0.0
52596119,2.9156226e-14,0.0
52796148,3.3614841e-16,0.0
52996132,3.875527e-18,0.0
53196135,4.4681783e-20,0.0
53396118,5.1514586e-22,0.0
53596120,5.9392273e-24,0.0
53796136,6.8474624e-26,0.0
53996120,7.8945857e-28,0.0
54196125,0.012653123,0.0
54396119,0.0022148928,0.0
54596173,2.5535974e-05,0.0
54796195,2.9440974e-07,0.0
54996149,3.3943135e-09,0.0
55196134,3.9133773e-11,0.0
55396135,4.5118176e-13,0.0
55596127,5.2017708e-15,0.0
55796149,5.9972335e-17,0.0
55996141,6.9143397e-19,0.0
56196125,-0.24562642,-1.4625078
56396120,-0.061470605,0.0
56596121,0.048443682,-1.4630922
56796132,-0.050913185,0.0
56996145,-0.013554163,0.0
57196125,0.0313011,0.0
57396169,-0.33333918,0.0
57596119,0.14401737,0.0
57796135,-0.36390352,-1.4609034
57996123,-0.05259789,0.0
58196142,0.037384357,0.0
58396157,-0.5170219,0.0
58596119,0.69823235,-1.4633845
58796114,-0.27112347,0.0
58996116,0.6507534,0.0
59196127,-0.28990522,0.0
59396118,-0.0033423794,0.0
59596132,-0.0063627427,0.0
59796121,-7.335742e-05,0.0
59996159,0.67603743,1.4575601
60196123,-1.8268821,-4.3883996
60396191,-0.004727954,0.0
60596121,-0.1846765,0.0
60796119,-0.07149471,0.0
60996129,-0.00082427805,0.0
61196120,-9.503279e-06,0.0
61396116,0.1952091,0.0
61596167,-0.051895153,0.0
61796203,-0.056463957,-1.4512066
61996120,-0.06183493,0.0
62196129,0.6602129,0.0
62396121,-0.3490736,0.0
62596132,-0.27131286,-1.4613407
62796167,-0.080085956,0.0
62996121,0.149937,0.0
63196121,0.0410088,0.0
63396113,-0.12990071,0.0
63596115,0.3829545,0.0
63796149,-0.090402946,1.4588665
63996114,0.08712678,0.0
64196119,-0.09185275,0.0
64396131,0.93780327,2.9229732
64596120,0.093663916,0.0
64796153,-1.0683787,0.0
64996121,0.2220581,0.0
65196163,0.0106698815,0.0
65396118,0.00012301533,0.0
65596119,1.4182701e-06,0.0
65796120,1.635154e-08,0.0
65996125,1.8852045e-10,0.0
66196140,0.06216968,0.0
66396190,-0.042231888,0.0
66596117,0.0044409717,0.0
66796114,5.1200914e-05,0.0
66996166,5.9030634e-07,0.0
67196120,-0.09161641,0.0
67396119,-0.19541916,0.0
67596123,-0.49849916,0.0
67796125,0.007446875,0.0
67996126,0.1000548,0.0
68196198,0.0011535533,0.0
68396119,-0.0014368107,0.0
68596119,-0.1573572,-1.4633845
68796220,-0.03327473,0.0
68996120,0.17752464,0.0
69196123,0.20483704,0.0
69396121,0.049990512,0.0
