timestamp,timestamp_sample,switch_changes,mode_slot,arm_switch,return_switch,loiter_switch,offboard_switch,kill_switch,gear_switch,transition_switch,photo_switch,video_switch,payload_power_switch,engage_main_motor_switch
34537135,34513176,3,1,1,0,0,0,0,0,0,0,0,0,0
35195436,35172030,4,4,1,0,0,0,0,0,0,0,0,0,0
36195660,36172682,4,4,1,0,0,0,0,0,0,0,0,0,0
37201272,37178109,4,4,1,0,0,0,0,0,0,0,0,0,0
38206586,38183542,4,4,1,0,0,0,0,0,0,0,0,0,0
38338996,38317945,5,1,1,0,0,0,0,0,0,0,0,0,0
38758005,38734917,6,4,1,0,0,0,0,0,0,0,0,0,0
39773267,39750545,6,4,1,0,0,0,0,0,0,0,0,0,0
40783920,40760321,6,4,1,0,0,0,0,0,0,0,0,0,0
41787331,41763311,6,4,1,0,0,0,0,0,0,0,0,0,0
42809709,42786131,6,4,1,0,0,0,0,0,0,0,0,0,0
43817637,43794050,6,4,1,0,0,0,0,0,0,0,0,0,0
44820932,44797075,6,4,1,0,0,0,0,0,0,0,0,0,0
45839128,45818085,6,4,1,0,0,0,0,0,0,0,0,0,0
46843766,46820608,6,4,1,0,0,0,0,0,0,0,0,0,0
47846790,47833968,6,4,1,0,0,0,0,0,0,0,0,0,0
48863805,48831925,6,4,1,0,0,0,0,0,0,0,0,0,0
49875833,49844276,6,4,1,0,0,0,0,0,0,0,0,0,0
50885970,50854607,6,4,1,0,0,0,0,0,0,0,0,0,0
51909190,51877540,6,4,1,0,0,0,0,0,0,0,0,0,0
52919923,52888079,6,4,1,0,0,0,0,0,0,0,0,0,0
53947792,53915961,6,4,1,0,0,0,0,0,0,0,0,0,0
54960343,54929322,6,4,1,0,0,0,0,0,0,0,0,0,0
55986254,55954128,6,4,1,0,0,0,0,0,0,0,0,0,0
56998905,56967408,6,4,1,0,0,0,0,0,0,0,0,0,0
58022681,57989959,6,4,1,0,0,0,0,0,0,0,0,0,0
59047347,59015566,6,4,1,0,0,0,0,0,0,0,0,0,0
60077256,60045768,6,4,1,0,0,0,0,0,0,0,0,0,0
61086664,61057077,6,4,1,0,0,0,0,0,0,0,0,0,0
62098513,62069252,6,4,1,0,0,0,0,0,0,0,0,0,0
63127402,63094677,6,4,1,0,0,0,0,0,0,0,0,0,0
64154597,64122536,6,4,1,0,0,0,0,0,0,0,0,0,0
65177916,65145360,6,4,1,0,0,0,0,0,0,0,0,0,0
66192376,66160987,6,4,1,0,0,0,0,0,0,0,0,0,0
67220306,67188805,6,4,1,0,0,0,0,0,0,0,0,0,0
68243352,68212673,6,4,1,0,0,0,0,0,0,0,0,0,0
69256657,69224689,6,4,1,0,0,0,0,0,0,0,0,0,0
70271179,70239936,6,4,1,0,0,0,0,0,0,0,0,0,0
71284979,71252872,6,4,1,0,0,0,0,0,0,0,0,0,0
72299389,72267753,6,4,1,0,0,0,0,0,0,0,0,0,0
73320916,73290061,6,4,1,0,0,0,0,0,0,0,0,0,0
74342035,74310188,6,4,1,0,0,0,0,0,0,0,0,0,0
75363849,75332739,6,4,1,0,0,0,0,0,0,0,0,0,0
76388947,76357793,6,4,1,0,0,0,0,0,0,0,0,0,0
77407066,77375179,6,4,1,0,0,0,0,0,0,0,0,0,0
