timestamp,normalized_setpoint
35592556,0.0
36595485,0.0
37595920,0.0
38596360,0.0
39594307,0.0
40594765,0.0
41595202,0.0
42593146,0.0
43593589,0.0
44596558,0.0
45596978,0.0
46594930,0.0
47595448,0.0
48595831,0.0
49593779,0.0
50594227,0.0
51594699,0.0
52595249,0.0
53593103,0.0
54596038,0.0
55596525,0.0
56594446,0.0
57594904,0.0
58595360,0.0
59595846,0.0
60593769,0.0
61594229,0.0
62594696,0.0
63592646,0.0
64593115,0.0
65596054,0.0
66594017,0.0
67594473,0.0
68594930,0.0
69595382,0.0
70593349,0.0
71593820,0.0
72594381,0.0
73597199,0.0
74595045,0.0
75595377,0.0
76595736,0.0
77593587,0.0
78593923,0.0
79594277,0.0
80597051,0.0
81594920,0.0
82595271,0.0
83595577,0.0
84593435,0.0
85593769,0.0
86596570,0.0
87596901,0.0
88594775,0.0
89595136,0.0
90595440,0.0
91593311,0.0
92593667,0.0
93596469,0.0
94596790,0.0
95594668,0.0
96595031,0.0
97595349,0.0
98593229,0.0
99593569,0.0
100596379,0.0
101596723,0.0
102594607,0.0
103594968,0.0
104595300,0.0
105593184,0.0
106593541,0.0
107596344,0.0
108596702,0.0
109594587,0.0
110594936,0.0
111595282,0.0
112593211,0.0
113593537,0.0
114596359,0.0
115596695,0.0
116594580,0.0
117594991,0.0
118595297,0.0
119593185,0.0
120593535,0.0
121596372,0.0
122591777,0.0
123594597,0.0
124594954,0.0
125595315,0.0
126593202,0.0
127593560,0.0
128596381,0.0
129596736,0.0
130594644,0.0
131594979,0.0
132595338,0.0
133593285,0.0
134593595,0.0
135596414,0.0
136596758,0.0
137594647,0.0
138594996,0.0
139595356,0.0
140593260,0.0
141593596,0.0
142596424,0.0
143596778,0.0
144594687,0.0
145595035,0.0
146595404,0.0
147593301,0.0
148593679,0.0
149596493,0.0
150591925,0.0
151594796,0.0
152595119,0.0
153595491,0.0
154593416,0.0
155593775,0.0
156596599,0.0
157596958,0.0
158594864,0.0
159595251,0.0
160595636,0.0
161593518,0.0
162593893,0.0
163594260,0.0
164597116,0.0
165595026,0.0
166595386,0.0
167595754,0.0
168593671,0.0
169594030,0.0
170594375,0.0
171597200,0.0
172595096,0.0
173595448,0.0
174595800,0.0
175593724,0.0
176594052,0.0
177594380,0.0
178597199,0.0
179595065,0.0
180595403,0.0
181595756,0.0
182593607,0.0
183593966,0.0
184594276,0.0
185597068,0.0
186594937,0.0
187595302,0.0
188595597,0.0
189593446,0.0
190593779,0.0
191596572,0.0
192591963,0.0
193594766,0.0
194595136,0.0
195595487,0.0
196593323,0.0
197593656,0.0
198596446,0.0
199596780,0.0
200594657,0.0
201594996,0.0
202595346,0.0
203593219,0.0
204593574,0.0
205596392,0.0
206596737,0.0
207594606,0.0
208594960,0.0
209595319,0.0
210593192,0.0
211593544,0.0
212596359,0.0
213596717,0.0
214594626,0.0
215594979,0.0
216595334,0.0
217593210,0.0
218593572,0.0
219596393,0.0
220596752,0.0
221594657,0.0
222595012,0.0
223595380,0.0
224593275,0.0
225593655,0.0
226596470,0.0
227596831,0.0
228594744,0.0
229595100,0.0
230595469,0.0
231593375,0.0
232593744,0.0
233596585,0.0
234596962,0.0
235594879,0.0
236595251,0.0
237595655,0.0
238593543,0.0
239593883,0.0
240594275,0.0
241597102,0.0
242595015,0.0
243595385,0.0
244595783,0.0
245593678,0.0
246594057,0.0
247594450,0.0
248597279,0.0
249592736,0.0
250595574,0.0
251595957,0.0
252593876,0.0
253594251,0.0
254594644,0.0
255592556,0.0
256592936,0.0
257595804,0.0
258596225,0.0
259594109,0.0
260594476,0.0
261594866,0.0
262595262,0.0
263593168,0.0
264596032,0.0
265596478,0.0
266594329,0.0
267594733,0.0
268595123,0.0
269595504,0.0
270593430,0.0
271593817,0.0
272596678,0.0
273594604,0.0
274595023,0.0
275595382,0.0
276595800,0.0
277593711,0.0
278594098,0.0
279596981,0.0
280592440,0.0
281595304,0.0
282595709,0.0
