timestamp,timestamp_sample,accel_device_id,gyro_device_id,delta_angle[0],delta_angle[1],delta_angle[2],delta_velocity[0],delta_velocity[1],delta_velocity[2],delta_angle_dt,delta_velocity_dt,delta_angle_clipping,delta_velocity_clipping,accel_calibration_count,gyro_calibration_count
34781746,34781473,2490378,2490378,0.00013592973,0.000109734734,0.00015989225,-0.02115389,-0.013863108,-0.040999804,4928,4928,0,0,1,1
35279382,35279161,2490378,2490378,-0.00053004693,0.0003203003,0.00032019257,-0.02132055,-0.014336929,-0.040705804,4927,4927,0,0,1,1
35782008,35781777,2490378,2490378,-7.606204e-05,0.0001665482,8.7944514e-05,-0.019868018,-0.012028062,-0.041252445,4927,4927,0,0,1,1
36279670,36279466,2490378,2490378,-0.0008419681,8.134228e-05,0.000722168,-0.020556197,-0.009924585,-0.042222016,4928,4928,0,0,1,1
36782284,36782083,2490378,2490378,0.000652934,-7.3780706e-05,-0.00056949235,-0.021474723,-0.009134259,-0.04152335,4928,4928,0,0,1,1
37284903,37284700,2490378,2490378,-0.00018741755,0.00013564057,-0.00017416998,-0.020869728,-0.013525069,-0.042313132,4928,4928,0,0,1,1
37782592,37782389,2490378,2490378,-0.0012821123,-0.00012985806,0.0010478913,-0.039565098,-0.010522551,-0.029588405,4927,4927,0,0,1,1
38280282,38280079,2490378,2490378,-0.00097571546,0.0068353387,0.00014689757,-0.014389035,-0.004455074,-0.044516075,4925,4925,0,0,1,1
38782899,38782697,2490378,2490378,0.0005459035,0.002774855,-6.360695e-05,0.00726506,-0.0019459367,-0.04688567,4927,4927,0,0,1,1
39280596,39280389,2490378,2490378,-9.42375e-05,0.000789443,-0.00026376976,0.016244886,-0.00424122,-0.04600334,4929,4929,0,0,1,1
39783207,39783006,2490378,2490378,-0.0001446228,0.0015777155,-0.0009587625,0.019909883,-0.0019878836,-0.043009084,4927,4927,0,0,1,1
40280915,40280698,2490378,2490378,6.679588e-05,-0.00038759198,-0.0012735751,0.019234942,-0.0007180293,-0.042495802,4928,4928,0,0,1,1
40783518,40783317,2490378,2490378,0.00095616747,0.0011118856,-9.901748e-05,0.02125232,-0.0031378146,-0.04274134,4928,4928,0,0,1,1
41281213,41281009,2490378,2490378,0.0005430264,0.00035796998,-0.0001306191,0.024909869,-0.00407924,-0.04147978,4928,4928,0,0,1,1
41778901,41778701,2490378,2490378,-0.00018140597,-0.00026823778,-0.00020145011,0.02828239,-0.0054123085,-0.038915083,4928,4928,0,0,1,1
42281522,42281321,2490378,2490378,-0.00048033425,-0.0022751568,0.0004381556,0.015377487,-0.0011400888,-0.04480918,4928,4928,0,0,1,1
42779214,42779013,2490378,2490378,0.0008347502,0.0017149098,-0.00019834244,0.01654479,-0.0052000894,-0.045261104,4927,4927,0,0,1,1
