timestamp,yaw_sp_move_rate,q_d[0],q_d[1],q_d[2],q_d[3],thrust_body[0],thrust_body[1],thrust_body[2],reset_integral,fw_control_yaw_wheel
33057874,0.0,0.87094563,0.062367268,0.11466217,-0.47372642,0.014778346,0.0,0.0,0,0
35223418,0.0,0.86207885,0.064467125,0.113494836,-0.48967645,0.014778346,0.0,0.0,0,0
35228413,0.0,0.8621825,0.06444309,0.113508485,-0.48949385,0.014778346,0.0,0.0,0,0
35273317,0.0,0.8631714,0.06421324,0.11363868,-0.48774797,0.014778346,0.0,0.0,0,0
35323220,0.0,0.8643323,0.06311839,0.1142544,-0.4856868,0.014778346,0.0,0.0,0,0
35373200,0.0,0.86512274,0.06375647,0.11389557,-0.48427847,0.014778346,0.0,0.0,0,0
35423022,0.0,0.8649772,0.0637907,0.11387641,-0.48453844,0.014778346,0.0,0.0,0,0
35472946,0.0,0.8640876,0.063175924,0.114222586,-0.48612207,0.014778346,0.0,0.0,0,0
35522808,0.0,0.86331683,0.064179346,0.113657825,-0.48749048,0.014778346,0.0,0.0,0,0
35572771,0.0,0.863281,0.064187706,0.11365311,-0.48755398,0.014778346,0.0,0.0,0,0
35622615,0.0,0.86390626,0.06404174,0.11373542,-0.48644528,0.014778346,0.0,0.0,0,0
35672495,0.0,0.8668032,0.05505035,0.098231345,-0.4857698,0.014778346,0.0,0.0,0,0
35722386,0.0,0.8658711,0.06358014,0.11399409,-0.4829391,0.014778346,0.0,0.0,0,0
35772325,0.0,0.8617684,0.11084138,0.08749676,-0.48725125,0.014778346,0.0,0.0,0,0
35822178,0.0,0.83650583,0.23607932,0.015211971,-0.49426025,0.014778346,0.0,0.0,0,0
35872092,0.0,0.81516683,0.30677223,-0.059420444,-0.48771212,0.014778346,0.0,0.0,0,0
35926963,0.0,0.8417,0.23270623,-0.08299712,-0.48010448,0.014778346,0.0,0.0,0,0
35971890,0.0,0.8713902,0.017086456,0.09433133,-0.48113275,0.014778346,0.0,0.0,0,0
36021776,0.0,0.865393,-0.08099706,0.1990729,-0.45266357,0.014778346,0.0,0.0,0,0
36071672,0.0,0.86726487,-0.07448779,0.19793025,-0.45069593,0.014778346,0.0,0.0,0,0
36126559,0.0,0.8733902,-0.007934096,0.1523707,-0.46250388,0.014778346,0.0,0.0,0,0
36171463,0.0,0.87419486,0.047392398,0.12269262,-0.46742263,0.014778346,0.0,0.0,0,0
36221375,0.0,0.87579995,0.06034313,0.11574413,-0.46468967,0.014778346,0.0,0.0,0,0
36276264,0.0,0.8779513,0.059804253,0.11602348,-0.4606121,0.014778346,0.0,0.0,0,0
36326164,0.0,0.8797977,0.05933691,0.11626319,-0.4570756,0.014778346,0.0,0.0,0,0
36371057,0.0,0.88127536,0.05895954,0.11645501,-0.45421988,0.014778346,0.0,0.0,0,0
36420943,0.0,0.8828758,0.058547437,0.11666274,-0.45110124,0.014778346,0.0,0.0,0,0
36475845,0.0,0.8847385,0.05890634,0.11647803,-0.44743803,0.014778346,0.0,0.0,0,0
36525743,0.0,0.88634175,0.057642486,0.11711252,-0.44425252,0.014778346,0.0,0.0,0,0
36570641,0.0,0.8871317,0.057433788,0.11721501,-0.44267303,0.014778346,0.0,0.0,0,0
36625526,0.0,0.88722146,0.057410013,0.11722665,-0.4424931,0.014778346,0.0,0.0,0,0
36675428,0.0,0.88644063,0.057616424,0.11712534,-0.4440553,0.014778346,0.0,0.0,0,0
36720431,0.0,0.8852509,0.05792917,0.11697097,-0.44642222,0.014778346,0.0,0.0,0,0
36770224,0.0,0.88374865,0.058321167,0.11677602,-0.44938886,0.014778346,0.0,0.0,0,0
36825119,0.0,0.8823979,0.058670875,0.116600715,-0.45203537,0.014778346,0.0,0.0,0,0
36875008,0.0,0.88151336,0.058898497,0.1164859,-0.45375794,0.014778346,0.0,0.0,0,0
