timestamp,indicated_airspeed_m_s,calibrated_airspeed_m_s,true_airspeed_m_s,calibrated_ground_minus_wind_m_s,true_ground_minus_wind_m_s,airspeed_derivative_filtered,throttle_filtered,pitch_filtered,airspeed_sensor_measurement_valid,selected_airspeed_index
34593884,-4.8353405,-4.8353405,-4.975202,nan,nan,0.0,0.0,0.0,1,1
34693882,-4.561129,-4.561129,-4.693047,nan,nan,0.0,0.0,0.0,1,1
34793883,-4.36877,-4.36877,-4.4951015,nan,nan,0.0,0.0,0.0,1,1
34993893,-4.561129,-4.561129,-4.693041,nan,nan,0.0,0.0,0.0,1,1
35193883,-4.8056455,-4.8056455,-4.9446793,nan,nan,0.0,0.0,0.0,1,1
35393882,-4.700235,-4.700235,-4.8361883,nan,nan,0.0,0.0,0.0,1,1
35593882,-4.561129,-4.561129,-4.6930113,nan,nan,0.0,0.0,0.0,1,1
35793882,-4.8353405,-4.8353405,-4.9752655,nan,nan,0.0,0.0,0.0,1,1
35993882,-4.8056455,-4.8056455,-4.9445977,nan,nan,0.0,0.0,0.0,1,1
36193882,-4.8795447,-4.8795447,-5.020627,nan,nan,0.0,0.0,0.0,1,1
36393891,-4.9233522,-4.9233522,-5.065753,nan,nan,0.0,0.0,0.0,1,1
36593882,-4.8795447,-4.8795447,-5.0206785,nan,nan,0.0,0.0,0.0,1,1
36793882,-4.8353405,-4.8353405,-4.9751387,nan,nan,0.0,0.0,0.0,1,1
36993882,-4.9811625,-4.9811625,-5.1252027,nan,nan,0.0,0.0,0.0,1,1
37193882,-4.8056455,-4.8056455,-4.9446607,nan,nan,0.0,0.0,0.0,1,1
37393907,-4.745698,-4.745698,-4.882979,nan,nan,0.0,0.0,0.0,1,1
37593915,-4.9233522,-4.9233522,-5.065766,nan,nan,0.0,0.0,0.0,1,1
37793882,-5.0098176,-5.0098176,-5.154614,nan,nan,0.0,0.0,0.0,1,1
37993882,-5.0948157,-5.0948157,-5.2421956,nan,nan,0.0,0.0,0.0,1,1
38193882,-5.0524955,-5.0524955,-5.197763,nan,nan,0.0,0.0,0.0,1,1
38393882,-4.9233522,-4.9233522,-5.0649323,nan,nan,0.0,0.0,0.0,1,1
38593882,-5.0948157,-5.0948157,-5.24136,nan,nan,0.0,0.0,0.0,1,1
38793882,-5.500137,-5.500137,-5.6584053,nan,nan,0.0,0.0,0.0,1,1
38993882,-5.260694,-5.260694,-5.411962,nan,nan,0.0,0.0,0.0,1,1
39193882,-5.0948157,-5.0948157,-5.241387,nan,nan,0.0,0.0,0.0,1,1
39393905,-5.026932,-5.026932,-5.1715703,nan,nan,0.0,0.0,0.0,1,1
39593882,-5.0948157,-5.0948157,-5.241441,nan,nan,0.0,0.0,0.0,1,1
39793901,-5.227939,-5.227939,-5.378347,nan,nan,0.0,0.0,0.0,1,1
39993882,-5.293245,-5.293245,-5.4455314,nan,nan,0.0,0.0,0.0,1,1
40193884,-5.178419,-5.178419,-5.3273544,nan,nan,0.0,0.0,0.0,1,1
40393882,-5.0383096,-5.0383096,-5.183189,nan,nan,0.0,0.0,0.0,1,1
40593882,-5.4214983,-5.4214983,-5.577447,nan,nan,0.0,0.0,0.0,1,1
40793882,-5.0948157,-5.0948157,-5.2413936,nan,nan,0.0,0.0,0.0,1,1
40993893,-5.0098176,-5.0098176,-5.1539497,nan,nan,0.0,0.0,0.0,1,1
41193882,-5.0948157,-5.0948157,-5.2413735,nan,nan,0.0,0.0,0.0,1,1
41393882,-4.9233522,-4.9233522,-5.064958,nan,nan,0.0,0.0,0.0,1,1
41593882,-5.178419,-5.178419,-5.327423,nan,nan,0.0,0.0,0.0,1,1
41793882,-4.966773,-4.966773,-5.1096807,nan,nan,0.0,0.0,0.0,1,1
41993882,-5.0948157,-5.0948157,-5.2414074,nan,nan,0.0,0.0,0.0,1,1
42193926,-5.260694,-5.260694,-5.411982,nan,nan,0.0,0.0,0.0,1,1
42393883,-5.4214983,-5.4214983,-5.577447,nan,nan,0.0,0.0,0.0,1,1
42593882,-5.0948157,-5.0948157,-5.2413535,nan,nan,0.0,0.0,0.0,1,1
42793882,-5.205989,-5.205989,-5.3557515,nan,nan,0.0,0.0,0.0,1,1
42993882,-5.0098176,-5.0098176,-5.1539636,nan,nan,0.0,0.0,0.0,1,1
43193882,-4.966773,-4.966773,-5.1096807,nan,nan,0.0,0.0,0.0,1,1
43393903,-4.9811625,-4.9811625,-5.1244574,nan,nan,0.0,0.0,0.0,1,1
43593882,-5.0948157,-5.0948157,-5.2413673,nan,nan,0.0,0.0,0.0,1,1
43793882,-5.4214983,-5.4214983,-5.5774674,nan,nan,0.0,0.0,0.0,1,1
43993882,-5.1367874,-5.1367874,-5.2845592,nan,nan,0.0,0.0,0.0,1,1
44193883,-5.0948157,-5.0948157,-5.2414002,nan,nan,0.0,0.0,0.0,1,1
44393884,-5.260694,-5.260694,-5.4120584,nan,nan,0.0,0.0,0.0,1,1
44593883,-5.205989,-5.205989,-5.3557515,nan,nan,0.0,0.0,0.0,1,1
44793882,-5.539038,-5.539038,-5.698396,nan,nan,0.0,0.0,0.0,1,1
44993883,-5.3148365,-5.3148365,-5.467695,nan,nan,0.0,0.0,0.0,1,1
45193882,-5.3148365,-5.3148365,-5.4676886,nan,nan,0.0,0.0,0.0,1,1
45393883,-5.0948157,-5.0948157,-5.24134,nan,nan,0.0,0.0,0.0,1,1
45593883,-4.966773,-4.966773,-5.1095824,nan,nan,0.0,0.0,0.0,1,1
45793883,-4.9233522,-4.9233522,-5.064965,nan,nan,0.0,0.0,0.0,1,1
45993883,-4.9233522,-4.9233522,-5.064984,nan,nan,0.0,0.0,0.0,1,1
46193881,-4.745698,-4.745698,-4.8822255,nan,nan,0.0,0.0,0.0,1,1
46393883,-4.6234703,-4.6234703,-4.7564387,nan,nan,0.0,0.0,0.0,1,1
46593883,-4.817546,-4.817546,-4.9561024,nan,nan,0.0,0.0,0.0,1,1
46793883,-4.8353405,-4.8353405,-4.9743834,nan,nan,0.0,0.0,0.0,1,1
46993882,-4.700235,-4.700235,-4.8354545,nan,nan,0.0,0.0,0.0,1,1
47193888,-4.36877,-4.36877,-4.494431,nan,nan,0.0,0.0,0.0,1,1
47393882,-4.485176,-4.485176,-4.614138,nan,nan,0.0,0.0,0.0,1,1
47593882,-4.5138087,-4.5138087,-4.6436415,nan,nan,0.0,0.0,0.0,1,1
