timestamp,timestamp_sample,device_id,differential_pressure_pa,temperature,error_count
35342470,35339514,4728849,-63.653477,21.519297,0
36342450,36339489,4728849,-64.7056,21.519297,0
37342454,37339484,4728849,-63.653477,21.519297,0
38315628,38312663,4728849,-64.7056,21.421593,0
39342450,39339483,4728849,-65.75772,21.421593,0
40315626,40312660,4728849,-64.7056,21.421593,0
41342513,41339522,4728849,-64.7056,21.421593,0
42315634,42312677,4728849,-67.86196,21.421593,0
43342457,43339485,4728849,-64.7056,21.421593,0
44315626,44312662,4728849,-67.86196,21.421593,0
45342470,45339485,4728849,-65.75772,21.421593,0
46342454,46339484,4728849,-63.653477,21.421593,0
47342450,47339485,4728849,-61.549236,21.421593,0
48342536,48339522,4728849,-63.653477,21.421593,0
49329293,49326319,4728849,-67.86196,21.421593,0
50342450,50339485,4728849,-63.653477,21.421593,0
51342450,51339489,4728849,-64.7056,21.421593,0
52342503,52339511,4728849,-64.7056,21.421593,0
53342459,53339483,4728849,-64.7056,21.421593,0
54342470,54339490,4728849,-67.86196,21.421593,0
55342507,55339513,4728849,-68.91408,21.421593,0
56342457,56339500,4728849,-68.91408,21.421593,0
57342449,57339484,4728849,-68.91408,21.421593,0
58315654,58312699,4728849,-65.75772,21.421593,0
59342491,59339533,4728849,-65.75772,21.421593,0
60302497,60299540,4728849,-64.7056,21.421593,0
61342453,61339485,4728849,-67.86196,21.421593,0
62329274,62326318,4728849,-63.653477,21.421593,0
63342478,63339516,4728849,-65.75772,21.421593,0
64342453,64339491,4728849,-64.7056,21.421593,0
65342511,65339509,4728849,-65.75772,21.421593,0
66342470,66339506,4728849,-63.653477,21.421593,0
67342456,67339485,4728849,-68.91408,21.421593,0
68329295,68326338,4728849,-68.91408,21.323889,0
69342471,69339478,4728849,-65.75772,21.323889,0
70342453,70339485,4728849,-65.75772,21.323889,0
71342466,71339510,4728849,-64.7056,21.226185,0
72342450,72339485,4728849,-65.75772,21.226185,0
73342452,73339484,4728849,-55.23651,21.226185,0
74342450,74339490,4728849,-47.871666,21.226185,0
75329280,75326319,4728849,-64.7056,21.12848,0
76342452,76339482,4728849,-99.425575,21.12848,0
77342471,77339497,4728849,-47.871666,21.12848,0
78302514,78299524,4728849,-37.35046,21.12848,0
79329276,79326318,4728849,-78.38316,21.12848,0
80342450,80339484,4728849,-52.08015,21.030777,0
81342463,81339507,4728849,-6.838964,21.030777,0
82342455,82339484,4728849,-49.97591,21.030777,0
83342455,83339499,4728849,-65.75772,20.933073,0
84315700,84312723,4728849,-67.86196,20.933073,0
85342482,85339487,4728849,-65.75772,20.933073,0
86342450,86339485,4728849,-67.86196,20.933073,0
87315626,87312664,4728849,-65.75772,20.933073,0
88342503,88339540,4728849,-65.75772,21.030777,0
89342451,89339485,4728849,-67.86196,21.030777,0
90342578,90339510,4728849,-67.86196,21.030777,0
91342458,91339496,4728849,-67.86196,21.030777,0
92342469,92339486,4728849,-63.653477,21.030777,0
93342453,93339488,4728849,-65.75772,21.030777,0
94315645,94312673,4728849,-65.75772,21.030777,0
95342465,95339508,4728849,-65.75772,21.030777,0
96342450,96339489,4728849,-67.86196,21.030777,0
97342515,97339512,4728849,-67.86196,21.12848,0
98342450,98339483,4728849,-67.86196,21.12848,0
99315649,99312666,4728849,-65.75772,21.12848,0
100329279,100326320,4728849,-68.91408,21.12848,0
101342488,101339528,4728849,-68.91408,21.12848,0
102342450,102339484,4728849,-67.86196,21.12848,0
103342503,103339532,4728849,-68.91408,21.12848,0
104342475,104339485,4728849,-65.75772,21.226185,0
105342450,105339484,4728849,-65.75772,21.226185,0
106342466,106339485,4728849,-67.86196,21.226185,0
107342451,107339495,4728849,-67.86196,21.226185,0
108342466,108339498,4728849,-67.86196,21.226185,0
109329275,109326319,4728849,-72.07044,21.226185,0
110329288,110326331,4728849,-75.22681,21.226185,0
111342452,111339478,4728849,-75.22681,21.323889,0
112342453,112339478,4728849,-81.53953,21.323889,0
113342456,113339485,4728849,-79.43529,21.323889,0
114342450,114339484,4728849,-57.34075,21.323889,0
115315628,115312671,4728849,-57.34075,21.323889,0
116342461,116339484,4728849,-60.497116,21.323889,0
117342455,117339499,4728849,-57.34075,21.323889,0
118342505,118339497,4728849,-63.653477,21.421593,0
119342527,119339571,4728849,-85.74801,21.421593,0
120342450,120339484,4728849,-84.69589,21.421593,0
121315628,121312659,4728849,-79.43529,21.421593,0
122342472,122339515,4728849,-79.43529,21.421593,0
123342450,123339490,4728849,-78.38316,21.421593,0
124342504,124339539,4728849,-79.43529,21.421593,0
125342452,125339486,4728849,-84.69589,21.519297,0
126315635,126312673,4728849,-84.69589,21.519297,0
127342453,127339491,4728849,-85.74801,21.519297,0
128315674,128312715,4728849,-85.74801,21.519297,0
129329351,129326394,4728849,-84.69589,21.617,0
130342452,130339483,4728849,-86.80013,21.617,0
131342489,131339532,4728849,-84.69589,21.617,0
132315643,132312672,4728849,-81.53953,21.617,0
133329275,133326319,4728849,-81.53953,21.617,0
134342474,134339484,4728849,-79.43529,21.617,0
135342453,135339489,4728849,-76.27892,21.617,0
136342460,136339484,4728849,-89.95649,21.617,0
137315627,137312661,4728849,-84.69589,21.714705,0
138342450,138339484,4728849,-81.53953,21.714705,0
139342509,139339496,4728849,-81.53953,21.714705,0
140342460,140339504,4728849,-67.86196,21.714705,0
141342450,141339484,4728849,-68.91408,21.714705,0
142342453,142339483,4728849,-61.549236,21.812408,0
143329277,143326319,4728849,-55.23651,21.812408,0
144315629,144312672,4728849,-55.23651,21.812408,0
145342452,145339479,4728849,-55.23651,21.812408,0
146342451,146339493,4728849,-60.497116,21.812408,0
147342461,147339494,4728849,-60.497116,21.812408,0
148342453,148339495,4728849,-57.34075,21.910112,0
149329301,149326330,4728849,-61.549236,21.910112,0
150342456,150339499,4728849,-57.34075,21.910112,0
151342506,151339528,4728849,-61.549236,21.910112,0
152342451,152339495,4728849,-67.86196,21.910112,0
153329277,153326319,4728849,-60.497116,21.910112,0
154342509,154339484,4728849,-61.549236,21.910112,0
155342450,155339486,4728849,-61.549236,21.910112,0
156315675,156312661,4728849,-63.653477,21.910112,0
157342503,157339514,4728849,-60.497116,22.007816,0
158329277,158326320,4728849,-60.497116,22.007816,0
159342450,159339490,4728849,-63.653477,22.007816,0
160329281,160326318,4728849,-67.86196,22.007816,0
161342454,161339499,4728849,-49.97591,22.007816,0
162342450,162339492,4728849,-38.402584,22.007816,0
163342502,163339540,4728849,-81.53953,22.007816,0
164342450,164339485,4728849,-95.217094,22.007816,0
165342468,165339481,4728849,-44.715305,22.007816,0
166342508,166339484,4728849,-39.454704,22.007816,0
167342471,167339485,4728849,-49.97591,22.007816,0
168342452,168339496,4728849,-21.568653,22.007816,0
169342467,169339495,4728849,-86.80013,22.007816,0
170329276,170326318,4728849,-79.43529,22.007816,0
171342474,171339517,4728849,-221.47156,22.007816,0
172342452,172339478,4728849,-61.549236,22.007816,0
173342481,173339524,4728849,-60.497116,22.007816,0
174329275,174326319,4728849,-102.58194,22.007816,0
175342454,175339485,4728849,-64.7056,22.007816,0
176342451,176339483,4728849,-78.38316,22.007816,0
177342467,177339489,4728849,-67.86196,22.007816,0
178342502,178339513,4728849,66.80948,22.007816,0
179342450,179339486,4728849,-68.91408,21.910112,0
180315628,180312666,4728849,-49.97591,21.910112,0
181342471,181339482,4728849,-37.35046,21.910112,0
182342450,182339489,4728849,-68.91408,21.910112,0
183342450,183339489,4728849,-76.27892,21.910112,0
184329340,184326383,4728849,209.89787,21.910112,0
185342450,185339485,4728849,-27.881376,21.910112,0
186342463,186339504,4728849,-67.86196,21.812408,0
187342452,187339484,4728849,-82.591644,21.812408,0
188342523,188339512,4728849,-61.549236,21.812408,0
189342450,189339484,4728849,-61.549236,21.812408,0
190342452,190339479,4728849,-60.497116,21.812408,0
191342450,191339489,4728849,-61.549236,21.812408,0
192342469,192339504,4728849,-60.497116,21.812408,0
193342503,193339539,4728849,-60.497116,21.812408,0
194342450,194339486,4728849,-61.549236,21.812408,0
195342588,195339516,4728849,-61.549236,21.812408,0
196342508,196339522,4728849,-60.497116,21.812408,0
197342459,197339503,4728849,-60.497116,21.910112,0
198342450,198339485,4728849,-60.497116,21.910112,0
199315631,199312675,4728849,-60.497116,21.910112,0
200342457,200339500,4728849,-55.23651,21.910112,0
201342451,201339484,4728849,-60.497116,21.910112,0
202342491,202339486,4728849,-57.34075,21.910112,0
203342451,203339484,4728849,-60.497116,21.910112,0
204342450,204339480,4728849,-60.497116,21.910112,0
205329290,205326333,4728849,-60.497116,22.007816,0
206342489,206339532,4728849,-60.497116,22.007816,0
207329301,207326344,4728849,-60.497116,22.007816,0
208342510,208339534,4728849,-61.549236,22.007816,0
209315629,209312662,4728849,-57.34075,22.10552,0
210342450,210339484,4728849,-61.549236,22.10552,0
211342452,211339484,4728849,-61.549236,22.10552,0
212342452,212339485,4728849,-61.549236,22.10552,0
213342472,213339515,4728849,-57.34075,22.10552,0
214329274,214326318,4728849,-61.549236,22.203224,0
215315674,215312716,4728849,-61.549236,22.203224,0
216342457,216339489,4728849,-60.497116,22.203224,0
217342504,217339514,4728849,-57.34075,22.203224,0
218342450,218339493,4728849,-60.497116,22.300928,0
219342450,219339483,4728849,-60.497116,22.300928,0
220342452,220339481,4728849,-61.549236,22.300928,0
221315671,221312711,4728849,-61.549236,22.300928,0
222342450,222339484,4728849,-60.497116,22.300928,0
223342513,223339515,4728849,-60.497116,22.300928,0
224342462,224339484,4728849,-61.549236,22.398632,0
225342450,225339484,4728849,-60.497116,22.398632,0
226342503,226339502,4728849,-61.549236,22.398632,0
227342450,227339485,4728849,-60.497116,22.496336,0
228342490,228339530,4728849,-61.549236,22.496336,0
229329279,229326320,4728849,-60.497116,22.496336,0
230342451,230339479,4728849,-61.549236,22.59404,0
231342509,231339552,4728849,-60.497116,22.59404,0
232329276,232326319,4728849,-61.549236,22.59404,0
233342450,233339484,4728849,-61.549236,22.59404,0
234342463,234339507,4728849,-60.497116,22.59404,0
235342452,235339479,4728849,-61.549236,22.59404,0
236342460,236339503,4728849,-60.497116,22.59404,0
237342518,237339519,4728849,-60.497116,22.691744,0
238329286,238326318,4728849,-61.549236,22.691744,0
239342449,239339485,4728849,-60.497116,22.691744,0
240342476,240339520,4728849,-60.497116,22.691744,0
241342454,241339485,4728849,-60.497116,22.789448,0
242342452,242339495,4728849,-57.34075,22.789448,0
243342537,243339526,4728849,-45.767426,22.789448,0
244342454,244339494,4728849,-64.7056,22.789448,0
245342451,245339483,4728849,-67.86196,22.789448,0
246329276,246326319,4728849,-78.38316,22.789448,0
247342454,247339489,4728849,-85.74801,22.887152,0
248342450,248339485,4728849,-84.69589,22.887152,0
249342450,249339489,4728849,-71.01832,22.887152,0
250342453,250339493,4728849,-67.86196,22.887152,0
251329278,251326321,4728849,-64.7056,22.887152,0
252342451,252339493,4728849,-75.22681,22.887152,0
253329305,253326349,4728849,-72.07044,22.887152,0
254342450,254339483,4728849,-81.53953,22.887152,0
255342457,255339483,4728849,-81.53953,22.887152,0
256342540,256339508,4728849,-81.53953,22.887152,0
257342507,257339520,4728849,-72.07044,22.789448,0
258342451,258339489,4728849,-75.22681,22.789448,0
259342451,259339478,4728849,-75.22681,22.789448,0
260315641,260312671,4728849,-81.53953,22.789448,0
261329276,261326319,4728849,-79.43529,22.789448,0
262342454,262339486,4728849,-81.53953,22.789448,0
263329323,263326320,4728849,-81.53953,22.789448,0
264342450,264339485,4728849,-84.69589,22.789448,0
265342461,265339487,4728849,-85.74801,22.887152,0
266342450,266339485,4728849,-85.74801,22.887152,0
267342450,267339490,4728849,-82.591644,22.789448,0
268342453,268339486,4728849,-85.74801,22.887152,0
269315628,269312663,4728849,-84.69589,22.887152,0
270329275,270326319,4728849,-86.80013,22.887152,0
271329275,271326319,4728849,-82.591644,22.887152,0
272315673,272312716,4728849,-82.591644,22.887152,0
273315626,273312667,4728849,-84.69589,22.887152,0
274342504,274339528,4728849,-85.74801,22.984856,0
275342502,275339487,4728849,-85.74801,22.984856,0
276342460,276339493,4728849,-85.74801,22.984856,0
277342452,277339484,4728849,-84.69589,22.984856,0
278342455,278339498,4728849,-84.69589,22.984856,0
279329302,279326331,4728849,-82.591644,22.984856,0
280342455,280339482,4728849,-82.591644,23.08256,0
281342455,281339490,4728849,-86.80013,23.08256,0
282342468,282339488,4728849,-85.74801,23.08256,0
