timestamp,rollspeed_integ,pitchspeed_integ,yawspeed_integ,wheel_rate_integ
33052756,0.0,0.0,0.0,0.0
35215800,0.0,0.0,0.0,0.0
35218293,0.0,0.0,0.0,0.0
35417884,0.0,0.0,0.0,0.0
35617466,0.0,0.0,0.0,0.0
35817058,0.0,0.0,0.0,0.0
36016663,0.0,0.0,0.0,0.0
36216235,0.0,0.0,0.0,0.0
36415828,0.0,0.0,0.0,0.0
36617905,0.0,0.0,0.0,0.0
36817494,0.0,0.0,0.0,0.0
37017081,0.0,0.0,0.0,0.0
37216678,0.0,0.0,0.0,0.0
37416261,0.0,0.0,0.0,0.0
37615855,0.0,0.0,0.0,0.0
37815438,0.0,0.0,0.0,0.0
38015029,0.0,0.0,0.0,0.0
38219613,0.0,0.0,0.0,0.0
38351843,0.0,0.0,0.0,0.0
38770977,0.0,0.0,0.0,0.0
38815879,0.0,0.0,0.0,0.0
39015470,0.0,0.0,0.0,0.0
39215058,0.0,0.0,0.0,0.0
39419641,0.0,0.0,0.0,0.0
39619226,0.0,0.0,0.0,0.0
39818817,0.0,0.0,0.0,0.0
40018406,0.0,0.0,0.0,0.0
40217995,0.0,0.0,0.0,0.0
40415090,0.0,0.0,0.0,0.0
40614678,0.0,0.0,0.0,0.0
40819259,0.0,0.0,0.0,0.0
41018848,0.0,0.0,0.0,0.0
41218439,0.0,0.0,0.0,0.0
41418033,0.0,0.0,0.0,0.0
41617618,0.0,0.0,0.0,0.0
41817208,0.0,0.0,0.0,0.0
42016798,0.0,0.0,0.0,0.0
42216387,0.0,0.0,0.0,0.0
42418472,0.0,0.0,0.0,0.0
42618063,0.0,0.0,0.0,0.0
42817654,0.0,0.0,0.0,0.0
43017243,0.0,0.0,0.0,0.0
43216833,0.0,0.0,0.0,0.0
43416423,0.0,0.0,0.0,0.0
43618507,0.0,0.0,0.0,0.0
43818096,0.0,0.0,0.0,0.0
44017690,0.0,0.0,0.0,0.0
44217276,0.0,0.0,0.0,0.0
44416868,0.0,0.0,0.0,0.0
44616460,0.0,0.0,0.0,0.0
44816049,0.0,0.0,0.0,0.0
45018134,0.0,0.0,0.0,0.0
45217727,0.0,0.0,0.0,0.0
45417314,0.0,0.0,0.0,0.0
45616915,0.0,0.0,0.0,0.0
45816509,0.0,0.0,0.0,0.0
46016087,0.0,0.0,0.0,0.0
46215682,0.0,0.0,0.0,0.0
