timestamp,timestamp_sample,q[0],q[1],q[2],q[3],delta_q_reset[0],delta_q_reset[1],delta_q_reset[2],delta_q_reset[3],quat_reset_counter
34943965,34943755,0.86002123,0.028408028,-0.24267195,-0.44795847,-0.54789144,4.3316593e-08,4.5828852e-10,-0.83654946,1
35442956,35442727,0.8598996,0.018025916,-0.2371487,-0.45167294,-0.54789144,4.3316593e-08,4.5828852e-10,-0.83654946,1
35946910,35946688,0.8620688,0.018612208,-0.23190108,-0.45023647,-0.54789144,4.3316593e-08,4.5828852e-10,-0.83654946,1
36445917,36445660,0.8777198,-0.018350951,-0.21499948,-0.42783937,-0.54789144,4.3316593e-08,4.5828852e-10,-0.83654946,1
36944854,36944632,0.87389374,-0.0019661593,-0.23414634,-0.42600638,-0.54789144,4.3316593e-08,4.5828852e-10,-0.83654946,1
37448819,37448594,0.8632076,-0.0072637494,-0.26676553,-0.4285513,-0.54789144,4.3316593e-08,4.5828852e-10,-0.83654946,1
37947848,37947566,0.8255858,-0.10991853,-0.3557104,-0.42402372,-0.54789144,4.3316593e-08,4.5828852e-10,-0.83654946,1
38446743,38446539,0.8880556,0.0040852646,-0.023773309,-0.45910272,-0.54789144,4.3316593e-08,4.5828852e-10,-0.83654946,1
38945778,38945512,0.8698507,0.08403267,0.10754538,-0.47405964,-0.54789144,4.3316593e-08,4.5828852e-10,-0.83654946,1
39444701,39444490,0.8541814,0.11560425,0.15895303,-0.48139787,-0.54789144,4.3316593e-08,4.5828852e-10,-0.83654946,1
39948664,39948449,0.82272846,0.13137975,0.21309887,-0.51033926,-0.54789144,4.3316593e-08,4.5828852e-10,-0.83654946,1
40447635,40447422,0.8163844,0.10519565,0.18334344,-0.53743434,-0.54789144,4.3316593e-08,4.5828852e-10,-0.83654946,1
40946616,40946397,0.80902994,0.14851522,0.18885921,-0.53641963,-0.54789144,4.3316593e-08,4.5828852e-10,-0.83654946,1
41445581,41445371,0.787046,0.18554202,0.2032491,-0.5521074,-0.54789144,4.3316593e-08,4.5828852e-10,-0.83654946,1
41944591,41944345,0.7760367,0.18314284,0.21679625,-0.5632276,-0.54789144,4.3316593e-08,4.5828852e-10,-0.83654946,1
42443548,42443320,0.8148397,0.08812822,0.1312766,-0.5577062,-0.54789144,4.3316593e-08,4.5828852e-10,-0.83654946,1
42947489,42947285,0.80575293,0.14284438,0.15522686,-0.5534099,-0.54789144,4.3316593e-08,4.5828852e-10,-0.83654946,1
43446470,43446260,0.7811406,0.15267603,0.20236118,-0.5705781,-0.54789144,4.3316593e-08,4.5828852e-10,-0.83654946,1
43945446,43945235,0.80641043,0.103480004,0.2023295,-0.5459459,-0.54789144,4.3316593e-08,4.5828852e-10,-0.83654946,1
44449430,44449201,0.8287736,0.061781984,0.152322,-0.53489745,-0.54789144,4.3316593e-08,4.5828852e-10,-0.83654946,1
44948386,44948177,0.8321448,0.064385094,0.10779531,-0.54015714,-0.54789144,4.3316593e-08,4.5828852e-10,-0.83654946,1
45442372,45442163,0.83241963,0.08545075,0.08158233,-0.54140574,-0.54789144,4.3316593e-08,4.5828852e-10,-0.83654946,1
45946337,45946129,0.83200455,0.11115164,0.0486967,-0.5413341,-0.54789144,4.3316593e-08,4.5828852e-10,-0.83654946,1
46445328,46445105,0.83196443,0.13079858,0.019241808,-0.5388475,-0.54789144,4.3316593e-08,4.5828852e-10,-0.83654946,1
46944297,46944081,0.8335279,0.13960436,0.00089855073,-0.5345474,-0.54789144,4.3316593e-08,4.5828852e-10,-0.83654946,1
47448402,47448048,0.82409275,0.1607495,-0.0129084075,-0.54301405,-0.54789144,4.3316593e-08,4.5828852e-10,-0.83654946,1
47947233,47947024,0.8272145,0.13658096,-0.0183661,-0.5447243,-0.54789144,4.3316593e-08,4.5828852e-10,-0.83654946,1
48446234,48446001,0.8353842,0.10462712,-0.0126645835,-0.5394683,-0.54789144,4.3316593e-08,4.5828852e-10,-0.83654946,1
48945190,48944978,0.81191194,0.15595235,0.11874479,-0.54988885,-0.54789144,4.3316593e-08,4.5828852e-10,-0.83654946,1
49444160,49443955,0.7821172,0.17925812,0.21805191,-0.5555292,-0.54789144,4.3316593e-08,4.5828852e-10,-0.83654946,1
49948142,49947922,0.79084206,0.17696635,0.19157729,-0.5536696,-0.54789144,4.3316593e-08,4.5828852e-10,-0.83654946,1
50447107,50446899,0.777745,0.17512663,0.14496136,-0.58602875,-0.54789144,4.3316593e-08,4.5828852e-10,-0.83654946,1
50946088,50945877,0.7607135,0.20600662,0.15862586,-0.5947386,-0.54789144,4.3316593e-08,4.5828852e-10,-0.83654946,1
51445064,51444854,0.76155823,0.20463276,0.15205437,-0.59584737,-0.54789144,4.3316593e-08,4.5828852e-10,-0.83654946,1
51949035,51948822,0.77276736,0.20129614,0.12951325,-0.5878238,-0.54789144,4.3316593e-08,4.5828852e-10,-0.83654946,1
52443018,52442810,0.7850392,0.18153295,0.12298229,-0.5793399,-0.54789144,4.3316593e-08,4.5828852e-10,-0.83654946,1
52946989,52946778,0.793882,0.17006642,0.13388132,-0.56824684,-0.54789144,4.3316593e-08,4.5828852e-10,-0.83654946,1
53445966,53445757,0.8135622,0.111262955,0.13827246,-0.55373085,-0.54789144,4.3316593e-08,4.5828852e-10,-0.83654946,1
