timestamp,defer_failsafes_timeout_s,disable_auto_disarm,defer_failsafes,source_type,source_id
32657638,0,0,0,0,0
33163633,0,0,0,0,0
33669633,0,0,0,0,0
34176632,0,0,0,0,0
34686654,0,0,0,0,0
35192654,0,0,0,0,0
35698656,0,0,0,0,0
36204656,0,0,0,0,0
36711657,0,0,0,0,0
37218643,0,0,0,0,0
37725741,0,0,0,0,0
38231651,0,0,0,0,0
38737634,0,0,0,0,0
39244637,0,0,0,0,0
39750638,0,0,0,0,0
40256638,0,0,0,0,0
40762637,0,0,0,0,0
41269638,0,0,0,0,0
41775662,0,0,0,0,0
42281909,0,0,0,0,0
42787656,0,0,0,0,0
43294639,0,0,0,0,0
43801177,0,0,0,0,0
44306638,0,0,0,0,0
44812637,0,0,0,0,0
45318637,0,0,0,0,0
45824637,0,0,0,0,0
46330680,0,0,0,0,0
46837637,0,0,0,0,0
47343937,0,0,0,0,0
47850637,0,0,0,0,0
48356636,0,0,0,0,0
48862637,0,0,0,0,0
49368638,0,0,0,0,0
49874638,0,0,0,0,0
50380637,0,0,0,0,0
50886817,0,0,0,0,0
51392683,0,0,0,0,0
51898638,0,0,0,0,0
52404637,0,0,0,0,0
52910638,0,0,0,0,0
53416638,0,0,0,0,0
53922638,0,0,0,0,0
54429666,0,0,0,0,0
54935666,0,0,0,0,0
55441639,0,0,0,0,0
55947637,0,0,0,0,0
56453893,0,0,0,0,0
56959639,0,0,0,0,0
57466638,0,0,0,0,0
57972637,0,0,0,0,0
58478652,0,0,0,0,0
58985646,0,0,0,0,0
59491637,0,0,0,0,0
59998067,0,0,0,0,0
60503638,0,0,0,0,0
61009637,0,0,0,0,0
61515672,0,0,0,0,0
62021637,0,0,0,0,0
62527637,0,0,0,0,0
63033637,0,0,0,0,0
63541177,0,0,0,0,0
64046641,0,0,0,0,0
64553638,0,0,0,0,0
65059718,0,0,0,0,0
65565646,0,0,0,0,0
66071636,0,0,0,0,0
66578637,0,0,0,0,0
67084637,0,0,0,0,0
67590875,0,0,0,0,0
68096636,0,0,0,0,0
68602638,0,0,0,0,0
69108666,0,0,0,0,0
69614637,0,0,0,0,0
70120637,0,0,0,0,0
70626827,0,0,0,0,0
71132637,0,0,0,0,0
71639639,0,0,0,0,0
72145647,0,0,0,0,0
72651859,0,0,0,0,0
73157637,0,0,0,0,0
73663783,0,0,0,0,0
74169637,0,0,0,0,0
74676820,0,0,0,0,0
75182637,0,0,0,0,0
75688637,0,0,0,0,0
76195358,0,0,0,0,0
76700643,0,0,0,0,0
77206651,0,0,0,0,0
77712639,0,0,0,0,0
78218638,0,0,0,0,0
78724637,0,0,0,0,0
79230657,0,0,0,0,0
79736638,0,0,0,0,0
80243651,0,0,0,0,0
80749637,0,0,0,0,0
81255649,0,0,0,0,0
81761637,0,0,0,0,0
82267638,0,0,0,0,0
82773639,0,0,0,0,0
83279654,0,0,0,0,0
83785646,0,0,0,0,0
84291649,0,0,0,0,0
84797638,0,0,0,0,0
85303640,0,0,0,0,0
85809638,0,0,0,0,0
86316659,0,0,0,0,0
86822639,0,0,0,0,0
87328638,0,0,0,0,0
87834637,0,0,0,0,0
88340637,0,0,0,0,0
88846639,0,0,0,0,0
89352701,0,0,0,0,0
89858639,0,0,0,0,0
90364638,0,0,0,0,0
90871638,0,0,0,0,0
91377639,0,0,0,0,0
91883637,0,0,0,0,0
92390638,0,0,0,0,0
92896774,0,0,0,0,0
93402691,0,0,0,0,0
93908639,0,0,0,0,0
94414639,0,0,0,0,0
94920639,0,0,0,0,0
95427637,0,0,0,0,0
95933637,0,0,0,0,0
96439640,0,0,0,0,0
96945646,0,0,0,0,0
97451638,0,0,0,0,0
97957757,0,0,0,0,0
98464638,0,0,0,0,0
98970917,0,0,0,0,0
99476639,0,0,0,0,0
99982651,0,0,0,0,0
100488706,0,0,0,0,0
100994638,0,0,0,0,0
101500772,0,0,0,0,0
102006651,0,0,0,0,0
102513638,0,0,0,0,0
103019638,0,0,0,0,0
103525647,0,0,0,0,0
104031638,0,0,0,0,0
104537638,0,0,0,0,0
105043800,0,0,0,0,0
105549637,0,0,0,0,0
106055647,0,0,0,0,0
106561638,0,0,0,0,0
107067637,0,0,0,0,0
107573637,0,0,0,0,0
108079935,0,0,0,0,0
108585648,0,0,0,0,0
109092692,0,0,0,0,0
109598641,0,0,0,0,0
