timestamp,timestamp_last_signal,rssi,rssi_dbm,rc_lost_frame_count,rc_total_frame_count,rc_ppm_frame_length,values[0],values[1],values[2],values[3],values[4],values[5],values[6],values[7],values[8],values[9],values[10],values[11],values[12],values[13],values[14],values[15],values[16],values[17],channel_count,rc_failsafe,rc_lost,input_source,link_quality
35085191,35084632,45,nan,0,3666,0,1510,1508,1094,1548,1927,1094,1927,1927,1094,1094,1094,1094,1094,1094,1510,1515,998,998,18,0,0,4,-1
35566811,35566204,45,nan,0,3746,0,1510,1508,1094,1548,1927,1094,1927,1927,1510,1094,1094,1094,1094,1094,1510,1514,998,998,18,0,0,4,-1
36065502,36064943,45,nan,0,3830,0,1678,1475,1094,1548,1927,1094,1927,1927,1510,1094,1094,1094,1094,1094,1510,1514,998,998,18,0,0,4,-1
36569511,36568953,45,nan,0,3914,0,1511,1508,1094,1548,1927,1094,1927,1927,1510,1094,1094,1094,1094,1094,1510,1514,998,998,18,0,0,4,-1
37071104,37070545,45,nan,0,3998,0,1511,1508,1094,1548,1927,1094,1927,1927,1510,1094,1094,1094,1094,1094,1510,1514,998,998,18,0,0,4,-1
37570035,37569475,45,nan,0,4082,0,1511,1508,1094,1548,1927,1094,1927,1927,1510,1094,1094,1094,1094,1094,1510,1514,998,998,18,0,0,4,-1
38074531,38073973,45,nan,0,4166,0,1511,1508,1094,1548,1927,1094,1927,1927,1510,1094,1094,1094,1094,1094,1510,1513,998,998,18,0,0,4,-1
38585324,38584752,45,nan,0,4252,0,1511,1508,1094,1548,1927,1094,1927,1927,1094,1094,1094,1094,1094,1094,1510,1517,998,998,18,0,0,4,-1
39069730,39069169,45,nan,0,4333,0,1512,1508,1094,1548,1927,1094,1927,1927,1510,1094,1094,1094,1094,1094,1510,1565,998,998,18,0,0,4,-1
39575893,39575334,45,nan,0,4418,0,1511,1508,1094,1548,1927,1094,1927,1927,1510,1094,1094,1094,1094,1094,1510,1510,998,998,18,0,0,4,-1
