timestamp,timestamp_sample,control[0],control[1],control[2],control[3],control[4],control[5],control[6],control[7]
34597091,34596970,0.0,0.0,nan,nan,nan,nan,nan,nan
34599594,34599465,0.0,0.0,nan,nan,nan,nan,nan,nan
34696884,34696764,0.0,0.0,nan,nan,nan,nan,nan,nan
34799172,34799053,0.0,0.0,nan,nan,nan,nan,nan,nan
34896477,34896353,0.0,0.0,nan,nan,nan,nan,nan,nan
34998764,34998642,0.0,0.0,nan,nan,nan,nan,nan,nan
35101055,35100931,0.0,0.0,nan,nan,nan,nan,nan,nan
35198349,35198231,0.0,0.0,nan,nan,nan,nan,nan,nan
35300649,35300520,1.0,-0.48501796,nan,nan,nan,nan,nan,nan
35397943,35397819,1.0,-0.4586228,nan,nan,nan,nan,nan,nan
35497756,35497614,1.0,-0.4638129,nan,nan,nan,nan,nan,nan
35597526,35597408,1.0,-0.4666193,nan,nan,nan,nan,nan,nan
35697321,35697202,1.0,-0.45747024,nan,nan,nan,nan,nan,nan
35799611,35799491,0.019767284,0.98023295,nan,nan,nan,nan,nan,nan
35896913,35896791,-0.5000001,1.0,nan,nan,nan,nan,nan,nan
35999197,35999080,1.0,-0.5000001,nan,nan,nan,nan,nan,nan
36096506,36096379,1.0,-0.5000001,nan,nan,nan,nan,nan,nan
36198789,36198669,1.0,-0.22957605,nan,nan,nan,nan,nan,nan
36296095,36295968,1.0,-0.1509614,nan,nan,nan,nan,nan,nan
36398376,36398257,1.0,-0.09165597,nan,nan,nan,nan,nan,nan
36500670,36500547,1.0,-0.08278561,nan,nan,nan,nan,nan,nan
36597965,36597846,1.0,-0.10123724,nan,nan,nan,nan,nan,nan
36700260,36700135,1.0,-0.15058249,nan,nan,nan,nan,nan,nan
36797552,36797435,1.0,-0.22565007,nan,nan,nan,nan,nan,nan
36899844,36899724,1.0,-0.29530376,nan,nan,nan,nan,nan,nan
36997141,36997024,1.0,-0.3502006,nan,nan,nan,nan,nan,nan
37099437,37099313,1.0,-0.40939707,nan,nan,nan,nan,nan,nan
37199227,37199108,1.0,-0.42710477,nan,nan,nan,nan,nan,nan
37299026,37298902,1.0,-0.41420943,nan,nan,nan,nan,nan,nan
37398818,37398696,1.0,-0.36767727,nan,nan,nan,nan,nan,nan
37498616,37498491,1.0,-0.34673476,nan,nan,nan,nan,nan,nan
37598403,37598285,1.0,-0.446671,nan,nan,nan,nan,nan,nan
37695751,37695585,1.0,-0.4462133,nan,nan,nan,nan,nan,nan
37798000,37797874,1.0,-0.30363524,nan,nan,nan,nan,nan,nan
37900283,37900164,1.0,-0.114099085,nan,nan,nan,nan,nan,nan
37997581,37997463,0.9500231,0.049977124,nan,nan,nan,nan,nan,nan
38099940,38099753,0.7619971,0.16078527,nan,nan,nan,nan,nan,nan
38197183,38197053,0.66351,0.28966844,nan,nan,nan,nan,nan,nan
38299461,38299342,0.62121195,0.3787883,nan,nan,nan,nan,nan,nan
38396756,38396642,0.0024691431,-0.0024691431,nan,nan,nan,nan,nan,nan
38499063,38498931,0.0024691431,-0.0024691431,nan,nan,nan,nan,nan,nan
38598839,38598726,0.0024691431,-0.0024691431,nan,nan,nan,nan,nan,nan
38698634,38698521,0.0024691431,-0.0024691431,nan,nan,nan,nan,nan,nan
38798445,38798315,0.14952318,-0.15812989,nan,nan,nan,nan,nan,nan
38898226,38898110,0.120388955,-0.24582633,nan,nan,nan,nan,nan,nan
38998022,38997904,0.08595505,-0.35997948,nan,nan,nan,nan,nan,nan
39097814,39097699,0.05847013,-0.43304613,nan,nan,nan,nan,nan,nan
39197636,39197494,0.02606029,-0.46068278,nan,nan,nan,nan,nan,nan
39299909,39299783,-0.02133624,-0.4629341,nan,nan,nan,nan,nan,nan
39397201,39397083,-0.099000044,-0.4636783,nan,nan,nan,nan,nan,nan
39499512,39499373,-0.18484122,-0.49353042,nan,nan,nan,nan,nan,nan
39596794,39596675,-0.25837445,-0.5073034,nan,nan,nan,nan,nan,nan
39699082,39698962,-0.31139594,-0.5027638,nan,nan,nan,nan,nan,nan
39796387,39796262,-0.44770947,-0.5416404,nan,nan,nan,nan,nan,nan
39898688,39898551,-0.4874071,-0.51259315,nan,nan,nan,nan,nan,nan
40000960,40000841,-0.45347285,-0.41506633,nan,nan,nan,nan,nan,nan
40098258,40098141,-0.41055903,-0.3291813,nan,nan,nan,nan,nan,nan
40200551,40200430,-0.47041395,-0.24287196,nan,nan,nan,nan,nan,nan
40297852,40297731,-0.48589113,-0.20936885,nan,nan,nan,nan,nan,nan
40400140,40400020,-0.41063395,-0.2061441,nan,nan,nan,nan,nan,nan
40497438,40497320,-0.35558158,-0.2526156,nan,nan,nan,nan,nan,nan
40597235,40597115,-0.3652041,-0.3351117,nan,nan,nan,nan,nan,nan
40699560,40699405,-0.39725366,-0.41867906,nan,nan,nan,nan,nan,nan
40796826,40796704,-0.35544622,-0.54452956,nan,nan,nan,nan,nan,nan
