timestamp,flight_phase
82246997,0
83251835,0
84256673,0
85261512,0
86266353,0
87271189,0
88276028,0
89280868,0
90285708,0
91290549,0
92295390,0
93300232,0
94305074,0
95309917,0
96314760,0
97319603,0
98324447,0
99329291,0
100334134,0
101338978,0
102343822,0
103348667,0
104353512,0
105358357,0
106363203,0
107368049,0
108372896,0
109377743,0
110382589,0
111387438,0
112392287,0
113397136,0
114401986,0
115406837,0
116411689,0
117416541,0
118421393,0
119426246,0
120431100,0
121435954,0
122440809,0
123445666,0
124450520,0
125455378,0
126460236,0
127465095,0
128469956,0
129474816,0
130479678,0
131484540,0
132489403,0
133494267,0
134499131,0
135503996,0
136508861,0
137513727,0
138518594,0
139523462,0
140528329,0
141533197,0
142538066,0
143542935,0
144547805,0
145552675,0
146557546,0
147562417,0
148567288,0
149572160,0
150577032,0
151581906,0
152586779,0
153591653,0
154596527,0
155601402,0
156606277,0
157611153,0
158616029,0
159620906,0
160625783,0
161630663,0
162635540,0
163640419,0
164645298,0
165650178,0
166655058,0
167659938,0
168664818,0
169669698,0
