timestamp,total_written_kb,write_rate_kb_s,dropouts,message_gaps,buffer_used_bytes,buffer_size_bytes,type,backend,is_logging,num_messages
82127693,63.98047,132191.05,0,17,58538,65536,0,3,1,205
83128028,162.14258,162.00974,0,17,4506,65536,0,3,1,205
84129395,204.25488,102.01594,0,17,4717,65536,0,3,1,205
85130009,246.33594,82.035416,0,17,4911,65536,0,3,1,205
86131025,288.5752,72.07504,0,17,4796,65536,0,3,1,205
87131964,332.05273,66.34745,0,17,3464,65536,0,3,1,205
88132965,372.96094,62.10057,0,17,4687,65536,0,3,1,205
89133977,417.28223,59.55416,0,17,2591,65536,0,3,1,205
90134975,461.8496,57.675213,0,17,162,65536,0,3,1,205
91135965,504.21582,55.96953,0,17,64,65536,0,3,1,205
92136962,546.24316,54.57109,0,17,216,65536,0,3,1,205
93138214,588.4863,53.44529,0,17,275,65536,0,3,1,205
94138967,630.6289,52.50097,0,17,427,65536,0,3,1,205
95139965,673.18945,51.73304,0,17,117,65536,0,3,1,205
96140967,702.37305,50.12025,0,17,13539,65536,0,3,1,205
97141963,757.5371,50.452847,0,17,314,65536,0,3,1,205
98142964,799.8789,49.943253,0,17,219,65536,0,3,1,205
99144005,840.19727,49.374584,0,17,2196,65536,0,3,1,205
100144965,884.3008,49.079407,0,17,215,65536,0,3,1,205
101145962,926.4453,48.712196,0,17,322,65536,0,3,1,205
102147523,968.88477,48.395077,0,17,208,65536,0,3,1,205
103147996,1011.04004,48.097153,0,17,468,65536,0,3,1,205
104148971,1053.2871,47.829376,0,17,417,65536,0,3,1,205
105149970,1092.1611,47.43832,0,17,3862,65536,0,3,1,205
106150967,1137.7969,47.36132,0,17,361,65536,0,3,1,205
107152031,1180.0459,47.155018,0,17,414,65536,0,3,1,205
108152965,1220.0742,46.879494,0,17,2731,65536,0,3,1,205
109153975,1264.292,46.779255,0,17,619,65536,0,3,1,205
110154962,1306.5088,46.614826,0,17,539,65536,0,3,1,205
111155974,1348.6279,46.45833,0,17,547,65536,0,3,1,205
112156964,1390.9434,46.318836,0,17,575,65536,0,3,1,205
113157989,1433.1924,46.186153,0,17,575,65536,0,3,1,205
