timestamp,indicated_airspeed_m_s,calibrated_airspeed_m_s,true_airspeed_m_s,calibrated_ground_minus_wind_m_s,calibraded_airspeed_synth_m_s,airspeed_derivative_filtered,throttle_filtered,pitch_filtered,airspeed_source
82107487,-2.0065236,-2.0545213,-2.0347579,nan,7.0,0.0,0.0,0.0,1
82207487,-1.7796807,-1.822252,-1.8047094,nan,7.0,0.0,0.0,0.0,1
82307490,-2.5695834,-2.6310499,-2.6061325,nan,7.0,0.0,0.0,0.0,1
82507487,-1.9338686,-1.9801283,-1.9613973,nan,7.0,0.0,0.0,0.0,1
82707505,-2.731599,-2.796941,-2.7704835,nan,7.0,0.0,0.004407341,0.0,1
82907489,-2.5695834,-2.6310499,-2.6056757,nan,7.0,0.0,0.007467509,0.0,1
83107499,-2.6999733,-2.7645588,-2.7383904,nan,7.0,0.0,0.009592892,0.0,1
83307487,-1.9338686,-1.9801283,-1.9610487,nan,7.0,0.0,0.011068704,0.0,1
83507486,-1.7796807,-1.822252,-1.8047072,nan,7.0,0.0,0.012093636,0.0,1
83707486,-2.076639,-2.1263137,-2.1058152,nan,7.0,0.0,0.012805399,0.0,1
83907486,-2.78351,-2.8500936,-2.8226526,nan,7.0,0.0,0.013299678,0.0,1
84107486,-2.2102063,-2.263076,-2.2412674,nan,7.0,0.0,0.013642929,0.0,1
84307487,-1.2039586,-1.2327583,-1.22088,nan,7.0,0.0,0.013881298,0.0,1
84507487,-2.5695834,-2.6310499,-2.605718,nan,7.0,0.0,0.014046831,0.0,1
84707486,-1.7796807,-1.822252,-1.8046916,nan,7.0,0.0,0.014161784,0.0,1
84907487,-2.2102063,-2.263076,-2.2412786,nan,7.0,0.0,0.014241613,0.0,1
85107486,-3.0297496,-3.1022236,-3.0723054,nan,7.0,0.0,0.0142970495,0.0,1
85307486,-2.2102063,-2.263076,-2.241259,nan,7.0,0.0,0.014335548,0.0,1
85507487,-3.168321,-3.2441096,-3.2128632,nan,7.0,0.0,0.014362282,0.0,1
85707537,-1.6803914,-1.7205877,-1.7040006,nan,7.0,0.0,0.014380851,0.0,1
85907490,-2.076639,-2.1263137,-2.105823,nan,7.0,0.0,0.01439374,0.0,1
86107486,-3.0297496,-3.1022236,-3.072336,nan,7.0,0.0,0.014402694,0.0,1
86307487,-2.9821286,-3.0534635,-3.0240567,nan,7.0,0.0,0.014408912,0.0,1
86507487,-2.3361497,-2.3920321,-2.3689601,nan,7.0,0.0,0.014413229,0.0,1
86707493,-2.2102063,-2.263076,-2.2412758,nan,7.0,0.0,0.014416228,0.0,1
86907486,-2.3361497,-2.3920321,-2.3689632,nan,7.0,0.0,0.01441831,0.0,1
87107486,-2.3966405,-2.45397,-2.4302914,nan,7.0,0.0,0.014419756,0.0,1
87307486,1.5995507,1.6378132,1.622028,nan,7.0,0.0,0.01442076,0.0,1
87507487,-2.2102063,-2.263076,-2.2412395,nan,7.0,0.0,0.014421457,0.0,1
87707488,-1.7796807,-1.822252,-1.8046848,nan,7.0,0.0,0.014421942,0.0,1
87907486,-2.076639,-2.1263137,-2.1058204,nan,7.0,0.0,0.014422278,0.0,1
88107486,-2.0065236,-2.0545213,-2.034692,nan,7.0,0.0,0.014422512,0.0,1
88307486,-2.2102063,-2.263076,-2.241245,nan,7.0,0.0,0.014422674,0.0,1
88507486,-2.5695834,-2.6310499,-2.6056952,nan,7.0,0.0,0.014422786,0.0,1
88707486,-2.2102063,-2.263076,-2.241245,nan,7.0,0.0,0.014422865,0.0,1
88907486,-2.78351,-2.8500936,-2.8226175,nan,7.0,0.0,0.014422919,0.0,1
89107487,-2.3966405,-2.45397,-2.4302976,nan,7.0,0.0,0.014422957,0.0,1
89307486,-3.0297492,-3.1022232,-3.0723088,nan,7.0,0.0,0.014422983,0.0,1
89507487,-3.428703,-3.5107203,-3.4768796,nan,7.0,0.0,0.014423002,0.0,1
89707487,-3.168321,-3.2441096,-3.212831,nan,7.0,0.0,0.014423014,0.0,1
89907488,-2.943477,-3.0138872,-2.9848282,nan,7.0,0.0,0.014423022,0.0,1
90107486,-3.670661,-3.758466,-3.7222512,nan,7.0,0.0,0.014423029,0.0,1
90307488,-4.163975,-4.2635803,-4.222478,nan,7.0,0.0,0.014423033,0.0,1
90507487,-3.9704008,-4.065376,-4.026184,nan,7.0,0.0,0.014423036,0.0,1
90707486,-4.4465895,-4.552955,-4.509085,nan,7.0,0.0,0.014423038,0.0,1
90907486,-4.249048,-4.350689,-4.3088055,nan,7.0,0.0,0.01442304,0.0,1
91107486,-3.8976274,-3.9908617,-3.9524126,nan,7.0,0.0,0.014423041,0.0,1
91307486,-3.8976274,-3.9908617,-3.9523735,nan,7.0,0.0,0.014423041,0.0,1
91507568,-3.344162,-3.424157,-3.3911214,nan,7.0,0.0,0.014423041,0.0,1
91707486,-3.168321,-3.2441096,-3.212839,nan,7.0,0.0,0.014423041,0.0,1
91907486,-3.842143,-3.93405,-3.896134,nan,7.0,0.0,0.014423041,0.0,1
92107487,-3.428703,-3.5107203,-3.4768581,nan,7.0,0.0,0.014423041,0.0,1
92307486,-3.670661,-3.758466,-3.7221913,nan,7.0,0.0,0.014423041,0.0,1
92507487,-4.006292,-4.1021256,-4.062595,nan,7.0,0.0,0.014423041,0.0,1
92707487,-3.842143,-3.93405,-3.8961244,nan,7.0,0.0,0.014423041,0.0,1
92907487,-3.670661,-3.758466,-3.722182,nan,7.0,0.0,0.014423041,0.0,1
93107486,-3.3010802,-3.3800447,-3.3474512,nan,7.0,0.0,0.014423041,0.0,1
93307487,-3.670661,-3.758466,-3.722182,nan,7.0,0.0,0.014423041,0.0,1
93507488,-2.569584,-2.6310503,-2.6056795,nan,7.0,0.0,0.014423041,0.0,1
93707487,-3.0579662,-3.1311152,-3.100922,nan,7.0,0.0,0.014423041,0.0,1
93907487,-3.670661,-3.758466,-3.7222004,nan,7.0,0.0,0.014423041,0.0,1
94107486,-3.344162,-3.424157,-3.391113,nan,7.0,0.0,0.014423041,0.0,1
94307487,-3.4784412,-3.5616481,-3.5272949,nan,7.0,0.0,0.014423041,0.0,1
94507486,-3.8976274,-3.9908617,-3.9523783,nan,7.0,0.0,0.014423041,0.0,1
94707486,-3.842143,-3.93405,-3.896129,nan,7.0,0.0,0.014423041,0.0,1
94907486,-3.8976274,-3.9908617,-3.9523783,nan,7.0,0.0,0.014423041,0.0,1
95107486,-3.3010802,-3.3800447,-3.3474638,nan,7.0,0.0,0.014423041,0.0,1
95307486,-3.5112085,-3.5951993,-3.5605931,nan,7.0,0.0,0.014423041,0.0,1
95507487,-3.5112085,-3.5951993,-3.5605445,nan,7.0,0.0,0.014423041,0.0,1
95707486,-3.0297496,-3.1022236,-3.072294,nan,7.0,0.0,0.014423041,0.0,1
95907486,-3.168321,-3.2441096,-3.212851,nan,7.0,0.0,0.014423041,0.0,1
96107495,-3.5112085,-3.5951993,-3.5605357,nan,7.0,0.0,0.014423041,0.0,1
96307486,-2.5695834,-2.6310499,-2.6056855,nan,7.0,0.0,0.014423041,0.0,1
96507486,-3.428703,-3.5107203,-3.4768667,nan,7.0,0.0,0.014423041,0.0,1
96707486,-3.168321,-3.2441096,-3.2128668,nan,7.0,0.0,0.014423041,0.0,1
96907489,-2.8845294,-2.9535296,-2.925038,nan,7.0,0.0,0.014423041,0.0,1
97107492,-4.1120853,-4.2104497,-4.169849,nan,7.0,0.0,0.014423041,0.0,1
97307561,-1.5193392,-1.555683,-1.5406895,nan,7.0,0.0,0.014423041,0.0,1
97507486,-2.076639,-2.1263137,-2.1057813,nan,7.0,0.0,0.014423041,0.0,1
97707487,-2.78351,-2.8500936,-2.822586,nan,7.0,0.0,0.014423041,0.0,1
97907486,-2.78351,-2.8500936,-2.822586,nan,7.0,0.0,0.014423041,0.0,1
98107486,-2.78351,-2.8500936,-2.822607,nan,7.0,0.0,0.014423041,0.0,1
98307486,-1.9338686,-1.9801283,-1.9610463,nan,7.0,0.0,0.014423041,0.0,1
98507486,0.51791155,0.5303004,0.5251848,nan,7.0,0.0,0.014423041,0.0,1
98707486,-2.1310706,-2.1820474,-2.1609685,nan,7.0,0.0,0.014423041,0.0,1
98907488,-2.2102063,-2.263076,-2.2412534,nan,7.0,0.0,0.014423041,0.0,1
99107488,-1.2039586,-1.2327583,-1.2206403,nan,7.0,0.0,0.014423041,0.0,1
99307486,-2.5695834,-2.6310499,-2.6056886,nan,7.0,0.0,0.014423041,0.0,1
99507496,-2.0766387,-2.1263134,-2.1057913,nan,7.0,0.0,0.014423041,0.0,1
99707486,-1.6108017,-1.6493334,-1.6334331,nan,7.0,0.0,0.014423041,0.0,1
99907487,-2.3361497,-2.3920321,-2.3689456,nan,7.0,0.0,0.014423041,0.0,1
100107487,-1.203958,-1.2327577,-1.2208657,nan,7.0,0.0,0.014423041,0.0,1
100307486,-2.5695834,-2.6310499,-2.6052096,nan,7.0,0.0,0.014423041,0.0,1
100507486,-1.6546379,-1.6942182,-1.6775975,nan,7.0,0.0,0.014423041,0.0,1
100707486,-0.76853186,-0.7869157,-0.77918625,nan,7.0,0.0,0.014423041,0.0,1
100907486,-1.6108013,-1.649333,-1.6331182,nan,7.0,0.0,0.014423041,0.0,1
101107490,-2.076639,-2.1263137,-2.1054254,nan,7.0,0.0,0.014423041,0.0,1
101307486,1.4092479,1.4429581,1.4287597,nan,7.0,0.0,0.014423041,0.0,1
101507496,-2.076639,-2.1263137,-2.1054149,nan,7.0,0.0,0.014423041,0.0,1
101707487,-2.3966405,-2.45397,-2.4298596,nan,7.0,0.0,0.014423041,0.0,1
101907486,-2.006524,-2.0545218,-2.034336,nan,7.0,0.0,0.014423041,0.0,1
102107486,-1.6108013,-1.649333,-1.6330959,nan,7.0,0.0,0.014423041,0.0,1
102307486,-2.8845294,-2.9535296,-2.924486,nan,7.0,0.0,0.014423041,0.0,1
102507487,-2.731599,-2.796941,-2.769413,nan,7.0,0.0,0.014423041,0.0,1
102707487,-2.9821286,-3.0534635,-3.023407,nan,7.0,0.0,0.014423041,0.0,1
102907486,-1.6108017,-1.6493334,-1.6331124,nan,7.0,0.0,0.014423041,0.0,1
103107516,-2.5695834,-2.6310499,-2.6051931,nan,7.0,0.0,0.014423041,0.0,1
103307486,-2.2102063,-2.263076,-2.2408247,nan,7.0,0.0,0.014423041,0.0,1
103507487,-2.3966405,-2.45397,-2.4298387,nan,7.0,0.0,0.014423041,0.0,1
103707486,-2.2102063,-2.263076,-2.2408135,nan,7.0,0.0,0.014423041,0.0,1
103907487,-2.305309,-2.3604538,-2.3372478,nan,7.0,0.0,0.014423041,0.0,1
104107500,-2.3361497,-2.3920321,-2.3685334,nan,7.0,0.0,0.014423041,0.0,1
104307486,-1.7796807,-1.822252,-1.8043462,nan,7.0,0.0,0.014423041,0.0,1
104507486,-1.3707491,-1.4035385,-1.3897383,nan,7.0,0.0,0.014423041,0.0,1
104707486,-2.5695834,-2.6310499,-2.6051643,nan,7.0,0.0,0.014423041,0.0,1
104907486,-2.0766387,-2.1263134,-2.1054094,nan,7.0,0.0,0.014423041,0.0,1
105107491,-2.569584,-2.6310503,-2.6051648,nan,7.0,0.0,0.014423041,0.0,1
105307486,-2.5695834,-2.6310499,-2.6051514,nan,7.0,0.0,0.014423041,0.0,1
105507488,-2.569584,-2.6310503,-2.6051807,nan,7.0,0.0,0.014423041,0.0,1
105707487,-2.2102063,-2.263076,-2.2408276,nan,7.0,0.0,0.014423041,0.0,1
105907487,-2.5695834,-2.6310499,-2.6052065,nan,7.0,0.0,0.014423041,0.0,1
106107488,-2.8845294,-2.9535296,-2.9245257,nan,7.0,0.0,0.014423041,0.0,1
106307486,-2.78351,-2.8500936,-2.822081,nan,7.0,0.0,0.014423041,0.0,1
106507487,-2.3966405,-2.45397,-2.429884,nan,7.0,0.0,0.014423041,0.0,1
106707487,-2.8845294,-2.9535296,-2.9245403,nan,7.0,0.0,0.014423041,0.0,1
106907487,-4.006292,-4.1021256,-4.0618625,nan,7.0,0.0,0.014423041,0.0,1
107107500,-3.428703,-3.5107203,-3.4762578,nan,7.0,0.0,0.014423041,0.0,1
107307486,-3.168321,-3.2441096,-3.2122602,nan,7.0,0.0,0.014423041,0.0,1
107507486,-3.5918195,-3.6777387,-3.6416366,nan,7.0,0.0,0.014423041,0.0,1
107707486,-3.8533037,-3.9454777,-3.906762,nan,7.0,0.0,0.014423041,0.0,1
107907486,-3.670661,-3.758466,-3.7215946,nan,7.0,0.0,0.014423041,0.0,1
108107500,-3.344162,-3.424157,-3.3905106,nan,7.0,0.0,0.014423041,0.0,1
108307486,-4.1120853,-4.2104497,-4.1691027,nan,7.0,0.0,0.014423041,0.0,1
108507486,-3.428703,-3.5107203,-3.4762232,nan,7.0,0.0,0.014423041,0.0,1
108707487,-4.2658596,-4.3679023,-4.3249984,nan,7.0,0.0,0.014423041,0.0,1
108907539,-3.670661,-3.758466,-3.721576,nan,7.0,0.0,0.014423041,0.0,1
109107486,-3.5112085,-3.5951993,-3.559925,nan,7.0,0.0,0.014423041,0.0,1
109307486,-4.2658596,-4.3679023,-4.32502,nan,7.0,0.0,0.014423041,0.0,1
109507487,-3.6116917,-3.6980863,-3.661798,nan,7.0,0.0,0.014423041,0.0,1
109707487,-4.2490487,-4.3506894,-4.3079867,nan,7.0,0.0,0.014423041,0.0,1
109907520,-3.670661,-3.758466,-3.72159,nan,7.0,0.0,0.014423041,0.0,1
110107487,-3.6116917,-3.6980863,-3.6617708,nan,7.0,0.0,0.014423041,0.0,1
110307486,-4.2658596,-4.3679023,-4.325031,nan,7.0,0.0,0.014423041,0.0,1
110507486,-4.3159003,-4.41914,-4.3758197,nan,7.0,0.0,0.014423041,0.0,1
110707486,-3.670661,-3.758466,-3.7216039,nan,7.0,0.0,0.014423041,0.0,1
110907487,-3.670661,-3.758466,-3.721613,nan,7.0,0.0,0.014423041,0.0,1
111107486,-3.670661,-3.758466,-3.7215717,nan,7.0,0.0,0.014423041,0.0,1
111307486,-3.1683204,-3.2441092,-3.2122838,nan,7.0,0.0,0.014423041,0.0,1
111507486,-3.8976276,-3.990862,-3.9517057,nan,7.0,0.0,0.014423041,0.0,1
111707488,-4.070098,-4.1674576,-4.126528,nan,7.0,0.0,0.014423041,0.0,1
111907486,-4.006292,-4.1021256,-4.061817,nan,7.0,0.0,0.014423041,0.0,1
112107486,-4.1639752,-4.263581,-4.2216964,nan,7.0,0.0,0.014423041,0.0,1
112307487,-3.842143,-3.93405,-3.8954368,nan,7.0,0.0,0.014423041,0.0,1
112507487,-4.1639752,-4.263581,-4.221712,nan,7.0,0.0,0.014423041,0.0,1
112707486,-3.5112085,-3.5951993,-3.5599031,nan,7.0,0.0,0.014423041,0.0,1
112907486,-3.842143,-3.93405,-3.895408,nan,7.0,0.0,0.014423041,0.0,1
113107486,-4.4722695,-4.57925,-4.5342984,nan,7.0,0.0,0.014423041,0.0,1
113307486,-4.070098,-4.1674576,-4.126584,nan,7.0,0.0,0.014423041,0.0,1
113507487,-4.1120853,-4.2104497,-4.169113,nan,7.0,0.0,0.014423041,0.0,1
113707488,-4.3159003,-4.41914,-4.375771,nan,7.0,0.0,0.014423041,0.0,1
113907486,-3.8976274,-3.9908617,-3.951681,nan,7.0,0.0,0.014423041,0.0,1
114107487,-3.670661,-3.758466,-3.7215204,nan,7.0,0.0,0.014423041,0.0,1
114307486,-3.8976274,-3.9908617,-3.9516907,nan,7.0,0.0,0.014423041,0.0,1
114507486,-3.0297496,-3.1022236,-3.0717442,nan,7.0,0.0,0.014423041,0.0,1
114707487,-3.428703,-3.5107203,-3.4762275,nan,7.0,0.0,0.014423041,0.0,1
114907486,-3.168321,-3.2441096,-3.212228,nan,7.0,0.0,0.014423041,0.0,1
115107488,-3.728698,-3.8178914,-3.7803667,nan,7.0,0.0,0.014423041,0.0,1
115307487,-3.3010802,-3.3800447,-3.3468566,nan,7.0,0.0,0.014423041,0.0,1
